k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1428005630505536, -0.4149845874330143]                                       | 16.5567726075691439|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[0.6085212165844891, 0.5202043616751095]                                        |  1.9964642524719238|      4.00000000|[8, 0, 1, 3]                                                               | | GPS sucess | actual_k=0
       3|[0.6438807854783986, -0.0896178519746402]                                       |  1.4855144023895264|      8.00000000|[11, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[0.6438807854783986, -0.0896178519746402]                                       |  1.4855144023895264|      4.00000000|[14, 0, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.6438807854783986, -0.0896178519746402]                                       |  1.4855144023895264|      2.00000000|[18, 0, 3, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[0.6438807854783986, -0.0896178519746402]                                       |  1.4855144023895264|      1.00000000|[22, 0, 4, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[0.2365827272069905, 0.1266808325031659]                                        |  1.0493744611740112|      2.00000000|[26, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.2365827272069905, 0.1266808325031659]                                        |  1.0493744611740112|      1.00000000|[29, 0, 5, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[0.2365827272069905, 0.1266808325031659]                                        |  1.0493744611740112|      0.50000000|[33, 0, 6, 15]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[0.0843536118400547, 0.4103137963989636]                                        |  0.8921152353286743|      1.00000000|[37, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[0.0843536118400547, 0.4103137963989636]                                        |  0.8921152353286743|      0.50000000|[40, 0, 7, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[-0.1394352009164836, 0.5245692023614308]                                       |  0.8175252676010132|      1.00000000|[44, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[-0.1394352009164836, 0.5245692023614308]                                       |  0.8175252676010132|      0.50000000|[47, 0, 8, 21]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
