k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7197162381011963, -0.0404594722390175, 0.8006749465142059, 0.0531871323287487, 0.5112906908603477, -0.0298801358044147, 1.3072065947799543, -0.0136617417633533, 0.0074307289616059, 0.1116779562830925, 1.2806797554802962, -0.0511039677262306, 0.1591335781302834, -0.0071502919495106, 1.2691113754662353, -0.0069443932920694, 4.558872398018547, 0.0415350892394781, 4.405098460215366, -0.0273117679357529, 0.2431271206986313, 0.0567603935301304, 0.29594418828866, 0.0459373169392347, 0.7445085269365979, 0.0261026164330542, 0.1489846415314674, 0.1474339854717255, -0.0968398028730297, 0.0876417201757431, 1.3707238889472062, -0.0184628735482693, 0.2706989278758001, 0.0832240772247314, -0.0272786700730782, 0.0664064590632916, -0.0210843612350483, -0.0694028097391129, 0.4780171340339756, -0.0796160432696342, 0.2310070924393654, 0.0623215292394161, 0.8601560327419424, 0.0904319030046463, 0.9157938985589547, -0.0086445468664169, 0.6820423831784821, 0.0223919979576021, 0.2372255848998189, 0.0078907008096576, 0.4940314157458758, 0.0122586702741683, 0.3177776664363289, 0.0040890523046255, 0.4494567059486199, 0.072735012024641, 0.2474132414393616, 0.0310094659030437, 0.3199431168812418, 0.060808692574501, 0.0806432297685051, -0.0599822211265564, 0.0678152550685371, 0.0074044647440314, 0.2580469623275375, -0.0067876293510199]|340749.2187500000000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
       2|[0.5055679252941132, -0.3123279991745949, 0.8101725955505538, -0.9040095801651478, 0.5129051541430968, 0.4601976279914379, 1.1329062072782377, -0.0724722850322723, 0.0921580535069894, 0.7824685689806938, 1.0150504639458724, -0.6664298358559608, 0.4916407712188149, -0.3162032659351826, 2.0240989729317507, -0.9000693909078836, 5.186592873215385, -0.2851180336624384, 3.730623147982395, 0.4020473402738571, -0.1915483045924301, 0.4409356941282749, 0.5491653126992893, 1.0851112776249647, 0.4526270550642681, 0.3861837824620307, 0.5024725503716468, -0.0199658679962158, -0.8472845727323437, -0.2442789632081985, 0.5023689127699906, -0.5963635216653347, 0.4698589523995352, 0.2144233179092407, -0.6884146416192513, 0.0170949068665504, 0.4649557243190746, 0.3348251324892044, -0.0888402039176845, 0.0033135232329369, 0.248471990966034, -0.316922887712717, 0.3443539473423147, -0.1379311341047287, 0.6212970046762032, -0.1092375102639198, 1.381077550872574, -0.1557124771829695, -0.0706771088486552, -1.4552601580694318, 0.3342408700438952, 0.2888379907049239, -0.2254281312359429, 0.4443325050920248, 0.6386605941264916, 0.4327001278102398, 0.8117997284465027, 0.8563627903163433, 0.8411612379330301, 0.1654447284340859, -0.4253462025663948, 0.1651306790113449, -0.3920785974037682, 0.589912969134748, 0.1014880463548279, -0.0096874025370926]|49501.0273437500000000|      4.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       3|[0.5040871503401518, -0.3145491616055369, 0.807211045642631, -0.9077115177828818, 0.5084628292812127, 0.4550149156525731, 1.1269831074623922, -0.0791357723250985, 0.0847541782715212, 0.7743243067339063, 1.0061658142221042, -0.6760548730567097, 0.4812753465410853, -0.3273090780898928, 2.0122527733000597, -0.9126559780165553, 5.173265898629733, 3.7078762748092413, 3.7158153975114585, 0.3864992023259401, -0.2078368290860052, 0.4239067812263966, 0.5313960132517528, 1.066601589769125, 0.4333769806627703, 0.3661933196522296, 0.4817417010161876, -0.0414371057599783, -0.8694961970417643, -0.2672309759259224, 0.4786765135066087, -0.6207963093370199, 0.4446857781821918, 0.1885097552835941, -0.6494770021741848, -0.0102994307130575, 0.4368209983311634, 0.3059500199556351, -0.1184557048595571, -0.0270423642545938, 0.2357727184824467, -0.3487595501542091, 0.3117768983551645, -0.1712485733628273, 0.5872391788724465, -0.1440357226133346, 1.345538951977501, -0.1919914663489908, -0.1076964845603347, -1.4930199203267693, 0.2957407212408996, 0.2495974516309798, -0.2654090568555451, 0.4036111929267645, 0.5971988954155731, 0.390498038828373, 0.7688572529189778, 0.8126799282431603, 0.7967379893141889, 0.1202810895442963, -0.4712502280018425, 0.1184862670302391, -0.4394633959305321, 0.5417877803370357, 0.0526224710114575, -0.0592933644261211]|22955.6953125000000000|      8.00000000|[46, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[0.4963720415357471, -0.3261218243464827, 0.7917808280338215, -0.926999290259555, 0.485317503799321, 0.4280120353028178, 1.0961226722447732, -0.113853760547936, 0.046178633318175, 0.7318912087753415, 0.9598751632583209, -0.7262030807510018, 0.4272695858415747, -0.3851723917946219, 1.9505319028648218, -0.8551257983967662, 5.103829922184058, 3.6345827379077673, 3.638664307604766, 0.3054905594140291, -0.2927030250031347, 0.3351830323040486, 0.4388147113241863, 0.9701627273857594, 0.3330805652741862, 0.2620393512584269, 0.3737301796171665, -0.153306180164218, -0.9852228244512224, -0.3868151637911796, 0.6060683137909944, -0.7480956032127142, 0.3135289313012791, 0.0534953404963017, -0.7883489550655346, -0.153028951510787, 0.2902339245282154, 0.1555054080486298, -0.2727578846729422, -0.1852020970731973, 0.0737554326586247, -0.5146343889832496, 0.1420445065209055, -0.3448385182023048, 0.4097916810277504, -0.3253407883644104, 1.160376348122368, 7.714355331594124, -0.3005742093270659, -1.689755183197558, 0.0951478904637313, 0.045147067848593, -0.4737169936431503, 0.1914457031339407, 0.3811758526175308, 0.1706174430251122, 0.5451191041104985, 0.5850842115283013, 0.5652847344952726, -0.1150297331809997, -0.710418603732357, -0.1245396468043327, -0.6863468776714836, 0.2910467455908656, -0.2019761167399311, -0.3177495051827282]|12199.5126953125000000|     16.00000000|[61, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[0.4954384223196626, 15.67318199340254, 0.7899135896016526, -0.9164963651169091, 0.4825166461510676, 0.4247443682793528, 1.0923881953804353, -0.1180550470203161, 0.0415105372377526, 0.7267563030868769, 0.954273447961814, -0.7322716056555509, 0.4207342517946446, -0.3921745354495942, 1.943062949136146, -0.8630615617334843, 5.095427349239298, 3.6257133553549648, 3.629328115443921, 0.2956875576451421, -0.302972836380064, 0.331956366058439, 0.4276112807311725, 0.9584924871847034, 0.3209435154650879, 0.2494354918412864, 0.3606595115233063, -0.1668436578661203, -0.9992271117611671, -0.4012862607091665, 0.5911304063336427, -0.7635003202781081, 0.2976574046278429, 0.0371570032835007, -0.8051541009550552, -0.1703009060770273, 0.2724951594226103, 0.137299834266305, -0.2914302689946318, -0.2043412900716066, 0.0541494291208506, -0.5347072011977434, 0.1215048837670469, -0.3658449496328831, 0.3883184390578074, -0.3472808390110731, 1.1379694869363404, 7.691481661731377, -0.3239146897291779, -1.7135624722763896, 0.0708737908455348, 0.0204061595536769, -0.4989247124774313, 0.1657711756229401, 0.3550345164298105, 0.1440092962980271, 0.5180441487066937, 0.5575424455851317, 0.5372761598753834, -0.1435051183402538, -0.7393607975683307, -0.1539486530423164, -0.716222692586187, 0.2607041201367974, -0.2327855508707189, -0.3490257461275905]|11464.5078125000000000|     32.00000000|[76, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[0.4923261155012966, 15.668513533174991, 0.7836889759649205, 31.079627902461215, 0.4731797256959694, 0.4138512944150716, 1.079938968106971, -0.1320604277029633, 0.0259490031459223, 0.7096386165171862, 0.9355996070516177, -0.7525015990436077, 0.3989481040660823, -0.4155168375186622, 1.9181644945892176, -0.8895161706209183, 5.067416587874003, 3.5961464396491647, 3.5982050472602607, 0.263008335120976, -0.3372082095194454, 0.296164838578552, 0.3792984378852557, 0.9195886510238052, 0.2804835286889744, 0.2206939756684005, 0.3170872160661816, -0.2119721076637507, -1.045911715899303, -0.4495270154625177, 0.5413334972397859, -0.8148533837124705, 0.2447481868529749, -0.0173083688318729, -0.8611756236856442, -0.2278785831481218, 0.2133613280110102, 0.0766098485141993, -0.3536764053619528, -0.2681435845047235, -0.0112090159274816, -0.6016217968612909, 0.0530341374882841, -0.4358718539774418, 0.3167353840980334, -0.420420052036643, 1.0632741232955552, 7.615230140024796, -0.4017223620509743, -1.792926302663982, -0.0100461827066922, -0.0620699720643461, -0.5829569947106695, 0.080182735323906, 0.2678899255155611, 0.0553085473179817, 0.4277872491114331, 0.4657293879240751, 0.4439069515991115, -0.2384304772317409, -0.8358423070750332, -0.2519863131642341, -0.8158165107739006, 0.1595541513338685, -0.3354916777394438, -0.4532880236115306]|10627.0205078125000000|     64.00000000|[91, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       7|[2.7523046482924345, 32.474433180391785, 5.418025447522537, 20.235069186640903, 9.447742370654465, -0.9455400372575968, -8.118043819978967, 10.252097706757485, -17.956028459622633, -10.422949770018459, -8.02729673999428, -10.113226048201323, -15.589508622008136, -1.534002049844712, -24.978028056069963, 17.098816577792167, 16.974820533796855, -16.302930022142828, -7.40650515018847, -3.2445934028550982, 16.561290325636804, 7.446921197678893, -10.825373421855955, 11.506320561729371, -4.7647602113928125, 4.932994276266545, -24.551916079832257, -30.56725584484637, -26.179944919024305, 6.930875072702765, 12.24334269828959, -19.14139719169587, 15.122408938195749, 43.331259593814615, -11.347793665677832, 8.35884665183723, -6.50960009777024, 20.094825027957558, -4.463632193020644, 23.3521319129318, -1.5636223603107213, 17.872062514051795, -4.694827247857175, -12.9038636828959, 4.654331800571422, -20.619316460117698, -5.360812924281349, 11.444405135447159, -8.676064898977243, 13.994644650705158, 3.6375067843648408, -17.206709940936417, -0.0162083160264349, 19.84109658420086, -16.278380444967837, -26.995034012496472, -6.467816884494524, 29.1592356287688, 5.202143836669912, 4.011968635469675, -32.35996073053695, 21.758551788032054, -17.78231583938718, 23.09190812472254, -15.536661645390812, -2.9402913500275463]|3826.5671386718750000|    128.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       8|[2.674764533770454, 32.358123016059395, 5.262945218478577, 20.041218907786533, 9.215122041989686, -1.2169304455351084, -8.428204278066888, 9.903167228661477, -18.343729017331373, -11.258688250109554, -8.49253739732384, -10.617236785143614, -16.13228943856316, -2.1155528864078224, -25.598348972245805, 16.439725641608238, 16.27695957760484, -16.464310328029097, -8.18190626560595, -4.058764597885311, 15.708349110598505, 6.555209903027862, -11.755854736515074, 10.53706916745752, -5.772781685277395, 3.88620272276923, -25.637477712942303, -31.691587438359857, -27.343046592150525, 134.33324171088637, 11.002700865937905, -20.420808984450996, 13.80422706582789, 41.974307641834024, -12.743515578061865, 6.924354659840464, -7.982862169379737, 18.58279287673533, -6.014434423855605, 21.762559602484107, -3.191964750371146, 16.204950044378638, -6.400709677933774, -14.64851619258523, 2.8709092112693586, -22.441509129032493, -7.221775553599587, 9.54467242651619, -10.614567687520944, 12.017371901758015, 1.6214638365956757, -19.261522849109024, -2.109791423021064, 17.708743516802787, -18.44950371118793, -29.204927239120007, -8.716480071521502, 26.871802242919802, 2.875940490417471, 1.6469953288137908, -34.76370423601485, 19.316038322150707, -20.26359950409055, 20.57185449961573, -18.095485230901065, -5.537885134359822]|3636.8178710937500000|    256.00000000|[166, 11, 0, 11]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       9|[2.9618870813969496, 32.30583014383912, 5.193221381400959, 19.954064117027446, 9.11053629754913, 254.72224802126178, -8.567651952222123, 9.746288608275353, -18.518038598849547, -11.450428792759777, -8.701708886204951, -10.843839250057936, -16.37632284970837, -2.3770172735862434, -25.877244320556276, 16.143399332165718, 15.963202336832591, -16.795498529933393, -8.530525428642296, -4.424814722053707, 15.32486802529806, 6.154297886397689, -12.174197714277296, 10.101295198760926, -6.225986615106039, 3.415566861610859, -26.125544535232724, -32.19708519198001, -27.865975366507367, 133.79288197539748, 10.444910169316964, -20.996030642203987, 13.21157444694285, 41.36422412142158, -13.37103005960636, 6.27940921716392, -8.64523857318833, 17.902985511794686, -6.711672749928298, 21.047890315279364, -3.924064998707938, 15.455418834909796, -7.167671848534665, -15.432909264713526, 2.069085178009013, -23.260764123424888, -8.058461509124031, 8.690555509859696, -11.486115624914133, 12.85942859340459, 0.7150539769383881, -20.18536366989836, -3.051063145337806, 16.750040833353996, -19.42563735576877, -30.198491844832898, -9.727475578761798, 25.843375714942812, 1.830082941703787, 0.583706878572702, -35.844423706992636, 18.21788794964552, -21.379180897332432, 19.43884220484644, -19.245928546407047, -6.705759351393208]|2133.0639648437500000|    512.00000000|[226, 15, 0, 15]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      10|[2.9618870813969496, 32.30583014383912, 5.193221381400959, 19.954064117027446, 9.11053629754913, 254.72224802126178, -8.567651952222123, 9.746288608275353, -18.518038598849547, -11.450428792759777, -8.701708886204951, -10.843839250057936, -16.37632284970837, -2.3770172735862434, -25.877244320556276, 16.143399332165718, 15.963202336832591, -16.795498529933393, -8.530525428642296, -4.424814722053707, 15.32486802529806, 6.154297886397689, -12.174197714277296, 10.101295198760926, -6.225986615106039, 3.415566861610859, -26.125544535232724, -32.19708519198001, -27.865975366507367, 133.79288197539748, 10.444910169316964, -20.996030642203987, 13.21157444694285, 41.36422412142158, -13.37103005960636, 6.27940921716392, -8.64523857318833, 17.902985511794686, -6.711672749928298, 21.047890315279364, -3.924064998707938, 15.455418834909796, -7.167671848534665, -15.432909264713526, 2.069085178009013, -23.260764123424888, -8.058461509124031, 8.690555509859696, -11.486115624914133, 12.85942859340459, 0.7150539769383881, -20.18536366989836, -3.051063145337806, 16.750040833353996, -19.42563735576877, -30.198491844832898, -9.727475578761798, 25.843375714942812, 1.830082941703787, 0.583706878572702, -35.844423706992636, 18.21788794964552, -21.379180897332432, 19.43884220484644, -19.245928546407047, -6.705759351393208]|2133.0639648437500000|    256.00000000|[316, 21, 1, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[2.9618870813969496, 32.30583014383912, 5.193221381400959, 19.954064117027446, 9.11053629754913, 254.72224802126178, -8.567651952222123, 9.746288608275353, -18.518038598849547, -11.450428792759777, -8.701708886204951, -10.843839250057936, -16.37632284970837, -2.3770172735862434, -25.877244320556276, 16.143399332165718, 15.963202336832591, -16.795498529933393, -8.530525428642296, -4.424814722053707, 15.32486802529806, 6.154297886397689, -12.174197714277296, 10.101295198760926, -6.225986615106039, 3.415566861610859, -26.125544535232724, -32.19708519198001, -27.865975366507367, 133.79288197539748, 10.444910169316964, -20.996030642203987, 13.21157444694285, 41.36422412142158, -13.37103005960636, 6.27940921716392, -8.64523857318833, 17.902985511794686, -6.711672749928298, 21.047890315279364, -3.924064998707938, 15.455418834909796, -7.167671848534665, -15.432909264713526, 2.069085178009013, -23.260764123424888, -8.058461509124031, 8.690555509859696, -11.486115624914133, 12.85942859340459, 0.7150539769383881, -20.18536366989836, -3.051063145337806, 16.750040833353996, -19.42563735576877, -30.198491844832898, -9.727475578761798, 25.843375714942812, 1.830082941703787, 0.583706878572702, -35.844423706992636, 18.21788794964552, -21.379180897332432, 19.43884220484644, -19.245928546407047, -6.705759351393208]|2133.0639648437500000|    128.00000000|[407, 27, 1, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[2.861519051027668, 32.155278094559904, 4.992485320662396, 19.703144059730693, 8.809432198990704, 254.370959911244, -8.96912407369925, 9.294632475338876, -19.019878713443052, -12.002452918812633, -9.303917083321803, -11.496231399029494, -17.078899069743922, -3.129777505081147, -26.68018856351053, 15.290271077752113, 15.059890070959636, -17.7489948072657, -9.534205657829308, -5.478679081909359, 14.220819773192346, 5.000065503623336, -13.378614108511, 8.846694793067872, -7.530770913049154, 2.060598432999104, -27.53069697530383, -33.652421643510465, -29.371495829497174, 132.23717750094832, 8.839021683408456, -22.652103139571846, 11.50531793811564, 39.60778348192573, -15.17765459135227, 4.422600673958659, -10.552231127852941, 15.945808826461434, 120.2917452188217, 18.99034560702741, -6.031793718419242, 13.297506342157721, -9.37576835274609, -17.691189780384303, -0.2393795875396929, -25.619412900432945, -10.467294297591438, 6.231538709932938, -13.995316436300241, 9.515534350164234, -1.8945146189478423, -22.845116277243942, -5.761000002561317, 13.989919964671135, -22.235942235910983, -28.314024004638195, -12.63814848182271, 22.88251880042255, -1.1809579842758273, -2.477518058866263, -38.95583265589095, 15.056294989287853, -24.59095786914945, 16.176881221570074, -22.558073541142765, -10.068088357588277]|1913.2152099609375000|    256.00000000|[452, 30, 1, 31]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      13|[2.861519051027668, 32.155278094559904, 4.992485320662396, 19.703144059730693, 8.809432198990704, 254.370959911244, -8.96912407369925, 9.294632475338876, -19.019878713443052, -12.002452918812633, -9.303917083321803, -11.496231399029494, -17.078899069743922, -3.129777505081147, -26.68018856351053, 15.290271077752113, 15.059890070959636, -17.7489948072657, -9.534205657829308, -5.478679081909359, 14.220819773192346, 5.000065503623336, -13.378614108511, 8.846694793067872, -7.530770913049154, 2.060598432999104, -27.53069697530383, -33.652421643510465, -29.371495829497174, 132.23717750094832, 8.839021683408456, -22.652103139571846, 11.50531793811564, 39.60778348192573, -15.17765459135227, 4.422600673958659, -10.552231127852941, 15.945808826461434, 120.2917452188217, 18.99034560702741, -6.031793718419242, 13.297506342157721, -9.37576835274609, -17.691189780384303, -0.2393795875396929, -25.619412900432945, -10.467294297591438, 6.231538709932938, -13.995316436300241, 9.515534350164234, -1.8945146189478423, -22.845116277243942, -5.761000002561317, 13.989919964671135, -22.235942235910983, -28.314024004638195, -12.63814848182271, 22.88251880042255, -1.1809579842758273, -2.477518058866263, -38.95583265589095, 15.056294989287853, -24.59095786914945, 16.176881221570074, -22.558073541142765, -10.068088357588277]|1913.2152099609375000|    128.00000000|[542, 36, 1, 37]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[2.8465791766170385, 32.13286828294396, 4.962605571841137, 19.66579437370412, 136.7870933318032, 254.3186703508068, -9.028883571341767, 9.227403040491044, -19.0945780854962, -12.084622228071094, -9.393556329785579, -11.593340582698584, -17.183478190618327, -3.2418265631608665, -26.799707558795564, 15.163282145261764, 14.925431201263972, -17.890923614166677, -9.6836044019356, -5.635547763220966, 14.056481154675424, 4.8282569479010995, -13.557892601438551, 8.659946362935006, -7.724989280387335, 1.8589101135544475, -27.73985521705264, -33.86904982246459, -29.595593945656613, 132.00560944758357, 8.599983692838387, -22.89861106734723, 11.251340073134942, 39.346335664838556, -15.446572330743598, 4.146213012263178, -10.836088741654898, 15.654481290355324, 119.99294773060912, 18.684078196510672, -6.345531081042457, 12.976299057230353, -9.704445589779935, -18.0273369397223, -0.5829966989841662, -25.97049993418157, -10.825851283446541, 5.865511801773682, -14.368813296565973, 9.134567567594349, -2.2829513536242034, -23.241022934224457, -6.164376641450629, 13.579073403477668, -21.916275075399966, -28.73981044024229, -13.07140483973096, 22.441792490407824, -1.6291542165947055, -2.933184243291617, -39.49183326528884, 14.58568893045187, -25.069033850289586, 15.691335288323462, -23.05108939669353, -10.568574135443196]|1790.8822021484375000|    256.00000000|[587, 39, 1, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      15|[2.8465791766170385, 32.13286828294396, 4.962605571841137, 19.66579437370412, 136.7870933318032, 254.3186703508068, -9.028883571341767, 9.227403040491044, -19.0945780854962, -12.084622228071094, -9.393556329785579, -11.593340582698584, -17.183478190618327, -3.2418265631608665, -26.799707558795564, 15.163282145261764, 14.925431201263972, -17.890923614166677, -9.6836044019356, -5.635547763220966, 14.056481154675424, 4.8282569479010995, -13.557892601438551, 8.659946362935006, -7.724989280387335, 1.8589101135544475, -27.73985521705264, -33.86904982246459, -29.595593945656613, 132.00560944758357, 8.599983692838387, -22.89861106734723, 11.251340073134942, 39.346335664838556, -15.446572330743598, 4.146213012263178, -10.836088741654898, 15.654481290355324, 119.99294773060912, 18.684078196510672, -6.345531081042457, 12.976299057230353, -9.704445589779935, -18.0273369397223, -0.5829966989841662, -25.97049993418157, -10.825851283446541, 5.865511801773682, -14.368813296565973, 9.134567567594349, -2.2829513536242034, -23.241022934224457, -6.164376641450629, 13.579073403477668, -21.916275075399966, -28.73981044024229, -13.07140483973096, 22.441792490407824, -1.6291542165947055, -2.933184243291617, -39.49183326528884, 14.58568893045187, -25.069033850289586, 15.691335288323462, -23.05108939669353, -10.568574135443196]|1790.8822021484375000|    128.00000000|[678, 45, 3, 48]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 32 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[2.8465791766170385, 32.13286828294396, 4.962605571841137, 19.66579437370412, 136.7870933318032, 254.3186703508068, -9.028883571341767, 9.227403040491044, -19.0945780854962, -12.084622228071094, -9.393556329785579, -11.593340582698584, -17.183478190618327, -3.2418265631608665, -26.799707558795564, 15.163282145261764, 14.925431201263972, -17.890923614166677, -9.6836044019356, -5.635547763220966, 14.056481154675424, 4.8282569479010995, -13.557892601438551, 8.659946362935006, -7.724989280387335, 1.8589101135544475, -27.73985521705264, -33.86904982246459, -29.595593945656613, 132.00560944758357, 8.599983692838387, -22.89861106734723, 11.251340073134942, 39.346335664838556, -15.446572330743598, 4.146213012263178, -10.836088741654898, 15.654481290355324, 119.99294773060912, 18.684078196510672, -6.345531081042457, 12.976299057230353, -9.704445589779935, -18.0273369397223, -0.5829966989841662, -25.97049993418157, -10.825851283446541, 5.865511801773682, -14.368813296565973, 9.134567567594349, -2.2829513536242034, -23.241022934224457, -6.164376641450629, 13.579073403477668, -21.916275075399966, -28.73981044024229, -13.07140483973096, 22.441792490407824, -1.6291542165947055, -2.933184243291617, -39.49183326528884, 14.58568893045187, -25.069033850289586, 15.691335288323462, -23.05108939669353, -10.568574135443196]|1790.8822021484375000|     64.00000000|[769, 51, 3, 54]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
