k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4285364747047424, 5.820627450942993]                                         |  1.8561971187591553|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4459510445594788, 7.820551514625549]                                         |  0.4663158357143402|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      4.00000000|[13, 4, 0, 4]                                                              |  | used linear model with 5 points | actual_k=1
       5|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      2.00000000|[16, 5, 0, 5]                                                              |  | used linear model with 5 points | actual_k=1
       6|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      1.00000000|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[1.2667412757873535, 11.748360008001328]                                        |  0.1305215954780579|      2.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       8|[1.2667412757873535, 11.748360008001328]                                        |  0.1305215954780579|      1.00000000|[25, 8, 1, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.0915180146694183, 10.763831287622452]                                        |  0.0273465365171432|      2.00000000|[29, 9, 1, 10]                                                             | | GPS sucess | actual_k=1
      10|[1.0915180146694183, 10.763831287622452]                                        |  0.0273465365171432|      1.00000000|[32, 10, 2, 12]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.0915180146694183, 10.763831287622452]                                        |  0.0273465365171432|      0.50000000|[36, 11, 2, 13]                                                            |  | used linear model with 5 points | actual_k=1
      12|[1.0915180146694183, 10.763831287622452]                                        |  0.0273465365171432|      0.25000000|[39, 12, 2, 14]                                                            |  | used linear model with 5 points | actual_k=1
      13|[1.0915180146694183, 10.763831287622452]                                        |  0.0273465365171432|      0.12500000|[42, 13, 2, 15]                                                            |  | used linear model with 5 points | actual_k=1
      14|[1.1087971236556768, 10.640031315386295]                                        |  0.0208204556256533|      0.25000000|[45, 14, 2, 16]                                                            | | GPS sucess | actual_k=1
      15|[0.9560074713081121, 10.442154310643673]                                        |  0.0150657733902335|      0.50000000|[48, 15, 2, 17]                                                            | | GPS sucess | actual_k=1
      16|[0.9560074713081121, 10.442154310643673]                                        |  0.0150657733902335|      0.25000000|[51, 16, 2, 18]                                                            |  | used linear model with 5 points | actual_k=1
      17|[0.9560074713081121, 10.442154310643673]                                        |  0.0150657733902335|      0.12500000|[54, 17, 3, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
