k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3912829756736755, 0.0682178288698196, 0.2996724843978882, 0.2935609519481659, 0.0955885723233223, -0.0235816705971956, -0.1265642791986465, 0.2524147033691406, 0.1480633318424225, -0.3066618144512177, -0.1072577610611916, 0.0292037706822157, -0.1381836086511612, 0.0454657003283501, 0.0948490798473358, -0.0453602336347103, -0.0835671126842499, -0.3968796730041504, 0.0091368220746517, -0.2427143603563309, -0.3374275863170624, -0.2793505787849426]| 13.9368286132812500|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
       2|[0.5225462019443512, -0.1410799920558929, 0.3536254204809666, 1.3139749467372894, -0.1968440935015678, 0.4665773343294859, -0.5002179890871048, 0.8533642292022705, 0.1349322777241468, -0.2189369425177574, -0.0483132936060429, 0.0456619784235954, 0.1120468229055405, 0.2831051722168922, 0.4771027266979218, -0.0741445757448673, -0.2620748728513718, -0.5132617577910423, 0.444217886775732, -0.432116687297821, 0.0848754942417145, 0.132194310426712]| 12.6920919418334961|      4.00000000|[97, 32, 0, 2]                                                             | | GPS sucess | actual_k=16
       3|[0.955454558134079, -0.4883163273334503, 0.219469029456377, 2.4074985682964325, 0.8666329458355904, 0.6921109091490507, -0.6759835332632065, -1.3360528945922852, 1.3326767664402723, -1.427682064473629, -0.0988291278481483, 0.3512108847498894, 0.3612228631973267, 0.2577126584947109, 1.7412864863872528, -0.7038323618471622, -0.1916343867778778, 0.641080416738987, 0.7426690720021725, -0.7087923884391785, -0.0306877046823502, 0.9523575603961945]| 12.1428871154785156|      8.00000000|[145, 48, 0, 3]                                                            | | GPS sucess | actual_k=16
       4|[0.955454558134079, -0.4883163273334503, 0.219469029456377, 2.4074985682964325, 0.8666329458355904, 0.6921109091490507, -0.6759835332632065, -1.3360528945922852, 1.3326767664402723, -1.427682064473629, -0.0988291278481483, 0.3512108847498894, 0.3612228631973267, 0.2577126584947109, 1.7412864863872528, -0.7038323618471622, -0.1916343867778778, 0.641080416738987, 0.7426690720021725, -0.7087923884391785, -0.0306877046823502, 0.9523575603961945]| 12.1428871154785156|      4.00000000|[193, 64, 0, 4]                                                            |  | used linear model with 65 points | actual_k=16
       5|[-0.2483212053775787, -0.2028348445892334, -0.0015185736119747, 3.283775955438614, -0.4133540317416191, 0.4169002901762724, -1.606954738497734, -1.6717027127742767, 1.8508050423115492, -0.4983829483389854, -0.2862969413399696, 0.3064075410366058, -1.5722408294677734, 0.0510075353085995, 2.3027428686618805, -0.3415764309465885, 0.2267384231090546, 1.3395095840096474, 1.7207866571843624, -0.336985856294632, 1.2018993943929672, 1.8287778198719025]| 12.1423873901367188|      8.00000000|[241, 80, 0, 5]                                                            | | GPS sucess | actual_k=16
       6|[-1.3780938684940338, 1.4709172248840332, -1.3569296263158321, 4.30608144402504, -0.1978544071316719, 1.0620291959494352, -1.798898234963417, 2.1856566965579987, -2.559849502518773, -1.5579948648810387, 2.362221620976925, -0.7086664736270905, -1.5146759375929832, -0.0309895388782024, 2.8654172718524933, -1.6606993414461613, 1.5596704185009003, 1.8841626420617104, 1.3660896085202694, 0.2415810525417328, 2.616940125823021, 1.3080343306064606]| 12.1404123306274414|     16.00000000|[289, 96, 0, 6]                                                            | | GPS sucess | actual_k=16
       7|[-1.3780938684940338, 1.4709172248840332, -1.3569296263158321, 4.30608144402504, -0.1978544071316719, 1.0620291959494352, -1.798898234963417, 2.1856566965579987, -2.559849502518773, -1.5579948648810387, 2.362221620976925, -0.7086664736270905, -1.5146759375929832, -0.0309895388782024, 2.8654172718524933, -1.6606993414461613, 1.5596704185009003, 1.8841626420617104, 1.3660896085202694, 0.2415810525417328, 2.616940125823021, 1.3080343306064606]| 12.1404123306274414|      8.00000000|[337, 112, 0, 7]                                                           |  | used linear model with 65 points | actual_k=16
       8|[-1.3780938684940338, 1.4709172248840332, -1.3569296263158321, 4.30608144402504, -0.1978544071316719, 1.0620291959494352, -1.798898234963417, 2.1856566965579987, -2.559849502518773, -1.5579948648810387, 2.362221620976925, -0.7086664736270905, -1.5146759375929832, -0.0309895388782024, 2.8654172718524933, -1.6606993414461613, 1.5596704185009003, 1.8841626420617104, 1.3660896085202694, 0.2415810525417328, 2.616940125823021, 1.3080343306064606]| 12.1404123306274414|      4.00000000|[385, 128, 0, 8]                                                           |  | used linear model with 65 points | actual_k=16
       9|[-2.109694331884384, 2.2413942217826843, -0.3793857954442501, 4.817608863115311, -1.012337513267994, 1.6427093874663115, -1.4662175923585892, 1.693394035100937, -1.200110675767064, -0.9126367196440697, 3.00958301872015, -1.250475138425827, 0.0876062288880348, 0.2762389071285725, 2.4305826127529144, -0.9515668489038944, 1.2260947227478027, 3.5647325292229652, 2.448047425597906, 0.5167227983474731, 2.8143382519483566, 1.2856017462909222]| 12.1397132873535156|      8.00000000|[433, 144, 0, 9]                                                           | | GPS sucess | actual_k=16
      10|[-2.5899201035499573, 1.8384496867656708, 0.0494308210909367, 5.066202566027641, -3.4844334796071053, -0.72121368534863, -0.5662841349840164, 1.2744729220867157, -2.920644285157323, 1.5331879034638405, 0.4099834188818932, 1.8595094978809357, 1.2285715714097023, -0.7935974709689617, 4.0570008456707, -1.3821120001375675, -0.0695967674255371, 1.1492049470543861, 2.6621801666915417, -0.3884621858596802, 3.1125394254922867, 0.4679728858172894]| 12.1360540390014648|     16.00000000|[481, 160, 0, 10]                                                          | | GPS sucess | actual_k=16
      11|[-6.760477125644684, -1.1735067665576935, -1.088678028434515, 8.701885387301445, -5.75894720107317, -1.9429945815354586, 0.4751117676496506, 4.159553974866867, 0.8591365795582533, -2.1122915372252464, 0.2046981528401375, 7.599336177110672, 0.2016581669449806, 3.767853010445833, 6.307466953992844, 1.1946707032620907, -1.0611793398857117, 3.3902640119194984, 9.919227343052626, 0.639930009841919, 8.931962624192238, 2.2744687907397747]| 12.1242647171020508|     32.00000000|[529, 176, 0, 11]                                                          | | GPS sucess | actual_k=16
      12|[-6.760477125644684, -1.1735067665576935, -1.088678028434515, 8.701885387301445, -5.75894720107317, -1.9429945815354586, 0.4751117676496506, 4.159553974866867, 0.8591365795582533, -2.1122915372252464, 0.2046981528401375, 7.599336177110672, 0.2016581669449806, 3.767853010445833, 6.307466953992844, 1.1946707032620907, -1.0611793398857117, 3.3902640119194984, 9.919227343052626, 0.639930009841919, 8.931962624192238, 2.2744687907397747]| 12.1242647171020508|     16.00000000|[577, 192, 0, 12]                                                          |  | used linear model with 65 points | actual_k=16
      13|[-8.74488240480423, -4.358658105134964, -1.7341491840779781, 10.599064871668816, -8.96291358023882, -7.241101728752255, 1.61253921687603, 3.7047203481197357, 6.223412511870265, -0.5828115567564964, -7.01997034996748, 6.161406069993973, -2.510088048875332, -0.1516549699008465, 8.96885272860527, 0.0902667306363583, -5.347331702709198, 6.348198868334293, 11.759652834385633, -1.8358910083770752, 14.171832218766212, 1.926506768912077]| 12.1172227859497070|     32.00000000|[625, 208, 0, 13]                                                          | | GPS sucess | actual_k=16
      14|[-21.024814426898956, -7.511141091585159, -1.5840062014758587, 20.412261053919792, -15.84018237143755, -11.194713341072202, -1.9366570264101028, 11.70475086569786, -3.7059335727244616, -10.082326136529446, -12.598231725394726, 16.948280841112137, 0.5482319965958595, -5.955995332449675, 0.995796412229538, 2.7928853295743465, -3.856954038143158, 11.171232201159, 13.743265610188246, -1.1382983326911926, 4.013971462845802, 0.9781906716525555]| 12.0857076644897461|     64.00000000|[673, 224, 0, 14]                                                          | | GPS sucess | actual_k=16
      15|[-21.024814426898956, -7.511141091585159, -1.5840062014758587, 20.412261053919792, -15.84018237143755, -11.194713341072202, -1.9366570264101028, 11.70475086569786, -3.7059335727244616, -10.082326136529446, -12.598231725394726, 16.948280841112137, 0.5482319965958595, -5.955995332449675, 0.995796412229538, 2.7928853295743465, -3.856954038143158, 11.171232201159, 13.743265610188246, -1.1382983326911926, 4.013971462845802, 0.9781906716525555]| 12.0857076644897461|     32.00000000|[721, 240, 0, 15]                                                          |  | used linear model with 65 points | actual_k=16
      16|[-27.331229031085968, -7.120851039886475, 5.442121136933565, 24.147245690226555, -11.460318632423878, -1.3073947299271822, -13.039793089032173, 7.622565120458603, -5.765212060883641, -12.331931315362453, -17.877874307334423, 26.018177539110184, 3.450813449919224, 7.1273014433681965, 11.880953043699265, 3.389426317065954, -8.076802670955658, 2.9114360585808754, 11.23425529524684, -3.8643885254859924, 5.643878474831581, -7.245250452309847]| 12.0703992843627930|     64.00000000|[769, 256, 0, 16]                                                          | | GPS sucess | actual_k=16
      17|[-41.16768914461136, 3.6757121086120605, -11.42890204116702, 37.071087166666985, -33.62745577841997, 2.791367782279849, -14.233392551541328, 4.45204696059227, 8.910086629912257, -21.53498288244009, -2.6577491089701653, 23.438279420137405, -5.066347919404507, -3.1491849534213543, -4.545186787843704, 17.637664880603552, -9.03355997800827, -4.752028964459896, -16.131721038371325, 5.647005021572113, 26.392760768532753, 0.8138573281466961]| 12.0491113662719727|    128.00000000|[817, 272, 0, 17]                                                          | | GPS sucess | actual_k=16
