k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-5.0, -7.0]                                                                    |700.8468104237188072|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-5.571463525295258, -6.179372549057007]                                        |634.4119262695312500|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-3.5715394616127014, -6.196787295863032]                                       |620.3605957031250000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-1.809227168560028, -2.6059300284832716]                                       |261.6886291503906250|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-1.809227168560028, -2.6059300284832716]                                       |261.6886291503906250|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-1.809227168560028, -2.6059300284832716]                                       |261.6886291503906250|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-1.1655144691467285, -0.7123530488461256]                                      |165.3860931396484375|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[-1.1655144691467285, -0.7123530488461256]                                      |165.3860931396484375|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.1029359958262168, 0.8339436296441047]                                        | 98.7670481055047702|      4.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.1029359958262168, 0.8339436296441047]                                        | 98.7670481055047702|      2.00000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.1029359958262168, 0.8339436296441047]                                        | 98.7670481055047702|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0075374145570372, -0.1599354503240236]                                      | 28.2720039976422797|      2.00000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      12|[-0.0075374145570372, -0.1599354503240236]                                      | 28.2720039976422797|      1.00000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
