k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-3.825131893157959, -0.1073899449780583]                                       | 39.8876457214355469|      0.50000000|[12, 3, 2, 5]                                                              | | GPS sucess | actual_k=1
       4|[-3.825131893157959, -0.1073899449780583]                                       | 39.8876457214355469|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-3.825131893157959, -0.1073899449780583]                                       | 39.8876457214355469|      0.12500000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-3.735177330672741, -0.1323255648836494]                                       | 35.7609214782714844|      0.25000000|[23, 6, 4, 10]                                                             | | GPS sucess | actual_k=1
       7|[-3.735177330672741, -0.1323255648836494]                                       | 35.7609214782714844|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-3.735177330672741, -0.1323255648836494]                                       | 35.7609214782714844|      0.06250000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-3.7539274897426367, -0.1283378181047738]                                      | 33.0951118469238281|      0.12500000|[34, 9, 6, 15]                                                             | | GPS sucess | actual_k=1
      10|[-3.7087226044386625, -0.127186015737243]                                       | 30.3131370544433594|      0.25000000|[37, 10, 6, 16]                                                            | | GPS sucess | actual_k=1
      11|[-3.7087226044386625, -0.127186015737243]                                       | 30.3131370544433594|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-3.7087226044386625, -0.127186015737243]                                       | 30.3131370544433594|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
