k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, -0.4714635252952576]                                       |  0.1370245814323425|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1793725490570068, -0.4714635252952576]                                       |  0.1370245814323425|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.1793725490570068, -0.4714635252952576]                                       |  0.1370245814323425|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.2959559559822083, -0.316341781616211]                                       |  0.0355286598205566|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.2959559559822083, -0.316341781616211]                                       |  0.0355286598205566|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.1350277811288834, 0.1570524632930755]                                       |  0.0019230031175539|      1.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[-0.1350277811288834, 0.1570524632930755]                                       |  0.0019230031175539|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.1350277811288834, 0.1570524632930755]                                       |  0.0019230031175539|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.1111043840646744, 0.1132466480135917]                                        |  0.0006339400424622|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.1111043840646744, 0.1132466480135917]                                        |  0.0006339400424622|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0894573032855988, -0.036001504957676]                                       |  0.0001764204644132|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-0.0894573032855988, -0.036001504957676]                                       |  0.0001764204644132|      0.25000000|[55, 0, 6, 18]                                                             |  | used linear model with 5 points | actual_k=0
      13|[-0.0894573032855988, -0.036001504957676]                                       |  0.0001764204644132|      0.12500000|[59, 0, 6, 19]                                                             |  | used linear model with 5 points | actual_k=0
      14|[0.0343426614999771, -0.0187223959714174]                                       |  0.0000037148549836|      0.25000000|[63, 0, 6, 20]                                                             | | GPS sucess | actual_k=0
