k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8206274509429932, 1.5714635252952576]                                        |999996391424.0000000000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[3.8205515146255493, 1.554048778489232]                                         |999992328192.0000000000000000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[7.411408543586731, -0.2082635145634413]                                        |999985184768.0000000000000000|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[15.016664624214172, -2.6902114134281874]                                       |999969980416.0000000000000000|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[27.154085278511047, -13.11532604508102]                                        |999945797632.0000000000000000|     32.00000000|[21, 0, 0, 5]                                                              | | GPS sucess | actual_k=0
       6|[57.45131504535675, -23.414729235693812]                                        |999886946304.0000000000000000|     64.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[117.70872700214386, -44.97960769943893]                                        |999792640000.0000000000000000|    128.00000000|[29, 0, 0, 7]                                                              | | GPS sucess | actual_k=0
       8|[242.68664753437042, -17.329606173560023]                                       |999532396544.0000000000000000|    256.00000000|[33, 0, 0, 8]                                                              | | GPS sucess | actual_k=0
       9|[242.68664753437042, -17.329606173560023]                                       |999532396544.0000000000000000|    128.00000000|[37, 0, 1, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[366.8651753664017, 13.713768841698766]                                         |999291682816.0000000000000000|    256.00000000|[42, 0, 1, 11]                                                             | | GPS sucess | actual_k=0
      11|[366.8651753664017, 13.713768841698766]                                         |999291682816.0000000000000000|    128.00000000|[46, 0, 2, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[366.8651753664017, 13.713768841698766]                                         |999291682816.0000000000000000|     64.00000000|[51, 0, 3, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[430.1872044801712, 23.00465572066605]                                          |999237681152.0000000000000000|    128.00000000|[56, 0, 3, 16]                                                             | | GPS sucess | actual_k=0
      14|[430.1872044801712, 23.00465572066605]                                          |999237681152.0000000000000000|     64.00000000|[60, 0, 4, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[480.84371769428253, -16.109502909705043]                                       |999098548224.0000000000000000|    128.00000000|[65, 0, 4, 19]                                                             | | GPS sucess | actual_k=0
      16|[480.84371769428253, -16.109502909705043]                                       |999098548224.0000000000000000|     64.00000000|[69, 0, 5, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
