k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 2.0]                                                                      |  5.9900000000000002|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[1.995646357536316, 1.500018984079361]                                          |  0.2323226183652878|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[1.995646357536316, 1.500018984079361]                                          |  0.2323226183652878|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.995646357536316, 1.500018984079361]                                          |  0.2323226183652878|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.995646357536316, 1.500018984079361]                                          |  0.2323226183652878|      0.12500000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.995646357536316, 1.500018984079361]                                          |  0.2323226183652878|      0.06250000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.9745869114995003, 1.441173855215311]                                         |  0.2183248102664948|      0.12500000|[27, 7, 5, 12]                                                             | | GPS sucess | actual_k=1
       8|[1.8525381609797478, 1.414171900600195]                                         |  0.1746800094842911|      0.25000000|[30, 8, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[1.8525381609797478, 1.414171900600195]                                         |  0.1746800094842911|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[1.8525381609797478, 1.414171900600195]                                         |  0.1746800094842911|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.8525381609797478, 1.414171900600195]                                         |  0.1746800094842911|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[1.8322353959083557, 1.3904156349599361]                                        |  0.1712145954370499|      0.06250000|[45, 12, 8, 20]                                                            | | GPS sucess | actual_k=1
