k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.990595817565918, 1.1937227845191956]                                         |999994032128.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[4.990472078323364, 1.2159505486488342]                                         |999990034432.0000000000000000|      4.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[6.861958265304565, -2.3192352652549744]                                        |999986298880.0000000000000000|      8.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[22.53164267539978, -5.553581655025482]                                         |999954972672.0000000000000000|     16.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[38.214967489242554, -8.721122682094574]                                        |999923712000.0000000000000000|     32.00000000|[31, 10, 0, 10]                                                            | | GPS sucess | actual_k=1
       6|[65.83500647544861, 7.4384995102882385]                                         |999868596224.0000000000000000|     64.00000000|[37, 12, 0, 12]                                                            | | GPS sucess | actual_k=1
       7|[122.8418653011322, 36.52831655740738]                                          |999774420992.0000000000000000|    128.00000000|[43, 14, 0, 14]                                                            | | GPS sucess | actual_k=1
       8|[243.3404233455658, -6.646877229213715]                                         |999516012544.0000000000000000|    256.00000000|[49, 16, 0, 16]                                                            | | GPS sucess | actual_k=1
       9|[499.04470801353455, -18.948200166225433]                                       |999091601408.0000000000000000|    512.00000000|[55, 18, 0, 18]                                                            | | GPS sucess | actual_k=1
      10|[499.04470801353455, -18.948200166225433]                                       |999091601408.0000000000000000|    256.00000000|[61, 20, 1, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
