k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2117.3170600156249748|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, 4.726860284805298]                                         |1395.8325195312500000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.4989514946937561, 2.78069806098938]                                          | 18.1370182037353516|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.4989514946937561, 2.78069806098938]                                          | 18.1370182037353516|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.4989514946937561, 2.78069806098938]                                          | 18.1370182037353516|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.6106170415878296, 1.7869521379470825]                                        |  1.9477595090866089|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.6106170415878296, 1.7869521379470825]                                        |  1.9477595090866089|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.3613455295562744, 2.022087901830673]                                        |  1.7401969432830811|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-0.3613455295562744, 2.022087901830673]                                        |  1.7401969432830811|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.3613455295562744, 2.022087901830673]                                        |  1.7401969432830811|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0976689159870148, 1.1336590945720673]                                        |  0.2319809198379517|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.0976689159870148, 1.1336590945720673]                                        |  0.2319809198379517|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.0976689159870148, 1.1336590945720673]                                        |  0.2319809198379517|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.1363314837217331, 1.2216580212116241]                                       |  0.0736126974225044|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
