k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0380256175994873, -0.2731397151947021]                                       | 76.5429077148437500|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.9398970603942871, 0.0232083201408386]                                       | 47.3754463195800781|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.9398970603942871, 0.0232083201408386]                                       | 47.3754463195800781|      2.00000000|[11, 3, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.059640884399414, 0.0661980509757996]                                         | 47.3157768249511719|      4.00000000|[15, 4, 1, 6]                                                              | | GPS sucess | actual_k=1
       5|[1.059640884399414, 0.0661980509757996]                                         | 47.3157768249511719|      2.00000000|[19, 5, 2, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.059640884399414, 0.0661980509757996]                                         | 47.3157768249511719|      1.00000000|[24, 6, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9027919471263885, 1.0538206696510315]                                        |  1.3960041999816895|      2.00000000|[28, 7, 3, 13]                                                             | | GPS sucess | actual_k=1
       8|[0.9027919471263885, 1.0538206696510315]                                        |  1.3960041999816895|      1.00000000|[32, 8, 4, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9027919471263885, 1.0538206696510315]                                        |  1.3960041999816895|      0.50000000|[37, 9, 5, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.9027919471263885, 1.0538206696510315]                                        |  1.3960041999816895|      0.25000000|[41, 11, 6, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
