k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      |  1.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      |  1.0000000000000000|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.4587838649749756, 0.198789656162262]                                         |  0.1444396078586578|      1.00000000|[10, 0, 1, 3]                                                              | | GPS sucess | actual_k=0
       3|[0.4587838649749756, 0.198789656162262]                                         |  0.1444396078586578|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.6024733334779739, 0.677698165178299]                                         |  0.0006788859609514|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.6024733334779739, 0.677698165178299]                                         |  0.0006788859609514|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.6024733334779739, 0.677698165178299]                                         |  0.0006788859609514|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.6024733334779739, 0.677698165178299]                                         |  0.0006788859609514|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.6908979937434196, 0.7660501971840858]                                        |  0.0000000811131713|      0.25000000|[38, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[0.6908979937434196, 0.7660501971840858]                                        |  0.0000000811131713|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.6908979937434196, 0.7660501971840858]                                        |  0.0000000811131713|      0.06250000|[47, 0, 6, 16]                                                             |  | used linear model with 5 points | actual_k=0
      11|[0.6908979937434196, 0.7660501971840858]                                        |  0.0000000811131713|      0.03125000|[51, 0, 6, 17]                                                             |  | used linear model with 5 points | actual_k=0
      12|[0.7102416828274727, 0.7905937135219574]                                        |  0.0000000508038838|      0.06250000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[0.7102416828274727, 0.7905937135219574]                                        |  0.0000000508038838|      0.03125000|[59, 0, 6, 19]                                                             |  | used linear model with 5 points | actual_k=0
      14|[0.7102416828274727, 0.7905937135219574]                                        |  0.0000000508038838|      0.01562500|[63, 0, 6, 20]                                                             |  | used linear model with 5 points | actual_k=0
