k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 14.5560907917588516|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 14.5560907917588516|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[-0.1868495643138885, -0.0394070520997047]                                      | 13.0845727920532227|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[-0.1868495643138885, -0.0394070520997047]                                      | 13.0845727920532227|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.1868495643138885, -0.0394070520997047]                                      | 13.0845727920532227|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.1365805678069592, 0.0146237015724182]                                       |  9.8996639251708984|      0.50000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[-0.1330295868683606, -0.2324540168046951]                                      |  9.6095619201660156|      1.00000000|[22, 6, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[-0.1330295868683606, -0.2324540168046951]                                      |  9.6095619201660156|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.1330295868683606, -0.2324540168046951]                                      |  9.6095619201660156|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.1330295868683606, -0.2324540168046951]                                      |  9.6095619201660156|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0826716229785234, -0.1528623849153519]                                      |  6.9203672409057617|      0.25000000|[37, 10, 6, 16]                                                            | | GPS sucess | actual_k=1
      11|[-0.0826716229785234, -0.1528623849153519]                                      |  6.9203672409057617|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0826716229785234, -0.1528623849153519]                                      |  6.9203672409057617|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
