k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      | 14.2031250000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0939284414052963, 0.1576184034347534]                                        |  4.0920491218566895|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.0939284414052963, 0.1576184034347534]                                        |  4.0920491218566895|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.4979555159807205, -0.7415072917938232]                                       |  3.9785389900207520|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[2.1405047923326492, -0.0716024041175842]                                       |  0.8785586357116699|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[2.1405047923326492, -0.0716024041175842]                                       |  0.8785586357116699|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[2.1405047923326492, -0.0716024041175842]                                       |  0.8785586357116699|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.9156772941350937, 0.2514667809009552]                                        |  0.7590901255607605|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[1.9156772941350937, 0.2514667809009552]                                        |  0.7590901255607605|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.9156772941350937, 0.2514667809009552]                                        |  0.7590901255607605|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.9156772941350937, 0.2514667809009552]                                        |  0.7590901255607605|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.144897609949112, 0.3120705112814903]                                         |  0.3965290188789368|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[2.144897609949112, 0.3120705112814903]                                         |  0.3965290188789368|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[2.211735613644123, 0.1192077174782753]                                         |  0.3795308768749237|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
