k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.5731638371944427, -0.0780495792627335]                                       | 42.5826911926269531|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.655076194997535, -0.6445650661221018]                                        |  1.1885061700337409|      4.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.655076194997535, -0.6445650661221018]                                        |  1.1885061700337409|      2.00000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.655076194997535, -0.6445650661221018]                                        |  1.1885061700337409|      1.00000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.301983188394799, -0.4875573569765559]                                       |  1.0957012176513672|      2.00000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[-0.301983188394799, -0.4875573569765559]                                       |  1.0957012176513672|      1.00000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.301983188394799, -0.4875573569765559]                                       |  1.0957012176513672|      0.50000000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.1966198466854212, -0.4502074786796621]                                       |  0.8721620889246209|      1.00000000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.1966198466854212, -0.4502074786796621]                                       |  0.8721620889246209|      0.50000000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.1463993385570165, -0.4835199856534055]                                       |  0.8391665816307068|      1.00000000|[38, 10, 7, 17]                                                            | | GPS sucess | actual_k=1
      11|[0.1463993385570165, -0.4835199856534055]                                       |  0.8391665816307068|      0.50000000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.182339128865492, -0.7148771875872664]                                        |  0.7745200991630554|      1.00000000|[45, 12, 8, 20]                                                            | | GPS sucess | actual_k=1
