k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2959.9411880000002384|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4775874614715576, 4.550073206424713]                                         |1868.4234619140625000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.7263587415218353, 3.437120020389557]                                         |613.9276123046875000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[3.2554751336574554, 0.4362137913703918]                                        | 59.6293067932128906|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[3.2554751336574554, 0.4362137913703918]                                        | 59.6293067932128906|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[3.2554751336574554, 0.4362137913703918]                                        | 59.6293067932128906|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.2422395646572113, -0.2932717204093933]                                       | 21.1811485290527344|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[2.2422395646572113, -0.2932717204093933]                                       | 21.1811485290527344|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.2422395646572113, -0.2932717204093933]                                       | 21.1811485290527344|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[2.368825450539589, -1.106108546257019]                                         | 20.8614978790283203|      2.00000000|[32, 9, 4, 13]                                                             | | GPS sucess | actual_k=1
      10|[1.5277677327394485, 0.5405374765396118]                                        | 19.4498062133789062|      4.00000000|[35, 10, 4, 14]                                                            | | GPS sucess | actual_k=1
      11|[1.5277677327394485, 0.5405374765396118]                                        | 19.4498062133789062|      2.00000000|[38, 11, 5, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[1.5277677327394485, 0.5405374765396118]                                        | 19.4498062133789062|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[1.5277677327394485, 0.5405374765396118]                                        | 19.4498062133789062|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
