k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0512020327150822, -0.3284987807273865, 0.1747747957706451, 0.4842114746570587, 0.3365215063095093, 0.2501654624938965, 0.1724041551351547, 0.245895192027092, -0.0109115429222584, 0.1118864566087723, 0.0263772290199995, -0.1730238348245621, 0.059964794665575, 0.1842759251594543, -0.1574073135852814, -0.1547022312879562, -0.2951728701591492, 0.0426227189600468, -0.3072008490562439, -0.0202190857380629, 0.2125610560178757, -0.0013137486530468]| 14.1178884506225586|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
       2|[0.1682796142995358, -0.4623631536960602, 0.1868829987943172, 1.3797917664051056, 1.0140140652656555, 0.4627996534109116, 0.2714160978794098, -0.1062326580286026, -0.6056313700973988, -0.4455059021711349, 0.2797719221562147, 0.1079211384057999, 1.077222365885973, 0.0838449150323868, 0.1042546331882477, 0.0039840936660767, -0.3098138421773911, 0.1891674287617207, -0.2275154888629913, 0.419559808447957, 0.3332685306668282, -0.5895962145878002]| 12.9186525344848633|      4.00000000|[113, 16, 0, 2]                                                            | | GPS sucess | actual_k=8
       3|[-0.3719589449465275, 0.3849835693836212, 1.1875821612775326, 3.1518105566501617, 0.9447785019874573, 0.7692122608423233, -1.1623731553554535, 0.9770840257406235, -1.167983252555132, 0.0322736352682114, 1.1866906266659498, 0.2586697638034821, 0.1065031476318836, -0.048499271273613, -1.12254199385643, 0.2462511360645294, -0.7380814999341965, 0.7949746735394001, -1.2184797823429108, 0.2501889932900667, 1.4627289846539497, -1.4674470451427624]| 12.1415634155273438|      8.00000000|[169, 24, 0, 3]                                                            | | GPS sucess | actual_k=8
       4|[-2.5023414827883244, -1.6267442405223846, 0.4647676609456539, 5.14777472615242, 3.7691484093666077, 2.9991042762994766, -1.9567098319530487, 2.1815568059682846, -1.8890845365822315, -2.0591565519571304, -2.850665273144841, 3.718006044626236, 0.5640985853970051, -0.160895973443985, -0.2861505448818207, 1.1241932809352875, -1.1744950264692307, 1.396349597722292, -0.5862899720668793, 0.2875718008726835, 1.6692780628800392, -1.302007841761224]| 12.1337461471557617|     16.00000000|[225, 32, 0, 4]                                                            | | GPS sucess | actual_k=8
       5|[-2.5023414827883244, -1.6267442405223846, 0.4647676609456539, 5.14777472615242, 3.7691484093666077, 2.9991042762994766, -1.9567098319530487, 2.1815568059682846, -1.8890845365822315, -2.0591565519571304, -2.850665273144841, 3.718006044626236, 0.5640985853970051, -0.160895973443985, -0.2861505448818207, 1.1241932809352875, -1.1744950264692307, 1.396349597722292, -0.5862899720668793, 0.2875718008726835, 1.6692780628800392, -1.302007841761224]| 12.1337461471557617|      8.00000000|[281, 40, 0, 5]                                                            |  | used linear model with 65 points | actual_k=8
       6|[-2.5023414827883244, -1.6267442405223846, 0.4647676609456539, 5.14777472615242, 3.7691484093666077, 2.9991042762994766, -1.9567098319530487, 2.1815568059682846, -1.8890845365822315, -2.0591565519571304, -2.850665273144841, 3.718006044626236, 0.5640985853970051, -0.160895973443985, -0.2861505448818207, 1.1241932809352875, -1.1744950264692307, 1.396349597722292, -0.5862899720668793, 0.2875718008726835, 1.6692780628800392, -1.302007841761224]| 12.1337461471557617|      4.00000000|[337, 48, 0, 6]                                                            |  | used linear model with 65 points | actual_k=8
       7|[-2.2559449411928654, -3.117830842733383, 0.4102505631744862, 5.0752647295594215, 2.473769962787628, 2.773156464099884, -1.866211362183094, 2.6926415413618088, -2.350616592913866, -0.1236351877450943, -4.128367247059941, 4.006826221942902, 0.7026202715933323, 0.1382648646831512, -0.2487553618848324, 0.4002285301685333, -1.1611939808353782, 2.6952815540134907, 0.0424254834651947, 1.2650248538702726, 3.046505846083164, -0.6200941082788631]| 12.1333084106445312|      8.00000000|[393, 56, 0, 7]                                                            | | GPS sucess | actual_k=8
       8|[-3.394547674804926, -4.427495211362839, 1.053006011992693, 5.896844424307346, -0.716873824596405, 2.406422406435013, -3.1973336413502693, 0.7980275601148605, -4.018761295825243, 4.198142156004906, -1.4296699184924364, 5.268163859844208, -0.2018071971833706, -0.2907457053661346, -0.5809275470674038, -0.150166243314743, -1.4384699603542686, 0.5439060218632221, 0.005077563226223, -1.2679033745080233, 4.024925209581852, 0.0081156614469364]| 12.1299734115600586|     16.00000000|[449, 64, 0, 8]                                                            | | GPS sucess | actual_k=8
       9|[-8.12409183755517, -1.7104041278362274, 4.097011644393206, 8.833596028387547, -3.2932390570640564, 1.6388802230358124, -5.340284891426563, 1.9030740708112717, -7.7614029832184315, 3.847516432404518, -1.7865552920848131, 4.506651759147644, 0.9280888475477695, 1.0715750753879547, -3.1539086662232876, -9.259529799222946, -0.0479044457897544, -6.223413657397032, -2.135446585714817, -5.440229462459683, 4.255316145718098, -4.2314354059053585]| 12.1223554611206055|     32.00000000|[505, 72, 0, 9]                                                            | | GPS sucess | actual_k=8
      10|[-8.12409183755517, -1.7104041278362274, 4.097011644393206, 8.833596028387547, -3.2932390570640564, 1.6388802230358124, -5.340284891426563, 1.9030740708112717, -7.7614029832184315, 3.847516432404518, -1.7865552920848131, 4.506651759147644, 0.9280888475477695, 1.0715750753879547, -3.1539086662232876, -9.259529799222946, -0.0479044457897544, -6.223413657397032, -2.135446585714817, -5.440229462459683, 4.255316145718098, -4.2314354059053585]| 12.1223554611206055|     16.00000000|[561, 80, 0, 10]                                                           |  | used linear model with 65 points | actual_k=8
      11|[-13.35479662194848, -0.5541206300258636, 5.818694073706865, 12.66546729952097, -2.136920988559723, 1.6149231493473053, -5.390925288200378, 8.596021935343742, -10.868729252368212, 2.814092770218849, 4.134356973692775, -0.7368036508560181, -1.690823134034872, 0.5890022814273834, -1.6751276813447475, -12.85174486041069, 5.653760478831828, -7.26234395429492, -2.4234571531414986, -6.139087067916989, 1.3961702659726143, 0.8408635976957157]| 12.1077566146850586|     32.00000000|[617, 88, 0, 11]                                                           | | GPS sucess | actual_k=8
      12|[-13.35479662194848, -0.5541206300258636, 5.818694073706865, 12.66546729952097, -2.136920988559723, 1.6149231493473053, -5.390925288200378, 8.596021935343742, -10.868729252368212, 2.814092770218849, 4.134356973692775, -0.7368036508560181, -1.690823134034872, 0.5890022814273834, -1.6751276813447475, -12.85174486041069, 5.653760478831828, -7.26234395429492, -2.4234571531414986, -6.139087067916989, 1.3961702659726143, 0.8408635976957157]| 12.1077566146850586|     16.00000000|[673, 96, 0, 12]                                                           |  | used linear model with 65 points | actual_k=8
      13|[-13.225479621440172, -5.40564689040184, 10.605483490973711, 11.973252154886723, -2.4099266827106476, -5.194410175085068, -4.417673885822296, 14.576421067118645, -7.314903158694506, 5.865071430802345, 3.2755164485424757, -0.5326832085847855, -4.082353409379721, 4.876600414514542, -3.8862411342561245, -14.158451050519943, 10.2723618010059, -2.237856935709715, -2.6361253932118416, -1.4650472272187471, -0.5960693284869194, 0.6291131052421406]| 12.1053905487060547|     32.00000000|[729, 104, 0, 13]                                                          | | GPS sucess | actual_k=8
      14|[-13.225479621440172, -5.40564689040184, 10.605483490973711, 11.973252154886723, -2.4099266827106476, -5.194410175085068, -4.417673885822296, 14.576421067118645, -7.314903158694506, 5.865071430802345, 3.2755164485424757, -0.5326832085847855, -4.082353409379721, 4.876600414514542, -3.8862411342561245, -14.158451050519943, 10.2723618010059, -2.237856935709715, -2.6361253932118416, -1.4650472272187471, -0.5960693284869194, 0.6291131052421406]| 12.1053905487060547|     16.00000000|[785, 112, 0, 14]                                                          |  | used linear model with 65 points | actual_k=8
      15|[-13.225479621440172, -5.40564689040184, 10.605483490973711, 11.973252154886723, -2.4099266827106476, -5.194410175085068, -4.417673885822296, 14.576421067118645, -7.314903158694506, 5.865071430802345, 3.2755164485424757, -0.5326832085847855, -4.082353409379721, 4.876600414514542, -3.8862411342561245, -14.158451050519943, 10.2723618010059, -2.237856935709715, -2.6361253932118416, -1.4650472272187471, -0.5960693284869194, 0.6291131052421406]| 12.1053905487060547|      8.00000000|[841, 120, 0, 15]                                                          |  | used linear model with 65 points | actual_k=8
      16|[-15.571388740092516, -5.713331818580627, 11.420742351561785, 13.918240167200565, -4.633909970521927, -5.3123525232076645, -4.182540595531464, 17.295934960246086, -7.508724454790354, 5.783006131649017, 4.087653098627925, -4.0628321915864944, -5.101625259965658, 5.311645209789276, -0.1774021945893764, -12.739818543195724, 8.857716725207865, -0.4370063059031963, -4.365515418350697, -3.0885815490037203, -1.3082870170474052, 0.5728633302496746]| 12.1048412322998047|     16.00000000|[897, 128, 0, 16]                                                          | | GPS sucess | actual_k=8
      17|[-20.27223588898778, -4.395730376243591, 10.248567659407854, 17.62186536937952, -7.428324729204178, 1.1367699056863785, -8.008483350276947, 14.71081380546093, -5.061497453600168, 0.0240816473960876, 2.4246171098202467, -3.059374287724495, -3.7847741208970547, 0.5833622813224792, -0.9664880596101284, -15.58736464381218, 7.233394549228251, 1.7000517137348652, -2.2518653348088264, 0.9353079926222563, 1.5564891174435616, 6.449446429614909]| 12.0889339447021484|     32.00000000|[953, 136, 0, 17]                                                          | | GPS sucess | actual_k=8
      18|[-28.52202321961522, -4.577646270394325, 13.695384342223406, 23.420105554163456, -3.5539534389972687, -16.250772818922997, -12.103679597377777, 16.829652354121208, -17.94149375334382, -1.603342592716217, 6.733823595568538, -6.79593987762928, -2.733299907296896, 0.1618511974811554, -2.6559968553483486, -15.673282779753208, -2.576781346462667, 10.061817575246096, -7.222784943878651, -9.700869070366025, -6.254660479724407, 7.706489910488017]| 12.0677356719970703|     64.00000000|[1009, 144, 0, 18]                                                         | | GPS sucess | actual_k=8
      19|[-28.52202321961522, -4.577646270394325, 13.695384342223406, 23.420105554163456, -3.5539534389972687, -16.250772818922997, -12.103679597377777, 16.829652354121208, -17.94149375334382, -1.603342592716217, 6.733823595568538, -6.79593987762928, -2.733299907296896, 0.1618511974811554, -2.6559968553483486, -15.673282779753208, -2.576781346462667, 10.061817575246096, -7.222784943878651, -9.700869070366025, -6.254660479724407, 7.706489910488017]| 12.0677356719970703|     32.00000000|[1065, 152, 0, 19]                                                         |  | used linear model with 65 points | actual_k=8
      20|[-28.52202321961522, -4.577646270394325, 13.695384342223406, 23.420105554163456, -3.5539534389972687, -16.250772818922997, -12.103679597377777, 16.829652354121208, -17.94149375334382, -1.603342592716217, 6.733823595568538, -6.79593987762928, -2.733299907296896, 0.1618511974811554, -2.6559968553483486, -15.673282779753208, -2.576781346462667, 10.061817575246096, -7.222784943878651, -9.700869070366025, -6.254660479724407, 7.706489910488017]| 12.0677356719970703|     16.00000000|[1121, 160, 0, 20]                                                         |  | used linear model with 65 points | actual_k=8
      21|[-28.52202321961522, -4.577646270394325, 13.695384342223406, 23.420105554163456, -3.5539534389972687, -16.250772818922997, -12.103679597377777, 16.829652354121208, -17.94149375334382, -1.603342592716217, 6.733823595568538, -6.79593987762928, -2.733299907296896, 0.1618511974811554, -2.6559968553483486, -15.673282779753208, -2.576781346462667, 10.061817575246096, -7.222784943878651, -9.700869070366025, -6.254660479724407, 7.706489910488017]| 12.0677356719970703|      8.00000000|[1177, 168, 0, 21]                                                         |  | used linear model with 65 points | actual_k=8
      22|[-29.49443932250142, -4.61924160271883, 12.848229486495256, 24.34429869800806, -3.198844999074936, -15.40486042201519, -10.612215340137482, 18.9540386646986, -14.411266330629587, 2.311103045940399, 5.567249832674861, -5.221815422177315, -0.8562660776078701, -1.2407067716121674, -4.067266043275595, -18.48300353437662, -4.767857386730611, 10.515837598592043, -6.481942780315876, -8.94875024445355, -5.38395606726408, 7.852531288866885]| 12.0654506683349609|     16.00000000|[1233, 176, 0, 22]                                                         | | GPS sucess | actual_k=8
      23|[-29.49443932250142, -4.61924160271883, 12.848229486495256, 24.34429869800806, -3.198844999074936, -15.40486042201519, -10.612215340137482, 18.9540386646986, -14.411266330629587, 2.311103045940399, 5.567249832674861, -5.221815422177315, -0.8562660776078701, -1.2407067716121674, -4.067266043275595, -18.48300353437662, -4.767857386730611, 10.515837598592043, -6.481942780315876, -8.94875024445355, -5.38395606726408, 7.852531288866885]| 12.0654506683349609|      8.00000000|[1289, 184, 0, 23]                                                         |  | used linear model with 65 points | actual_k=8
      24|[-29.49443932250142, -4.61924160271883, 12.848229486495256, 24.34429869800806, -3.198844999074936, -15.40486042201519, -10.612215340137482, 18.9540386646986, -14.411266330629587, 2.311103045940399, 5.567249832674861, -5.221815422177315, -0.8562660776078701, -1.2407067716121674, -4.067266043275595, -18.48300353437662, -4.767857386730611, 10.515837598592043, -6.481942780315876, -8.94875024445355, -5.38395606726408, 7.852531288866885]| 12.0654506683349609|      4.00000000|[1345, 192, 0, 24]                                                         |  | used linear model with 65 points | actual_k=8
      25|[-30.165863055735826, -5.405965991318226, 12.428995478898287, 25.074866093695164, -1.405297964811325, -13.919295594096184, -9.978816986083984, 20.382429525256157, -15.018992248922586, 1.8354383707046509, 6.3271692376583815, -5.719802603125572, -0.1217476688325405, -1.245898317079991, -3.4390760622918606, -18.585217282176018, -5.3210993548855186, 9.55717383697629, -7.534047730267048, -9.647320138290524, -6.461394660174847, 7.75779168040026]| 12.0649271011352539|      8.00000000|[1401, 200, 0, 25]                                                         | | GPS sucess | actual_k=8
