k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1159169524908066, -0.1880708783864975, -0.2382090985774994, 0.8740733861923218, -0.2362662255764008, -0.1882171928882599, -0.1238998994231224, -0.0593002587556839, -0.0073590190149844, 0.0163300205022097, 0.0151395425200462, -0.0068678087554872, -0.0369792878627777, -0.0595408231019974, -0.0614902451634407, -0.0384309366345406, -0.0056644096039236, 0.0332339443266392, 0.0303912274539471, -0.0219681411981583, -0.0834110006690025, 0.0078400066122413]| 13.8329296112060547|      2.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       2|[1.7240661531686783, -0.6171133667230606, -0.6374370157718658, 1.0896133929491043, -0.4446559697389603, -0.2702922224998474, -0.089367613196373, 0.0610932931303978, 0.1539303450845182, 0.1693991292268038, 0.1180812940001488, 0.0214651473797858, -0.0838020183146, -0.1575809866189957, -0.3226361647248268, -0.1103538125753403, -0.0117666074074805, 0.0896973572671413, 0.1048620156943798, 0.001674473285675, -0.1407195664942265, 0.0156811866909266]| 12.3631372451782227|      4.00000000|[61, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[1.7481001056730747, 0.2059872001409531, -0.1036112606525421, 1.796558991074562, 0.2724717706441879, 0.2760171294212341, 0.140424981713295, -0.0971754565834999, -0.3745012492872775, -0.6329718958586454, -0.8175562396645546, -0.9094629040919244, -0.921435508877039, -0.8935565501451492, -1.030177690088749, -0.9088176935911179, -0.9986482211388648, -1.0829535759985447, -1.1096931286156178, -1.0468116402626038, 0.367944922298193, -1.833053668960929]| 12.1453323364257812|      8.00000000|[91, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[1.7481001056730747, 0.2059872001409531, -0.1036112606525421, 1.796558991074562, 0.2724717706441879, 0.2760171294212341, 0.140424981713295, -0.0971754565834999, -0.3745012492872775, -0.6329718958586454, -0.8175562396645546, -0.9094629040919244, -0.921435508877039, -0.8935565501451492, -1.030177690088749, -0.9088176935911179, -0.9986482211388648, -1.0829535759985447, -1.1096931286156178, -1.0468116402626038, 0.367944922298193, -1.833053668960929]| 12.1453323364257812|      4.00000000|[123, 8, 0, 9]                                                             |  | used linear model with 33 points | actual_k=1
       5|[1.7481001056730747, 0.2059872001409531, -0.1036112606525421, 1.796558991074562, 0.2724717706441879, 0.2760171294212341, 0.140424981713295, -0.0971754565834999, -0.3745012492872775, -0.6329718958586454, -0.8175562396645546, -0.9094629040919244, -0.921435508877039, -0.8935565501451492, -1.030177690088749, -0.9088176935911179, -0.9986482211388648, -1.0829535759985447, -1.1096931286156178, -1.0468116402626038, 0.367944922298193, -1.833053668960929]| 12.1453323364257812|      2.00000000|[155, 10, 0, 12]                                                           |  | used linear model with 33 points | actual_k=1
       6|[1.2351326383650303, 0.2121720537543297, 0.2496167719364166, 2.1228295117616653, 0.5800884813070297, 0.5805752575397491, 0.4540442675352097, 0.2256700024008751, -0.0585437924601138, -0.3556176256388426, -0.6206759586930275, -0.836107914801687, -1.0053442381322384, -1.1495529562234879, -1.4477494731545448, -1.450371727347374, -1.6023366996087134, -1.6673981584608555, -1.5742620415985584, -1.256177619099617, 0.6325649879872799, -0.6846558656543493]| 12.1441068649291992|      4.00000000|[185, 12, 0, 14]                                                           | | GPS sucess | actual_k=1
       7|[-0.7302406392991543, 0.2558436468243599, -1.5949827134609222, 4.018408849835396, 0.6768836230039597, 0.6473809331655502, -1.0683394223451614, 4.54005541652441, -1.3755180747248232, 0.6741415429860353, -0.300947792828083, 2.519351298455149, -4.003061857074499, -0.0837183147668839, -2.8702094331383705, -1.751123383641243, -1.4772291579283774, -3.1706386245787144, -0.5053211636841297, -0.3356883674860001, 1.709131445735693, -1.2991431560367346]| 12.1398143768310547|      8.00000000|[215, 14, 0, 16]                                                           | | GPS sucess | actual_k=1
       8|[-0.7302406392991543, 0.2558436468243599, -1.5949827134609222, 4.018408849835396, 0.6768836230039597, 0.6473809331655502, -1.0683394223451614, 4.54005541652441, -1.3755180747248232, 0.6741415429860353, -0.300947792828083, 2.519351298455149, -4.003061857074499, -0.0837183147668839, -2.8702094331383705, -1.751123383641243, -1.4772291579283774, -3.1706386245787144, -0.5053211636841297, -0.3356883674860001, 1.709131445735693, -1.2991431560367346]| 12.1398143768310547|      4.00000000|[247, 16, 0, 19]                                                           |  | used linear model with 33 points | actual_k=1
       9|[-0.7725496888160706, 0.2138891667127609, -1.6170068066567183, 4.028392795473337, 0.7174568101763725, 0.7024458572268486, -1.0251916609704494, 4.5436618940439075, -1.4287755214609206, 0.567450912669301, -0.4316093102097511, 2.4163815998472273, -4.020138818770647, 0.0221190005540848, -2.661588855087757, -1.5516370981931686, -1.5064731989987195, -3.7255688942968845, 0.9739125780761242, 2.749232992529869, 3.623860564082861, -0.883515378460288]| 12.1395225524902344|      8.00000000|[277, 18, 0, 21]                                                           | | GPS sucess | actual_k=1
      10|[-0.7725496888160706, 0.2138891667127609, -1.6170068066567183, 4.028392795473337, 0.7174568101763725, 0.7024458572268486, -1.0251916609704494, 4.5436618940439075, -1.4287755214609206, 0.567450912669301, -0.4316093102097511, 2.4163815998472273, -4.020138818770647, 0.0221190005540848, -2.661588855087757, -1.5516370981931686, -1.5064731989987195, -3.7255688942968845, 0.9739125780761242, 2.749232992529869, 3.623860564082861, -0.883515378460288]| 12.1395225524902344|      4.00000000|[309, 20, 0, 24]                                                           |  | used linear model with 33 points | actual_k=1
      11|[-0.7858426040038466, 0.171934686601162, -1.6390308998525143, 4.0383767411112785, 0.7580299973487854, 0.757510781288147, -0.9820438995957375, 4.547268371563405, -1.482032968197018, 0.4607602823525667, -0.5622708275914192, 2.3058550753630698, -4.037215780466795, 0.1279563158750534, -2.4529682770371437, -1.3521508127450943, -1.5357172400690615, -4.280499164015055, -0.3644566722214222, 5.834154352545738, 1.6081504486501217, -0.4678876008838415]| 12.1394996643066406|      8.00000000|[339, 22, 0, 26]                                                           | | GPS sucess | actual_k=1
      12|[-0.7858426040038466, 0.171934686601162, -1.6390308998525143, 4.0383767411112785, 0.7580299973487854, 0.757510781288147, -0.9820438995957375, 4.547268371563405, -1.482032968197018, 0.4607602823525667, -0.5622708275914192, 2.3058550753630698, -4.037215780466795, 0.1279563158750534, -2.4529682770371437, -1.3521508127450943, -1.5357172400690615, -4.280499164015055, -0.3644566722214222, 5.834154352545738, 1.6081504486501217, -0.4678876008838415]| 12.1394996643066406|      4.00000000|[371, 24, 0, 29]                                                           |  | used linear model with 33 points | actual_k=1
      13|[-0.7858426040038466, 0.171934686601162, -1.6390308998525143, 4.0383767411112785, 0.7580299973487854, 0.757510781288147, -0.9820438995957375, 4.547268371563405, -1.482032968197018, 0.4607602823525667, -0.5622708275914192, 2.3058550753630698, -4.037215780466795, 0.1279563158750534, -2.4529682770371437, -1.3521508127450943, -1.5357172400690615, -4.280499164015055, -0.3644566722214222, 5.834154352545738, 1.6081504486501217, -0.4678876008838415]| 12.1394996643066406|      2.00000000|[403, 26, 0, 32]                                                           |  | used linear model with 33 points | actual_k=1
