k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.712389, -1.0]                                                                |  5.5516525218302499|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.12500000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.06250000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.03125000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.01562500|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[4.6976777177839875, -0.9947351370938122]                                       |  5.5436348915100098|      0.03125000|[28, 7, 6, 13]                                                             | | GPS sucess | actual_k=1
       8|[4.667165530154049, -1.0014856257475913]                                        |  5.4518985748291016|      0.06250000|[31, 8, 6, 14]                                                             | | GPS sucess | actual_k=1
       9|[4.60563248885566, -0.9905341719277203]                                         |  5.3171963691711426|      0.12500000|[34, 9, 6, 15]                                                             | | GPS sucess | actual_k=1
      10|[4.60563248885566, -0.9905341719277203]                                         |  5.3171963691711426|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[4.60563248885566, -0.9905341719277203]                                         |  5.3171963691711426|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[4.60563248885566, -0.9905341719277203]                                         |  5.3171963691711426|      0.01562500|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
