k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |370890.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4737385213375092, 4.2324138879776]                                           |98689.3671875000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.3553238213062286, 3.465630829334259]                                        |16195.7548828125000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-1.415588527917862, 0.589339554309845]                                         |116.9751205444335938|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-1.415588527917862, 0.589339554309845]                                         |116.9751205444335938|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-1.551769033074379, 1.7327401041984558]                                        | 64.5677642822265625|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[-1.551769033074379, 1.7327401041984558]                                        | 64.5677642822265625|      4.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-1.551769033074379, 1.7327401041984558]                                        | 64.5677642822265625|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-1.551769033074379, 1.7327401041984558]                                        | 64.5677642822265625|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.7636172920465469, 1.8979158699512482]                                       | 27.8157196044921875|      2.00000000|[32, 9, 4, 13]                                                             | | GPS sucess | actual_k=1
      10|[-0.7636172920465469, 1.8979158699512482]                                       | 27.8157196044921875|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.3944356590509415, 2.106068477034569]                                        | 14.3672018051147461|      2.00000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[-0.3944356590509415, 2.106068477034569]                                        | 14.3672018051147461|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.5720370262861252, 2.0073233246803284]                                        |  1.2520412206649780|      2.00000000|[46, 13, 6, 19]                                                            | | GPS sucess | actual_k=1
      14|[0.5720370262861252, 2.0073233246803284]                                        |  1.2520412206649780|      1.00000000|[49, 14, 7, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
