k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-506.0, -506.2]                                                                |25614.3346824171749176|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-505.88788866996765, -505.7605179965496]                                       |25586.2167968750000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-504.7065100669861, -506.33471314311026]                                       |25555.2109375000000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-501.8862077539895, -503.49818447882603]                                       |25270.1004839525121497|      8.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[-496.25583597545335, -497.8149711592801]                                       |24704.6483408991407487|     16.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[-499.19824048404405, -489.35785407859163]                                      |24433.5000000000000000|     32.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[-469.13005658511827, -499.61256332236604]                                      |23485.5781250000000000|     64.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[-442.8813211572618, -458.51196594077425]                                       |20318.8593750000000000|    128.00000000|[24, 7, 2, 9]                                                              | | GPS sucess | actual_k=1
       8|[-483.0375101221056, -338.7517959578641]                                        |17404.0156250000000000|    256.00000000|[27, 8, 2, 10]                                                             | | GPS sucess | actual_k=1
       9|[-294.3976938379259, -439.9303848250516]                                        |14010.6669921875000000|    512.00000000|[30, 9, 2, 11]                                                             | | GPS sucess | actual_k=1
      10|[3.1588247167616146, -171.1547500594266]                                        |1465.2984619140625000|   1024.00000000|[33, 10, 2, 12]                                                            | | GPS sucess | actual_k=1
      11|[3.1588247167616146, -171.1547500594266]                                        |1465.2984619140625000|    512.00000000|[36, 11, 2, 13]                                                            |  | used linear model with 5 points | actual_k=1
      12|[-50.6930467737169, -128.4113952620633]                                         |953.5508422851562500|   1024.00000000|[39, 12, 2, 14]                                                            | | GPS sucess | actual_k=1
      13|[-50.6930467737169, -128.4113952620633]                                         |953.5508422851562500|    512.00000000|[42, 13, 2, 15]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-50.6930467737169, -128.4113952620633]                                         |953.5508422851562500|    256.00000000|[45, 14, 2, 16]                                                            |  | used linear model with 5 points | actual_k=1
      15|[22.010665689662005, 22.64248352211638]                                         | 49.8861465454101562|    512.00000000|[48, 15, 2, 17]                                                            | | GPS sucess | actual_k=1
      16|[22.010665689662005, 22.64248352211638]                                         | 49.8861465454101562|    256.00000000|[51, 16, 2, 18]                                                            |  | used linear model with 5 points | actual_k=1
      17|[22.010665689662005, 22.64248352211638]                                         | 49.8861465454101562|    128.00000000|[54, 17, 2, 19]                                                            |  | used linear model with 5 points | actual_k=1
      18|[22.010665689662005, 22.64248352211638]                                         | 49.8861465454101562|     64.00000000|[57, 18, 2, 20]                                                            |  | used linear model with 5 points | actual_k=1
