k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1938320100307465, 0.1323301047086716, 0.2720030546188354, 0.2867512404918671, 0.1227905973792076, -0.0210283547639847, -0.2635256350040436, 0.1646683514118195, 0.416738361120224, 0.0676566436886787, 0.1967102885246277, -0.3589613735675812, 0.1574729830026627, 0.0031929661054164, 0.2212347090244293, -0.1706963330507278, 0.0231361910700798, 0.1418272256851196, 0.2664939761161804, -0.1756993383169174, -0.2632419168949127, -0.1900067776441574]| 14.1760091781616211|      2.00000000|[57, 8, 0, 1]                                                              | | GPS sucess | actual_k=8
       2|[1.134635180234909, 0.6775520294904709, 0.7927286624908447, 1.6927221715450287, -0.1135200187563896, -1.1330637484788895, 0.7445243299007416, 0.6649282872676849, 0.7158905565738678, -0.4086832627654076, -0.0678814351558685, 0.2356716692447662, 0.8604445606470108, 0.9896290351171046, 0.1270959079265594, 1.5446124523878098, -1.1367854550480843, 1.7053842544555664, 0.068637952208519, -0.1613164767622948, 0.5179973542690277, 0.4523676782846451]| 12.1892566680908203|      4.00000000|[113, 16, 0, 2]                                                            | | GPS sucess | actual_k=8
       3|[1.2561519294977188, 0.6880356483161449, -0.1076374650001526, 2.1179662942886353, -0.3810267373919487, -1.1378108356148005, 0.5754402130842209, 1.3048333823680878, 1.0800452530384064, -0.1156462356448174, 0.0404720976948738, 0.3533570691943169, 0.3198989778757095, 1.2366438854951411, 0.0127036571502686, 1.5164521392434835, -0.4318505004048347, 0.8251560926437378, -0.429965153336525, -0.7511862739920616, 0.4598724022507668, 0.418269045650959]| 12.1447963714599609|      8.00000000|[169, 24, 0, 3]                                                            | | GPS sucess | actual_k=8
       4|[1.249102586414665, 0.5292587392032146, 0.0156620740890503, 2.176261533051729, -0.2608870044350624, 1.7794116642326117, 2.190916821360588, 1.5008592456579208, 5.7117853462696075, 0.1338564231991768, -1.1155970618128777, 1.8530414029955864, 1.227187231183052, -1.5915459643583745, 2.808312177658081, 3.242264335975051, -1.3129846528172493, 0.6477224379777908, 0.6414738744497299, 1.2503725066781044, 1.7559670582413673, 1.070092685520649]| 12.1446142196655273|     16.00000000|[225, 32, 0, 4]                                                            | | GPS sucess | actual_k=8
       5|[1.249102586414665, 0.5292587392032146, 0.0156620740890503, 2.176261533051729, -0.2608870044350624, 1.7794116642326117, 2.190916821360588, 1.5008592456579208, 5.7117853462696075, 0.1338564231991768, -1.1155970618128777, 1.8530414029955864, 1.227187231183052, -1.5915459643583745, 2.808312177658081, 3.242264335975051, -1.3129846528172493, 0.6477224379777908, 0.6414738744497299, 1.2503725066781044, 1.7559670582413673, 1.070092685520649]| 12.1446142196655273|      8.00000000|[287, 42, 0, 6]                                                            |  | used linear model with 65 points | actual_k=8
       6|[1.2340594329871237, 0.1903424970805645, 0.2786532044410706, 2.1109502352774143, -0.0045777335762978, 2.0438543166965246, 2.3934648483991623, 1.8923200517892838, 5.720108014531434, 0.5987112894654274, 0.0519287064671516, 2.159376673400402, 5.238500192761421, -1.7684470813255757, 3.550757050514221, 6.473498648032546, -2.75751943141222, 2.0417930632829666, 3.712906703352928, -3.3218206390738487, 1.2608605399727821, 0.7862678542733192]| 12.1441822052001953|     16.00000000|[343, 50, 0, 7]                                                            | | GPS sucess | actual_k=8
       7|[1.2340594329871237, 0.1903424970805645, 0.2786532044410706, 2.1109502352774143, -0.0045777335762978, 2.0438543166965246, 2.3934648483991623, 1.8923200517892838, 5.720108014531434, 0.5987112894654274, 0.0519287064671516, 2.159376673400402, 5.238500192761421, -1.7684470813255757, 3.550757050514221, 6.473498648032546, -2.75751943141222, 2.0417930632829666, 3.712906703352928, -3.3218206390738487, 1.2608605399727821, 0.7862678542733192]| 12.1441822052001953|      8.00000000|[404, 61, 0, 9]                                                            |  | used linear model with 65 points | actual_k=8
       8|[1.2340594329871237, 0.1903424970805645, 0.2786532044410706, 2.1109502352774143, -0.0045777335762978, 2.0438543166965246, 2.3934648483991623, 1.8923200517892838, 5.720108014531434, 0.5987112894654274, 0.0519287064671516, 2.159376673400402, 5.238500192761421, -1.7684470813255757, 3.550757050514221, 6.473498648032546, -2.75751943141222, 2.0417930632829666, 3.712906703352928, -3.3218206390738487, 1.2608605399727821, 0.7862678542733192]| 12.1441822052001953|      4.00000000|[466, 71, 0, 11]                                                           |  | used linear model with 65 points | actual_k=8
       9|[1.1807736814953387, -0.9639671333134174, 0.9382966756820679, 2.108426457736641, 0.7176581844687462, 2.2259409930557013, 3.2311466187238693, 2.934898152947426, 6.367306989617646, 1.6533925905823708, 0.7936401441693306, 2.285120151937008, 4.9818065315485, -0.9077945749741048, 3.267923593521118, 6.357852084562182, -3.2382454350590706, 3.5315906554460526, 1.8778743594884872, -4.162223957479, -0.2121272310614586, 0.3445941582322121]| 12.1432485580444336|      8.00000000|[522, 79, 0, 12]                                                           | | GPS sucess | actual_k=8
      10|[1.1807736814953387, -0.9639671333134174, 0.9382966756820679, 2.108426457736641, 0.7176581844687462, 2.2259409930557013, 3.2311466187238693, 2.934898152947426, 6.367306989617646, 1.6533925905823708, 0.7936401441693306, 2.285120151937008, 4.9818065315485, -0.9077945749741048, 3.267923593521118, 6.357852084562182, -3.2382454350590706, 3.5315906554460526, 1.8778743594884872, -4.162223957479, -0.2121272310614586, 0.3445941582322121]| 12.1432485580444336|      4.00000000|[585, 88, 0, 14]                                                           |  | used linear model with 65 points | actual_k=8
      11|[1.1274879300035536, -1.1860326118767262, 1.5979401469230652, 2.105902680195868, 1.4398941025137901, 2.05503155849874, 4.068828389048576, 3.977476254105568, 7.014505964703858, 2.708073891699314, 1.5353515818715096, 3.4248258098959923, 4.725112870335579, -0.0471420686226338, 2.985090136528015, 6.226247949525714, -3.718971438705921, 5.0213882476091385, 0.0428420156240463, -5.0026272758841515, -1.6851150020956993, -0.0970795378088951]| 12.1427679061889648|      8.00000000|[641, 96, 0, 15]                                                           | | GPS sucess | actual_k=8
