k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0380256175994873, -0.1731397151947021]                                       | 16.4414234161376953|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.0601029396057129, 0.1232083201408386]                                        |  0.9891906976699829|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.0601029396057129, 0.1232083201408386]                                        |  0.9891906976699829|      2.00000000|[11, 3, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0601029396057129, 0.1232083201408386]                                        |  0.9891906976699829|      1.00000000|[15, 5, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0601029396057129, 0.1232083201408386]                                        |  0.9891906976699829|      0.50000000|[20, 6, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.2560278177261353, 0.510585880279541]                                        |  0.8635436296463013|      1.00000000|[24, 7, 3, 12]                                                             | | GPS sucess | actual_k=1
       7|[-0.2560278177261353, 0.510585880279541]                                        |  0.8635436296463013|      0.50000000|[28, 8, 4, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.2560278177261353, 0.510585880279541]                                        |  0.8635436296463013|      0.25000000|[33, 9, 5, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.0498461127281189, 0.6519686937332153]                                       |  0.7903982996940613|      0.50000000|[37, 10, 5, 19]                                                            | | GPS sucess | actual_k=1
      10|[-0.0498461127281189, 0.6519686937332153]                                       |  0.7903982996940613|      0.25000000|[40, 12, 6, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
