k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5980029702186584, 2.209616482257843]                                         |142.0529327392578125|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.5980029702186584, 2.209616482257843]                                         |142.0529327392578125|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.8035895079374313, 1.3913027048110962]                                        | 18.7332363128662109|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[0.5151639431715012, 1.095763385295868]                                         |  0.2897537350654602|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.5151639431715012, 1.095763385295868]                                         |  0.2897537350654602|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.9955770522356033, 1.132199216634035]                                        |  0.2448990792036057|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[-0.9955770522356033, 1.132199216634035]                                        |  0.2448990792036057|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.9955770522356033, 1.132199216634035]                                        |  0.2448990792036057|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.9055201634764671, 1.2301722131669521]                                       |  0.1111905500292778|      2.00000000|[41, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[-0.9055201634764671, 1.2301722131669521]                                       |  0.1111905500292778|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.9055201634764671, 1.2301722131669521]                                       |  0.1111905500292778|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.9055201634764671, 1.2301722131669521]                                       |  0.1111905500292778|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.9055201634764671, 1.2301722131669521]                                       |  0.1111905500292778|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
