k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2117.3170600156249748|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.86385078728199, 4.80030520260334]                                            |1609.1030273437500000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.4245174378156662, 3.5373918563127518]                                       |237.1364593505859375|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.1249675005674362, 1.2686512023210526]                                       |  0.1874682754278183|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[-0.1249675005674362, 1.2686512023210526]                                       |  0.1874682754278183|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.1249675005674362, 1.2686512023210526]                                       |  0.1874682754278183|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.1249675005674362, 1.2686512023210526]                                       |  0.1874682754278183|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.1249675005674362, 1.2686512023210526]                                       |  0.1874682754278183|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.0658161789178848, 1.0741489380598068]                                        |  0.0297844205051661|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.0658161789178848, 1.0741489380598068]                                        |  0.0297844205051661|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.1198702566325665, 1.036527793854475]                                         |  0.0076349843293428|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.1198702566325665, 1.036527793854475]                                         |  0.0076349843293428|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.1198702566325665, 1.036527793854475]                                         |  0.0076349843293428|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.1198702566325665, 1.036527793854475]                                         |  0.0076349843293428|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
