k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.573411226272583, 4.551777720451355]                                          |3508.2033691406250000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.4041057229042053, 4.3098573088645935]                                        |1577.4245605468750000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.4041057229042053, 4.3098573088645935]                                        |1577.4245605468750000|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[2.404750250338111, 5.188065409660339]                                          | 74.9133987426757812|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[2.404750250338111, 5.188065409660339]                                          | 74.9133987426757812|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.404750250338111, 5.188065409660339]                                          | 74.9133987426757812|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[2.404750250338111, 5.188065409660339]                                          | 74.9133987426757812|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.393403309455607, 5.225898209959269]                                          | 59.9897117614746094|      1.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[2.1236008285195567, 4.340711120516062]                                         |  4.9268765449523926|      2.00000000|[32, 9, 4, 13]                                                             | | GPS sucess | actual_k=1
      10|[2.1236008285195567, 4.340711120516062]                                         |  4.9268765449523926|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.9582171170623042, 3.8456276394426823]                                        |  1.4264068603515625|      2.00000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[1.9582171170623042, 3.8456276394426823]                                        |  1.4264068603515625|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[1.9582171170623042, 3.8456276394426823]                                        |  1.4264068603515625|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
