k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      | 14.2031250000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.172598123550415, 0.4033291935920715]                                         |  4.5876393318176270|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.172598123550415, 0.4033291935920715]                                         |  4.5876393318176270|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[2.020829200744629, 0.3518315516412258]                                         |  0.7450242042541504|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[2.020829200744629, 0.3518315516412258]                                         |  0.7450242042541504|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[2.020829200744629, 0.3518315516412258]                                         |  0.7450242042541504|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.3998797237873077, 0.5064340941607952]                                        |  0.6045454144477844|      1.00000000|[22, 6, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[2.3998797237873077, 0.5064340941607952]                                        |  0.6045454144477844|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.3142242208123207, 0.2420239262282848]                                        |  0.1877185404300690|      1.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[2.3142242208123207, 0.2420239262282848]                                        |  0.1877185404300690|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.3142242208123207, 0.2420239262282848]                                        |  0.1877185404300690|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[2.4914054051041603, 0.3754977099597454]                                        |  0.0856877714395523|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[2.4914054051041603, 0.3754977099597454]                                        |  0.0856877714395523|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[2.4914054051041603, 0.3754977099597454]                                        |  0.0856877714395523|      0.12500000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
