k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, -0.1731397151947021]                                       |  0.0026155076920986|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.0380256175994873, -0.1731397151947021]                                       |  0.0026155076920986|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.0380256175994873, -0.1731397151947021]                                       |  0.0026155076920986|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0380256175994873, -0.1731397151947021]                                       |  0.0026155076920986|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.1171224415302277, 0.0228936433792114]                                       |  0.0005509678740054|      0.50000000|[24, 0, 3, 8]                                                              | | GPS sucess | actual_k=0
       6|[-0.1171224415302277, 0.0228936433792114]                                       |  0.0005509678740054|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.1171224415302277, 0.0228936433792114]                                       |  0.0005509678740054|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0680180713534355, -0.0920574903488159]                                      |  0.0002012533805100|      0.25000000|[38, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[-0.0680180713534355, -0.0920574903488159]                                      |  0.0002012533805100|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0339631661772728, -0.0197745352983475]                                       |  0.0000035482739804|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[0.0339631661772728, -0.0197745352983475]                                       |  0.0000035482739804|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.0339631661772728, -0.0197745352983475]                                       |  0.0000035482739804|      0.06250000|[56, 0, 7, 19]                                                             |  | used linear model with 5 points | actual_k=0
      13|[-0.0245369337499142, 0.0022251963615418]                                       |  0.0000010815442693|      0.12500000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
