k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1714900356611755, 0.3585297358036041, -0.0239791915488979, -0.1449813205003739, 0.2421825651935257, -0.1810734379291535, 0.5940611898213028, -0.1847142088413239, 0.0251943960675644, -0.1588247376680374, 2.534563360734065, -0.1106108087301254, 0.7054029650118058, -0.0495511102676392, 2.231277029372222, 0.0143013065494597, 14.377219655902683, 0.0716812317073345, 12.237220780081374, 0.1151265692710877, 0.3866334256847496, 0.1396486726403236, 0.3674808257793731, 0.1430705827474594, 1.2820568695377923, 0.1260560718178749, 0.2682707290681732, 0.0918621835112572, 0.1653301104087044, 0.0458559845387936, 3.757905457447164, -0.0051560993492603, 0.7832864472808475, -0.0537312361598015, 0.0640146672297653, -0.0926647815108299, 0.2602268245216309, -0.1158709037303925, 0.782993435878305, -0.1191997039318085, 0.1268273237629791, -0.1011183965206146, 1.9665566929478349, -0.0631817239522934, 1.8868006680193214, -0.0102160046994686, 1.4837351505800922, 0.0498596974462271, 0.5410213536410702, 0.1066506919264793, 0.6035598081681084, 0.1484162849187851, 0.4690168371200699, 0.1637837183475494, 0.9786756989453491, 0.1441148561239242, 0.5599783689972573, 0.0865899515151978, 0.5162168382185589, 0.0390496779978275, 0.91425663331977, -0.1002250346541405, -0.1790051974662628, -0.1671276646852493, 0.0764892176276382, -0.1350657451152802]|1595796.0000000000000000|      2.00000000|[15, 2, 0, 1]                                                              | | GPS sucess | actual_k=2
       2|[0.7538582009157684, -0.4185603368282318, -0.2329455212426922, -0.7910815435647964, 0.613927436333052, -0.1016129958629608, 1.361045890977919, -0.174986978545785, -0.2843925759306504, 0.303128634095192, 1.992029843850215, -0.7627802151441574, 0.4142756409074967, -0.5334958243370056, 1.781667004681594, 0.2226303135789931, 14.663034090192616, -0.2736898954212665, 13.049512581057174, 0.0351400491595268, -0.0556256475726967, 0.5152551797032356, 1.0760259145473785, 0.1449994728714228, 1.0161992922138787, -0.2680783602595329, 0.5716784875425232, -0.4113483610749245, -0.40276009001549, 0.8661712263524532, 3.3982313911420037, 0.1442251358926296, 1.0921099433841341, 0.1438681599497795, -0.9697096407841507, 0.4311563935875893, 0.3202083196636139, 0.744669486284256, 1.0115997046418472, 0.5103720319271088, 0.3250397089405914, -0.2995799887180328, 1.7299337931770982, -0.0198779436945915, 1.5459845576467781, -0.2504455815255642, 1.8767159347578724, -0.0696335635334253, 0.9573588437228573, 0.0490487036108971, 1.2835863393875908, 0.0796655085682869, 0.5956107696294921, -0.32954634308815, -0.1310197356249634, -0.517754014134407, 0.3031295270916634, 0.0897925444692373, 0.4107274799126278, -0.4226718913018703, 1.2229861627005683, -0.8035712274909019, 1.0592619858375703, -0.597894247174263, 0.5612181500083144, 0.5384949338436127]|721982.0000000000000000|      4.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
       3|[0.9480127167782333, 0.6432850849628449, -1.791338403589799, -0.8806416946649551, 0.6029643149039663, -0.0651765871047974, 1.4183198488562703, -0.1175442314893007, -0.241047187905605, 0.3244503107666969, 1.9892578527779925, -0.7866342491656542, 0.3764751686777775, -0.5750336456298828, 1.7486040549049444, 0.2112251184694469, 14.686489816175401, -0.202985964268446, 13.178335712380035, 0.2308847722411156, 0.2133748230655785, 0.8611281183362007, 1.4995643013691253, 0.6441973731666804, 1.5863921060871697, 0.3660245802998543, 1.2605036776098144, 0.3212839183211327, 0.3614513858336617, 1.64885507568717, 4.185836736391179, 0.923175886720419, 1.8491937169971102, 0.8665822264552117, -1.4490400910805525, 1.0518729057908058, 0.875946649551004, 1.2280996036529541, 1.4169575125165268, 0.833448965549469, 0.8589361551686188, -0.1478091138601303, 1.7953412406940163, -0.0397628373652697, 1.4428556475820808, -0.4339248459041118, 1.6165211265131672, -0.4022309980541467, 0.5573396450667751, -0.4126918795704841, 0.7666635674568962, -0.4848743411898613, -0.0077044049501283, -0.9612164008617401, -0.7787117603327576, -1.1668869215250015, -0.3303175239566154, -0.5080900243669748, -0.1289122910720218, -0.8787827561795711, 0.8777651200675116, -1.0094583961367607, 1.0206446915558491, -0.4441668498516083, 0.9262007549887832, 1.1230111014842987]|142787.0468750000000000|      8.00000000|[43, 6, 0, 3]                                                              | | GPS sucess | actual_k=2
       4|[3.054152138241246, 1.469128657579422, -0.5434352949929973, -1.5777864414453506, -0.1337657838203989, 7.235853571891784, 0.6729494012206196, -0.8368319249898195, -0.9181827746441914, -0.2979376348853111, 1.4307256147714007, -1.2755504972487688, -0.0401564703259761, -0.9194646883010864, 1.4739307718048162, 0.4211886934749782, 14.536696355210244, -0.3002349506318569, 13.126004004008395, 0.2155436188727617, 0.2271294945051069, 0.8964010965824127, 1.5493306519066639, 0.7021686048060656, 1.6471486404251672, 0.4250983749330044, 1.3144138846131694, 0.3675294746458531, 0.3984653635996986, 1.6759262238442898, 4.182121512525596, 0.9311036518588662, 1.8490305790552561, 0.8598146922700107, -1.4607363095935049, 1.03696936506778, 0.8594698172207771, 1.2114789360016585, 1.401320906374602, 0.8195498022064567, 0.8471073284282347, -0.1576721468195319, 1.7869151108760537, -0.0476621980965137, 1.434263634312418, -0.4446397531032562, 1.6021636863395412, -0.4217004585266113, 0.5314904126166475, -0.4458306837081909, 0.7258354772958111, -0.5331433261930942, -0.062405181884752, -1.0205045971274376, -0.839885068973476, -1.2264294582605362, -0.3840274593535251, -0.5513078994303942, -0.1568685346764435, -0.8870838466286659, 0.8924913844697819, -0.9701795126497745, 1.0831265493920956, -0.36395956158638, 1.013026818681353, 1.1979471784830094]|95962.3359375000000000|     16.00000000|[57, 8, 0, 4]                                                              | | GPS sucess | actual_k=2
       5|[1.0074147057613878, 2.533806849718094, -0.1378232733083506, -4.409359450936318, -6.060267057929286, 6.25442804813385, 1.4293688214629292, -1.5067720390111208, -1.733552559476192, 0.6373427477478981, 1.5295766175241816, -5.871847284510732, 4.92749585053584, -0.709123055934906, -1.701323096298211, 0.8578212372772396, 19.652087609635295, 3.879727207571268, 15.9155216450759, -7.1623574583977465, -0.2464271730611925, 0.1057515037059784, 6.51276630177849, 7.896400591805577, 5.887346298963985, -0.937135621458292, -2.0108188596037495, 1.3236010302603245, 6.463717190839689, 10.378938690274953, -0.6244747666186914, -3.032658631466329, -0.1092577329030568, -0.9271951429732144, 1.0084004053417979, 0.6912096454575658, 4.445927308141798, 3.0709355943650007, 3.026244016382842, 8.171189549826085, 7.840045846952405, -5.278039196990431, -5.941991520593673, -1.8015696401894092, -2.1214257005569666, -2.001720379590988, 1.0277930041000087, -0.4535276252031326, -0.2655678716660368, -5.534067969322205, 1.584069405976231, -4.951098724752665, 0.2731145193576949, -2.5221968922019005, -4.152188135227139, 8.031258110404014, -4.474204041689951, -3.108981353715062, -1.1266663843315947, 3.048988502919674, 3.0028772792451726, 1.4091215585172177, 1.2037605464152012, 4.9454557788372036, -3.2403005510085885, -7.045250262618065]|34273.4687500000000000|     32.00000000|[71, 10, 0, 5]                                                             | | GPS sucess | actual_k=2
       6|[2.100740559109166, 2.5184042532742024, -3.1154484049154063, -1.5683574634790425, -9.391303387198695, 3.9421252202987667, 2.9881518758147356, -1.6532639241963625, -0.8236199461033893, -1.313384357392788, 1.1740476668329585, -6.845990789607168, 9.010486020060988, 0.684274275302887, -0.5568652792205744, 1.1941712312214077, 21.947694222794475, 7.123507820516824, 16.22661998224936, -8.03697968415916, 1.0646742635537978, -1.4198424923419952, 6.475544922200377, 9.113492509797215, 5.615204067499599, -2.6543202842772007, -2.6344680991438496, 0.2408408154547215, 6.107126502611082, 7.20784737214446, -2.006028178102456, -5.813614422939718, -0.1084661972484859, -1.9488131515868008, 3.9460708746258555, 1.1746444715932012, 7.525502369939893, 4.175890909954905, 1.8754418809153126, 7.1193833383545275, 7.072628475679364, -5.954551199935377, -5.350845409105331, -3.59953778937459, 1.8211871858718665, -5.077088307142258, 5.1790080805465415, -1.186865206360817, 0.4492421421050203, -7.159115772247315, -0.0104573617544819, -6.090964719206095, -0.7248781154155595, -3.413934412896633, -2.0975256691779443, 4.797532085776329, -2.6431861898604225, -0.8959438628703356, -0.826288806788336, 1.237255137860775, -0.2079071560270442, 3.69520072683692, 1.8761204898050938, 6.62249325633049, -0.3307017236465279, -10.765635337233544]|18676.4492187500000000|     64.00000000|[85, 12, 0, 6]                                                             | | GPS sucess | actual_k=2
       7|[-4.197269313327357, 7.968077905923128, 1.0476713880228261, -2.0964978891611104, -9.908161070857295, 3.9280960806459184, 3.222236183962166, -1.2168124593049288, -0.2511688314488483, -0.6836698088049888, 1.778058844849621, -6.347391617968679, 9.333670003625365, 0.7768896934390068, -0.7314335448970728, 0.7365191690437496, 21.212462525235118, 6.1368978251516815, 15.033570909030061, -9.37581528119743, -0.3474574035833482, -2.8254313576221466, 5.1588258670245954, 7.965474507287144, 4.70835283544775, -3.259435697942972, -2.893163403537618, 0.3540976051986218, 6.596315799571912, 8.05398048505187, -0.8452682522601709, -4.4031361886486415, 1.466060112718555, -0.313789796102792, 5.52400871604126, 2.5685788406804204, 8.604568050443739, 4.8111646049469705, 1.9461151752807186, 7.533535036705434, 5.7149910702838564, -8.129739502929151, -8.373329234788924, -7.464781462699175, -2.845589948069784, -10.466597031354905, -0.8177031735733316, -7.641248579621315, -6.283987495040976, 52.782610912322994, -6.68317684036166, -12.40684167996049, -6.473370833158479, -8.405837717950345, -6.178441120227749, 1.7339630168676372, -4.643151023120005, -1.855895919278264, -0.8457302940559495, 1.982164543569088, 1.0550078591935979, 5.175486013740301, 3.2467012822321566, 7.572539199590683, -0.0349986701721017, -11.198529894948006]|17672.8652343750000000|    128.00000000|[99, 14, 0, 7]                                                             | | GPS sucess | actual_k=2
       8|[-1.2291792559543104, 8.876888998299837, 3.495225737922118, -2.7615621048212056, -10.502118971858271, 3.456873650178313, 2.909889695724785, -1.3510382152348757, -0.2049622789135528, -0.4705549958348274, 2.130725193068539, -5.893678111508489, 9.84193239948413, 1.2886307355761528, -0.2683527810802393, 1.1011481694690883, 21.434372718797626, 6.180154223442077, 14.872898438102823, -9.753271588608623, -0.9410051054189805, -3.6203786838054657, 2.105136864033873, 6.865893027260899, 3.5295788362335774, -4.455912634283305, -4.03962608244692, -0.6716452832520008, 5.761385141231458, 7.475495711416006, -1.110090198881112, -4.30942248787731, 1.94709147096059, 0.5638397224061191, 6.785097325736695, 4.175296904034912, 10.492919729292005, 6.89044665031135, 4.099431673083453, 9.619473967216909, 7.5705410018100405, -6.684983352683485, -7.531654549310714, -7.423572096526623, -3.799337518584463, -12.59783954501152, -2.727779672558622, -12.57693230688572, -12.770815345382772, 44.71387769699096, -16.300381506499356, -23.466003819853068, -18.78794888949393, -21.70508355230093, 115.21420566932304, -12.388069148659707, -18.453042723864634, -14.795836371853948, -12.332519043750773, -7.480327445566655, -5.8741169729597225, 1.1620077346265312, 2.322657805650583, 9.602004636526107, 4.378839716363543, -5.551432307362557]|16351.5166015625000000|    256.00000000|[175, 26, 0, 13]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       9|[-8.619645946017787, 64.77005458667874, 58.40807516419165, 11.058522467017173, 38.348547074284305, -68.77780652560294, -23.883594038406073, 7.588394882604479, -16.72020580918699, 35.397609066665176, -46.82814092631622, 4.6668420606106515, 34.68853770038745, 91.15980077952146, 61.46943255827523, 114.78688577933237, 9.78226643370241, 33.983453173637386, 8.429263451225381, -15.543075570389629, 80.79970229204196, 4.326107312440872, 94.10361861452215, -20.82261023811996, 79.75880399492499, -3.988433017879725, -38.52210517790591, -24.089825748950243, -58.311132253788074, 100.0587705527246, 13.946071681612052, 1.2799458554759617, 55.43893564820668, 51.7830245978944, -62.654775415962526, 83.90020382542163, -47.39589328950682, -45.57661725349725, 90.78423849681393, -104.50827261481435, -24.276918791280778, -5.656936029456556, -49.330780220697434, 43.90270658999681, -19.781739366423817, -162.94357318758964, 70.19546098906247, 60.722002629637714, 7.196998146438517, 113.90911390304565, -12.906232679900235, 181.59893758639694, -34.618268294095984, 20.235857304632663, 203.23453800574882, 35.031707767844196, -17.654034473628123, 99.16994579367339, 16.764923583202354, -20.994537192881108, 8.283800049745356, 123.23653928980231, -81.40694882276739, 42.59561501860618, -26.795314565252667, -32.315684016346935]|15218.1689453125000000|    512.00000000|[250, 38, 0, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      10|[-15.460207335940883, 8.328049429208036, 16.995240996711182, 20.402569059729576, 43.00232181259607, -69.95113444842399, -31.574140074172675, -6.870160338953138, -37.79222538621336, 8.219397854506973, -79.3169905662088, -32.11946622796357, -5.236617939260988, 49.329779874980446, 18.978931154466636, 604.2822165898792, -30.534677688612042, -3.731806378364567, -25.884991309516806, -45.8416633694619, 54.93710196550387, -16.875213335752488, 77.60127639040105, -32.76141486458481, 72.0952273919892, -7.793167963176966, -38.984470685985436, -21.79651558354497, -53.88860732474144, 105.97411955937743, 20.736028728120843, 8.36986685309559, 62.31959093690297, 58.0282171256654, -57.375319754188844, 87.98741543430835, -44.62099261468688, -44.13009978599847, 90.9829842988588, -105.39176198516041, -26.00779523705104, -7.9497645893320446, -51.87049956388286, 41.43857428103685, -21.86278046406481, -164.37044043421744, 69.63806129891125, 61.17740583837032, 8.724664357566752, 116.4779050540924, -9.418800438460416, 185.7969737802446, -29.990596098661413, 24.958672341406345, 207.69021599189384, 38.86132502973079, -14.770967581004221, 100.86131687693297, 17.130730729036323, -21.94553460508585, 6.189662857972895, 120.34556786760687, -116.65818478468145, 39.74485002875328, -28.654830232214337, -32.615303840041165]|12367.3212890625000000|   1024.00000000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      11|[-15.460207335940883, 8.328049429208036, 16.995240996711182, 20.402569059729576, 43.00232181259607, -69.95113444842399, -31.574140074172675, -6.870160338953138, -37.79222538621336, 8.219397854506973, -79.3169905662088, -32.11946622796357, -5.236617939260988, 49.329779874980446, 18.978931154466636, 604.2822165898792, -30.534677688612042, -3.731806378364567, -25.884991309516806, -45.8416633694619, 54.93710196550387, -16.875213335752488, 77.60127639040105, -32.76141486458481, 72.0952273919892, -7.793167963176966, -38.984470685985436, -21.79651558354497, -53.88860732474144, 105.97411955937743, 20.736028728120843, 8.36986685309559, 62.31959093690297, 58.0282171256654, -57.375319754188844, 87.98741543430835, -44.62099261468688, -44.13009978599847, 90.9829842988588, -105.39176198516041, -26.00779523705104, -7.9497645893320446, -51.87049956388286, 41.43857428103685, -21.86278046406481, -164.37044043421744, 69.63806129891125, 61.17740583837032, 8.724664357566752, 116.4779050540924, -9.418800438460416, 185.7969737802446, -29.990596098661413, 24.958672341406345, 207.69021599189384, 38.86132502973079, -14.770967581004221, 100.86131687693297, 17.130730729036323, -21.94553460508585, 6.189662857972895, 120.34556786760687, -116.65818478468145, 39.74485002875328, -28.654830232214337, -32.615303840041165]|12367.3212890625000000|    512.00000000|[379, 58, 0, 29]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[-15.460207335940883, 8.328049429208036, 16.995240996711182, 20.402569059729576, 43.00232181259607, -69.95113444842399, -31.574140074172675, -6.870160338953138, -37.79222538621336, 8.219397854506973, -79.3169905662088, -32.11946622796357, -5.236617939260988, 49.329779874980446, 18.978931154466636, 604.2822165898792, -30.534677688612042, -3.731806378364567, -25.884991309516806, -45.8416633694619, 54.93710196550387, -16.875213335752488, 77.60127639040105, -32.76141486458481, 72.0952273919892, -7.793167963176966, -38.984470685985436, -21.79651558354497, -53.88860732474144, 105.97411955937743, 20.736028728120843, 8.36986685309559, 62.31959093690297, 58.0282171256654, -57.375319754188844, 87.98741543430835, -44.62099261468688, -44.13009978599847, 90.9829842988588, -105.39176198516041, -26.00779523705104, -7.9497645893320446, -51.87049956388286, 41.43857428103685, -21.86278046406481, -164.37044043421744, 69.63806129891125, 61.17740583837032, 8.724664357566752, 116.4779050540924, -9.418800438460416, 185.7969737802446, -29.990596098661413, 24.958672341406345, 207.69021599189384, 38.86132502973079, -14.770967581004221, 100.86131687693297, 17.130730729036323, -21.94553460508585, 6.189662857972895, 120.34556786760687, -116.65818478468145, 39.74485002875328, -28.654830232214337, -32.615303840041165]|12367.3212890625000000|    256.00000000|[468, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-15.460207335940883, 8.328049429208036, 16.995240996711182, 20.402569059729576, 43.00232181259607, -69.95113444842399, -31.574140074172675, -6.870160338953138, -37.79222538621336, 8.219397854506973, -79.3169905662088, -32.11946622796357, -5.236617939260988, 49.329779874980446, 18.978931154466636, 604.2822165898792, -30.534677688612042, -3.731806378364567, -25.884991309516806, -45.8416633694619, 54.93710196550387, -16.875213335752488, 77.60127639040105, -32.76141486458481, 72.0952273919892, -7.793167963176966, -38.984470685985436, -21.79651558354497, -53.88860732474144, 105.97411955937743, 20.736028728120843, 8.36986685309559, 62.31959093690297, 58.0282171256654, -57.375319754188844, 87.98741543430835, -44.62099261468688, -44.13009978599847, 90.9829842988588, -105.39176198516041, -26.00779523705104, -7.9497645893320446, -51.87049956388286, 41.43857428103685, -21.86278046406481, -164.37044043421744, 69.63806129891125, 61.17740583837032, 8.724664357566752, 116.4779050540924, -9.418800438460416, 185.7969737802446, -29.990596098661413, 24.958672341406345, 207.69021599189384, 38.86132502973079, -14.770967581004221, 100.86131687693297, 17.130730729036323, -21.94553460508585, 6.189662857972895, 120.34556786760687, -116.65818478468145, 39.74485002875328, -28.654830232214337, -32.615303840041165]|12367.3212890625000000|    128.00000000|[558, 86, 0, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[3.8926254582485704, -10.198714486807589, 10.7504213555979, 18.225373033881187, 38.93428430267786, -75.9660246423632, -23.199492933669745, -16.419820067957044, -48.71633198411375, -3.7162567856907813, -91.858802509263, 86.91441591314971, -17.73206605174878, 37.45141054362058, 8.058672632432945, 594.6021981648914, -38.76055068208128, -10.363118271827702, -29.97120680558004, -49.160124549195174, 53.19658601816195, -17.172308872938157, 78.56334596141927, -30.762687423750762, 74.88227763918158, -4.479158058315516, -35.405258020427574, -18.202286362200976, -50.507137121341785, 108.94679106816649, 23.143087443941155, 10.09913385424763, 63.30669004798314, 58.257421690952036, -57.87255061179955, 86.8387126936391, -46.3084204930667, -46.21322990722955, 88.6684889737703, -107.76200100455434, -28.257515810476335, -9.912839988730848, -53.401320768068345, 40.455636587440964, -22.22019348777506, -164.06872655034064, 70.58483619887082, 62.70669699132442, 10.727760938072123, 118.80555607795715, -6.947405899581021, 188.21194417819382, -27.83649162745475, 26.66057794958353, 208.78051714793784, 39.23162600815296, -15.160237111777384, 99.75635476641357, 15.44646893017768, -23.979524511396885, 4.117576762162958, 118.60222129568457, -117.69793393018927, 39.718803925886746, -27.52619077260435, -30.50288375794888]|12237.8505859375000000|    256.00000000|[585, 90, 0, 45]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
      15|[3.8926254582485704, -10.198714486807589, 10.7504213555979, 18.225373033881187, 38.93428430267786, -75.9660246423632, -23.199492933669745, -16.419820067957044, -48.71633198411375, -3.7162567856907813, -91.858802509263, 86.91441591314971, -17.73206605174878, 37.45141054362058, 8.058672632432945, 594.6021981648914, -38.76055068208128, -10.363118271827702, -29.97120680558004, -49.160124549195174, 53.19658601816195, -17.172308872938157, 78.56334596141927, -30.762687423750762, 74.88227763918158, -4.479158058315516, -35.405258020427574, -18.202286362200976, -50.507137121341785, 108.94679106816649, 23.143087443941155, 10.09913385424763, 63.30669004798314, 58.257421690952036, -57.87255061179955, 86.8387126936391, -46.3084204930667, -46.21322990722955, 88.6684889737703, -107.76200100455434, -28.257515810476335, -9.912839988730848, -53.401320768068345, 40.455636587440964, -22.22019348777506, -164.06872655034064, 70.58483619887082, 62.70669699132442, 10.727760938072123, 118.80555607795715, -6.947405899581021, 188.21194417819382, -27.83649162745475, 26.66057794958353, 208.78051714793784, 39.23162600815296, -15.160237111777384, 99.75635476641357, 15.44646893017768, -23.979524511396885, 4.117576762162958, 118.60222129568457, -117.69793393018927, 39.718803925886746, -27.52619077260435, -30.50288375794888]|12237.8505859375000000|    128.00000000|[673, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[3.8926254582485704, -10.198714486807589, 10.7504213555979, 18.225373033881187, 38.93428430267786, -75.9660246423632, -23.199492933669745, -16.419820067957044, -48.71633198411375, -3.7162567856907813, -91.858802509263, 86.91441591314971, -17.73206605174878, 37.45141054362058, 8.058672632432945, 594.6021981648914, -38.76055068208128, -10.363118271827702, -29.97120680558004, -49.160124549195174, 53.19658601816195, -17.172308872938157, 78.56334596141927, -30.762687423750762, 74.88227763918158, -4.479158058315516, -35.405258020427574, -18.202286362200976, -50.507137121341785, 108.94679106816649, 23.143087443941155, 10.09913385424763, 63.30669004798314, 58.257421690952036, -57.87255061179955, 86.8387126936391, -46.3084204930667, -46.21322990722955, 88.6684889737703, -107.76200100455434, -28.257515810476335, -9.912839988730848, -53.401320768068345, 40.455636587440964, -22.22019348777506, -164.06872655034064, 70.58483619887082, 62.70669699132442, 10.727760938072123, 118.80555607795715, -6.947405899581021, 188.21194417819382, -27.83649162745475, 26.66057794958353, 208.78051714793784, 39.23162600815296, -15.160237111777384, 99.75635476641357, 15.44646893017768, -23.979524511396885, 4.117576762162958, 118.60222129568457, -117.69793393018927, 39.718803925886746, -27.52619077260435, -30.50288375794888]|12237.8505859375000000|     64.00000000|[761, 118, 0, 59]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[3.8926254582485704, -10.198714486807589, 10.7504213555979, 18.225373033881187, 38.93428430267786, -75.9660246423632, -23.199492933669745, -16.419820067957044, -48.71633198411375, -3.7162567856907813, -91.858802509263, 86.91441591314971, -17.73206605174878, 37.45141054362058, 8.058672632432945, 594.6021981648914, -38.76055068208128, -10.363118271827702, -29.97120680558004, -49.160124549195174, 53.19658601816195, -17.172308872938157, 78.56334596141927, -30.762687423750762, 74.88227763918158, -4.479158058315516, -35.405258020427574, -18.202286362200976, -50.507137121341785, 108.94679106816649, 23.143087443941155, 10.09913385424763, 63.30669004798314, 58.257421690952036, -57.87255061179955, 86.8387126936391, -46.3084204930667, -46.21322990722955, 88.6684889737703, -107.76200100455434, -28.257515810476335, -9.912839988730848, -53.401320768068345, 40.455636587440964, -22.22019348777506, -164.06872655034064, 70.58483619887082, 62.70669699132442, 10.727760938072123, 118.80555607795715, -6.947405899581021, 188.21194417819382, -27.83649162745475, 26.66057794958353, 208.78051714793784, 39.23162600815296, -15.160237111777384, 99.75635476641357, 15.44646893017768, -23.979524511396885, 4.117576762162958, 118.60222129568457, -117.69793393018927, 39.718803925886746, -27.52619077260435, -30.50288375794888]|12237.8505859375000000|     32.00000000|[848, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
