k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |370890.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 4.179372549057007]                                         |91917.9531250000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.5540489554405212, 2.1794484853744507]                                        |387.7203369140625000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.2082633376121521, -1.41140878200531]                                        |203.7863006591796875|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[-0.2082633376121521, -1.41140878200531]                                        |203.7863006591796875|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.2082633376121521, -1.41140878200531]                                        |203.7863006591796875|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.2082633376121521, -1.41140878200531]                                        |203.7863006591796875|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.7332587242126465, -1.7483600080013275]                                       | 74.5957031250000000|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[0.7332587242126465, -1.7483600080013275]                                       | 74.5957031250000000|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.7332587242126465, -1.7483600080013275]                                       | 74.5957031250000000|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.2481863498687744, -1.8696231916546822]                                       | 51.7327461242675781|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.2481863498687744, -1.8696231916546822]                                       | 51.7327461242675781|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.2481863498687744, -1.8696231916546822]                                       | 51.7327461242675781|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.2844788767397404, -2.1169748678803444]                                       | 40.2984123229980469|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
