k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8412127494812012, 3.185513496398926]                                         |1241.7486572265625000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[2.30213862657547, 1.2393512725830078]                                          | 60.4577102661132812|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[2.30213862657547, 1.2393512725830078]                                          | 60.4577102661132812|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[2.30213862657547, 1.2393512725830078]                                          | 60.4577102661132812|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[2.4138041734695435, 0.2456053495407104]                                        | 59.3501358032226562|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[2.4138041734695435, 0.2456053495407104]                                        | 59.3501358032226562|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[2.5572246313095093, -0.7440565824508667]                                       | 59.0956649780273438|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[2.5572246313095093, -0.7440565824508667]                                       | 59.0956649780273438|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[2.44860377907753, -1.738139808177948]                                          | 35.3830566406250000|      2.00000000|[41, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[2.44860377907753, -1.738139808177948]                                          | 35.3830566406250000|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.44860377907753, -1.738139808177948]                                          | 35.3830566406250000|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[2.44860377907753, -1.738139808177948]                                          | 35.3830566406250000|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[2.6173561215400696, -1.5536875277757645]                                       | 30.4054050445556641|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
