k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0665198117494583, 4.785880535840988]                                         |9742.7529296875000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.2159043997526169, 3.9130024015903473]                                       |3760.3032226562500000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.4863049536943436, 3.4666249454021454]                                        |357.1743469238281250|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[1.4863049536943436, 3.4666249454021454]                                        |357.1743469238281250|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.4863049536943436, 3.4666249454021454]                                        |357.1743469238281250|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.0880805104970932, 2.344746083021164]                                         | 58.3161239624023438|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[1.233273446559906, 1.9877623915672302]                                         | 29.7098407745361328|      8.00000000|[31, 0, 2, 9]                                                              | | GPS sucess | actual_k=0
       8|[1.233273446559906, 1.9877623915672302]                                         | 29.7098407745361328|      4.00000000|[35, 0, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.233273446559906, 1.9877623915672302]                                         | 29.7098407745361328|      2.00000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.233273446559906, 1.9877623915672302]                                         | 29.7098407745361328|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.233273446559906, 1.9877623915672302]                                         | 29.7098407745361328|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[1.017635241150856, 1.8152381777763367]                                         | 26.0453243255615234|      1.00000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[0.6244980543851852, 1.0513355731964111]                                        | 14.0607948303222656|      2.00000000|[59, 0, 6, 19]                                                             | | GPS sucess | actual_k=0
      14|[0.0860407799482346, 0.574862003326416]                                         |  0.6143856048583984|      4.00000000|[63, 0, 6, 20]                                                             | | GPS sucess | actual_k=0
