k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 14.5560907917588516|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 14.5560907917588516|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[-0.1076439395546913, -0.2222658544778824]                                      |  8.1331090927124023|      1.00000000|[10, 0, 1, 3]                                                              | | GPS sucess | actual_k=0
       3|[-0.1076439395546913, -0.2222658544778824]                                      |  8.1331090927124023|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.1076439395546913, -0.2222658544778824]                                      |  8.1331090927124023|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.1076439395546913, -0.2222658544778824]                                      |  8.1331090927124023|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.0665539167821407, -0.2444073911756277]                                      |  6.3478717803955078|      0.25000000|[29, 0, 4, 10]                                                             | | GPS sucess | actual_k=0
       7|[-0.0665539167821407, -0.2444073911756277]                                      |  6.3478717803955078|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0665539167821407, -0.2444073911756277]                                      |  6.3478717803955078|      0.06250000|[38, 0, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0601249472238123, -0.2980299312621355]                                      |  6.2186999320983887|      0.12500000|[43, 0, 6, 15]                                                             | | GPS sucess | actual_k=0
      10|[-0.0601249472238123, -0.2980299312621355]                                      |  6.2186999320983887|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0601249472238123, -0.2980299312621355]                                      |  6.2186999320983887|      0.03125000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.0509424326010048, -0.3257749509066343]                                      |  6.1815233230590820|      0.06250000|[57, 0, 8, 20]                                                             | | GPS sucess | actual_k=0
