k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.179372549057007, -0.4714635252952576]                                        | 17.0255393981933594|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1794484853744507, -0.4540487784892321]                                       |  0.8640933632850647|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.1794484853744507, -0.4540487784892321]                                       |  0.8640933632850647|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.1794484853744507, -0.4540487784892321]                                       |  0.8640933632850647|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.1794484853744507, -0.4540487784892321]                                       |  0.8640933632850647|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.1794484853744507, -0.4540487784892321]                                       |  0.8640933632850647|      0.25000000|[28, 0, 3, 9]                                                              |  | used linear model with 5 points | actual_k=0
       7|[0.0952107012271881, -0.6894292939454317]                                       |  0.7797589302062988|      0.50000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[0.0952107012271881, -0.6894292939454317]                                       |  0.7797589302062988|      0.25000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0952107012271881, -0.6894292939454317]                                       |  0.7797589302062988|      0.12500000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0952107012271881, -0.6894292939454317]                                       |  0.7797589302062988|      0.06250000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.1453511230647564, -0.6521172557026148]                                       |  0.7763077616691589|      0.12500000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[0.1453511230647564, -0.6521172557026148]                                       |  0.7763077616691589|      0.06250000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.1544242547824979, -0.7139551747590304]                                       |  0.7740636467933655|      0.12500000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
