k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6285364747047424, 0.1793725490570068]                                       | 20.9432334899902344|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.6285364747047424, 0.1793725490570068]                                       | 20.9432334899902344|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.269177782535553, -0.2612055242061615]                                        |  8.4138698577880859|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.269177782535553, -0.2612055242061615]                                        |  8.4138698577880859|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.269177782535553, -0.2612055242061615]                                        |  8.4138698577880859|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.4301059573888779, 0.212188720703125]                                         |  2.0836634635925293|      1.00000000|[22, 6, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[0.4301059573888779, 0.212188720703125]                                         |  2.0836634635925293|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.4301059573888779, 0.212188720703125]                                         |  2.0836634635925293|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.3863001421093941, -0.0339434593915939]                                       |  1.2155035734176636|      0.50000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[0.3863001421093941, -0.0339434593915939]                                       |  1.2155035734176636|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.5868618294596673, 0.1153046935796738]                                        |  0.9243591427803040|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[0.5868618294596673, 0.1153046935796738]                                        |  0.9243591427803040|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.339510153234005, 0.0790121667087078]                                         |  0.5952707529067993|      0.50000000|[47, 13, 7, 20]                                                            | | GPS sucess | actual_k=1
