k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7054336965084076, -0.7185748219490051]                                       |375.2403869628906250|      2.00000000|[2, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.3942919075489044, 0.0882424116134644]                                        | 88.2179031372070312|      4.00000000|[3, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.3942919075489044, 0.0882424116134644]                                        | 88.2179031372070312|      2.00000000|[4, 3, 1, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[1.0715481638908386, 0.9683756232261658]                                        |  0.8654597997665405|      4.00000000|[7, 3, 1, 5]                                                               | | GPS sucess | actual_k=1
       5|[1.0715481638908386, 0.9683756232261658]                                        |  0.8654597997665405|      2.00000000|[8, 4, 2, 7]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[1.0715481638908386, 0.9683756232261658]                                        |  0.8654597997665405|      1.00000000|[11, 4, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[1.0715481638908386, 0.9683756232261658]                                        |  0.8654597997665405|      0.50000000|[13, 5, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[1.0715481638908386, 0.9683756232261658]                                        |  0.8654597997665405|      0.25000000|[15, 6, 5, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[1.0715481638908386, 0.9683756232261658]                                        |  0.8654597997665405|      0.12500000|[17, 7, 6, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[0.9832159951329231, 0.9345268756151199]                                        |  0.4223112761974335|      0.25000000|[19, 8, 6, 16]                                                             | | GPS sucess | actual_k=1
      11|[1.0092032086104155, 0.9768386371433735]                                        |  0.0466115102171898|      0.50000000|[21, 8, 6, 17]                                                             | | GPS sucess | actual_k=1
      12|[1.0092032086104155, 0.9768386371433735]                                        |  0.0466115102171898|      0.25000000|[22, 9, 7, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      13|[1.0092032086104155, 0.9768386371433735]                                        |  0.0466115102171898|      0.12500000|[24, 10, 8, 21]                                                            |  | used linear model with 3 points | iterate failure | actual_k=1
