k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1302962005138397, 1.3725676536560059]                                        |  0.8777114748954773|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.1302962005138397, 1.3725676536560059]                                        |  0.8777114748954773|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[2.1302962005138397, 1.3725676536560059]                                        |  0.8777114748954773|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.9943279922008514, 1.550665244460106]                                         |  0.3438377380371094|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[1.9943279922008514, 1.550665244460106]                                         |  0.3438377380371094|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.9943279922008514, 1.550665244460106]                                         |  0.3438377380371094|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[2.0234395638108253, 1.437249168753624]                                         |  0.2835081815719604|      0.50000000|[26, 7, 4, 11]                                                             | | GPS sucess | actual_k=1
       8|[2.0322673739865422, 1.5204845070838928]                                        |  0.2552619576454163|      1.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[2.0322673739865422, 1.5204845070838928]                                        |  0.2552619576454163|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.0322673739865422, 1.5204845070838928]                                        |  0.2552619576454163|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[2.0322673739865422, 1.5204845070838928]                                        |  0.2552619576454163|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[2.0322673739865422, 1.5204845070838928]                                        |  0.2552619576454163|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
