k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5714635252952576, -0.1793725490570068]                                      |  0.3937594592571259|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.5714635252952576, -0.1793725490570068]                                      |  0.3937594592571259|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-0.5714635252952576, -0.1793725490570068]                                      |  0.3937594592571259|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.7265852689743042, -0.6547011137008667]                                      |  0.3107502162456512|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.7265852689743042, -0.6547011137008667]                                      |  0.3107502162456512|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.7265852689743042, -0.6547011137008667]                                      |  0.3107502162456512|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.6423474848270416, -0.4193205982446671]                                      |  0.2359097003936768|      0.50000000|[26, 7, 4, 11]                                                             | | GPS sucess | actual_k=1
       8|[-0.6423474848270416, -0.4193205982446671]                                      |  0.2359097003936768|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.6423474848270416, -0.4193205982446671]                                      |  0.2359097003936768|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.6423474848270416, -0.4193205982446671]                                      |  0.2359097003936768|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.6050354465842247, -0.4694610200822353]                                      |  0.2033118903636932|      0.12500000|[41, 11, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[-0.6050354465842247, -0.4694610200822353]                                      |  0.2033118903636932|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
