k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3206489205360412, 1.425080567598343]                                        |  0.2712722420692444|      2.00000000|[5, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[-0.3206489205360412, 1.425080567598343]                                        |  0.2712722420692444|      1.00000000|[10, 3, 1, 5]                                                              |  | used quadratic model with 7 points | iterate failure | actual_k=1
       3|[0.4260714530944825, 1.0012830197811127]                                        |  0.0000463826982013|      2.00000000|[16, 4, 1, 7]                                                              | | GPS sucess | actual_k=1
       4|[0.4260714530944825, 1.0012830197811127]                                        |  0.0000463826982013|      1.00000000|[20, 6, 2, 10]                                                             |  | used quadratic model with 7 points | iterate failure | actual_k=1
       5|[0.4260714530944825, 1.0012830197811127]                                        |  0.0000463826982013|      0.50000000|[25, 8, 2, 12]                                                             |  | used quadratic model with 7 points | actual_k=1
       6|[0.4260714530944825, 1.0012830197811127]                                        |  0.0000463826982013|      0.25000000|[29, 10, 2, 14]                                                            |  | used quadratic model with 7 points | actual_k=1
       7|[0.4260714530944825, 1.0012830197811127]                                        |  0.0000463826982013|      0.12500000|[33, 12, 2, 16]                                                            |  | used quadratic model with 7 points | actual_k=1
       8|[0.3605253800749779, 0.9299005568027496]                                        |  0.0000457410606032|      0.25000000|[37, 14, 2, 18]                                                            | | GPS sucess | actual_k=1
       9|[0.6011979386210442, 0.9890177547931671]                                        |  0.0000013597738189|      0.50000000|[41, 16, 2, 20]                                                            | | GPS sucess | actual_k=1
