k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0114187552319636, 0.1506888267021808]                                        | 38.6985766168694312|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[1.0114187552319636, 0.1506888267021808]                                        | 38.6985766168694312|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.2485634042607416, 0.4544736143570575]                                        | 30.2787723541259766|      2.00000000|[15, 0, 2, 5]                                                              | | GPS sucess | actual_k=0
       4|[1.1112839533673395, 0.3863974284749659]                                        | 24.9762363433837891|      4.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[1.1112839533673395, 0.3863974284749659]                                        | 24.9762363433837891|      2.00000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.1112839533673395, 0.3863974284749659]                                        | 24.9762363433837891|      1.00000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.7610300137387385, 1.148210890255514]                                         |  7.4691109657287598|      2.00000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.7610300137387385, 1.148210890255514]                                         |  7.4691109657287598|      1.00000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.0416606618748774, 1.0755203884463937]                                        |  0.9498842954635620|      2.00000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[1.0416606618748774, 1.0755203884463937]                                        |  0.9498842954635620|      1.00000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.0416606618748774, 1.0755203884463937]                                        |  0.9498842954635620|      0.50000000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[1.0416606618748774, 1.0755203884463937]                                        |  0.9498842954635620|      0.25000000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
