k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[14.995646357536316, 5.500018984079361]                                         |-2946.0651855468750000|      1.00000000|[10, 0, 1, 3]                                                              | | GPS sucess | actual_k=0
       3|[14.995646357536316, 5.500018984079361]                                         |-2946.0651855468750000|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[14.995646357536316, 5.500018984079361]                                         |-2946.0651855468750000|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[14.995646357536316, 5.500018984079361]                                         |-2946.0651855468750000|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[14.955414313822985, 5.381670422852039]                                         |-3023.0395507812500000|      0.25000000|[29, 0, 4, 10]                                                             | | GPS sucess | actual_k=0
       7|[14.955414313822985, 5.381670422852039]                                         |-3023.0395507812500000|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[14.9824162684381, 5.259621687233448]                                           |-3100.8337402343750000|      0.25000000|[38, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[14.9824162684381, 5.259621687233448]                                           |-3100.8337402343750000|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[15.01273206435144, 5.138353586196899]                                          |-3178.6520996093750000|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[15.01273206435144, 5.138353586196899]                                          |-3178.6520996093750000|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[15.107757126912475, 5.057142518460751]                                         |-3225.2917480468750000|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[15.14404965378344, 4.809790842235088]                                          |-3389.3955078125000000|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
