k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2959.9411880000002384|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 4.179372549057007]                                         |1636.8015136718750000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5540489554405212, 2.1794484853744507]                                        |144.5914001464843750|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.5540489554405212, 2.1794484853744507]                                        |144.5914001464843750|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.9335619807243347, 0.2781342267990112]                                        | 41.4294815063476562|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.9335619807243347, 0.2781342267990112]                                        | 41.4294815063476562|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.827138841152191, -0.3655784726142883]                                        | 25.0793972015380859|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[2.827138841152191, -0.3655784726142883]                                        | 25.0793972015380859|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.2873186260115157, 0.9107262343597653]                                        | 16.8611150514639867|      4.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[1.2873186260115157, 0.9107262343597653]                                        | 16.8611150514639867|      2.00000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[1.2873186260115157, 0.9107262343597653]                                        | 16.8611150514639867|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.2873186260115157, 0.9107262343597653]                                        | 16.8611150514639867|      0.50000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.9072183757673751, 1.2355705053043606]                                        | 16.1172943115234375|      1.00000000|[44, 12, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[0.9072183757673751, 1.2355705053043606]                                        | 16.1172943115234375|      0.50000000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
