k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.86, 0.72]                                                                    |1475481.7047999855130911|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.785559975206852, 0.6198331129550934]                                         |1008.7111816406250000|      0.25000000|[20, 0, 3, 7]                                                              | | GPS sucess | actual_k=0
       5|[0.785559975206852, 0.6198331129550934]                                         |1008.7111816406250000|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.785559975206852, 0.6198331129550934]                                         |1008.7111816406250000|      0.06250000|[29, 0, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.7776645092666149, 0.6056349075213074]                                        |137.1802215576171875|      0.12500000|[34, 0, 5, 12]                                                             | | GPS sucess | actual_k=0
       8|[0.7831979339383542, 0.61332878543064]                                          | 73.0894546508789062|      0.25000000|[38, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[0.7831979339383542, 0.61332878543064]                                          | 73.0894546508789062|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.7831979339383542, 0.61332878543064]                                          | 73.0894546508789062|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.7831979339383542, 0.61332878543064]                                          | 73.0894546508789062|      0.03125000|[52, 0, 8, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.7831979339383542, 0.61332878543064]                                          | 73.0894546508789062|      0.01562500|[57, 0, 9, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
