k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0380256175994873, 2.726860284805298]                                         |415.4939880371093750|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.498951494693756, 0.7806980609893799]                                         |  0.7484117746353149|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.498951494693756, 0.7806980609893799]                                         |  0.7484117746353149|      2.00000000|[11, 3, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.498951494693756, 0.7806980609893799]                                         |  0.7484117746353149|      1.00000000|[15, 5, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.53966224193573, 1.063123494386673]                                           |  0.3627078533172607|      2.00000000|[19, 6, 2, 9]                                                              | | GPS sucess | actual_k=1
       6|[0.53966224193573, 1.063123494386673]                                           |  0.3627078533172607|      1.00000000|[23, 7, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.53966224193573, 1.063123494386673]                                           |  0.3627078533172607|      0.50000000|[28, 8, 4, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0679502785205841, 1.228917971253395]                                         |  0.2977172434329987|      1.00000000|[32, 9, 4, 16]                                                             | | GPS sucess | actual_k=1
       9|[0.0679502785205841, 1.228917971253395]                                         |  0.2977172434329987|      0.50000000|[36, 10, 5, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0679502785205841, 1.228917971253395]                                         |  0.2977172434329987|      0.25000000|[40, 12, 6, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
