k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 0.5]                                                                      |  0.4598493014643029|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0722073912620544, 0.0273078978061676]                                       |  0.0132465893402696|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.0722073912620544, 0.0273078978061676]                                       |  0.0132465893402696|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-0.0722073912620544, 0.0273078978061676]                                       |  0.0132465893402696|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.0722073912620544, 0.0273078978061676]                                       |  0.0132465893402696|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.0722073912620544, 0.0273078978061676]                                       |  0.0132465893402696|      0.12500000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0610513286665082, -0.0373742878437042]                                      |  0.0128495153039694|      0.25000000|[23, 6, 4, 10]                                                             | | GPS sucess | actual_k=1
       7|[-0.0610513286665082, -0.0373742878437042]                                      |  0.0128495153039694|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.0031142486259341, 0.0265501737594604]                                        |  0.0020717543084174|      0.25000000|[30, 8, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[0.0031142486259341, 0.0265501737594604]                                        |  0.0020717543084174|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0031142486259341, 0.0265501737594604]                                        |  0.0020717543084174|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0031142486259341, 0.0265501737594604]                                        |  0.0020717543084174|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0099506787955761, 0.0086040124297142]                                        |  0.0004123958060518|      0.06250000|[45, 12, 8, 20]                                                            | | GPS sucess | actual_k=1
