k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |186382.3816574575030245|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8206274509429932, 1.5714635252952576]                                        |184669.6250000000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[3.8205515146255493, 1.554048778489232]                                         |180719.2968750000000000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[5.582863807678223, 5.144906045868993]                                          |176946.2656250000000000|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[13.188119888305664, 2.6629581470042467]                                        |162248.8906250000000000|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[23.613234519958496, 14.800378801301122]                                        |142775.1093750000000000|     32.00000000|[21, 0, 0, 5]                                                              | | GPS sucess | actual_k=0
       6|[53.9104642868042, 4.500975610688329]                                           |94219.9218750000000000|     64.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[75.47533702850342, 64.75838756747544]                                          |66254.2109375000000000|    128.00000000|[29, 0, 0, 7]                                                              | | GPS sucess | actual_k=0
       8|[200.45325756072998, 92.40838909335434]                                         |14459.8076171875000000|    256.00000000|[33, 0, 0, 8]                                                              | | GPS sucess | actual_k=0
       9|[200.45325756072998, 92.40838909335434]                                         |14459.8076171875000000|    128.00000000|[37, 0, 1, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[169.4098825454712, 216.58692455478013]                                         |9828.7929687500000000|    256.00000000|[42, 0, 1, 11]                                                             | | GPS sucess | actual_k=0
      11|[169.4098825454712, 216.58692455478013]                                         |9828.7929687500000000|    128.00000000|[46, 0, 1, 12]                                                             |  | used linear model with 5 points | actual_k=0
      12|[169.4098825454712, 216.58692455478013]                                         |9828.7929687500000000|     64.00000000|[50, 0, 1, 13]                                                             |  | used linear model with 5 points | actual_k=0
      13|[169.4098825454712, 216.58692455478013]                                         |9828.7929687500000000|     32.00000000|[54, 0, 2, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[173.83333444595337, 184.89413166232407]                                        |9782.1669921875000000|     64.00000000|[59, 0, 2, 16]                                                             | | GPS sucess | actual_k=0
      15|[173.83333444595337, 184.89413166232407]                                        |9782.1669921875000000|     32.00000000|[63, 0, 2, 17]                                                             |  | used linear model with 5 points | actual_k=0
      16|[173.83333444595337, 184.89413166232407]                                        |9782.1669921875000000|     16.00000000|[67, 0, 3, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      17|[173.83333444595337, 184.89413166232407]                                        |9782.1669921875000000|      8.00000000|[72, 0, 4, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
