k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-506.0, -506.2]                                                                |25614.3346824171749176|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-505.72808200120926, -505.2386128425598]                                       |25552.2812500000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-504.29027992486954, -503.8503196954727]                                       |25409.5097656250000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-501.44587424105055, -501.0379619113602]                                       |25124.7720971794260549|      8.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[-499.12277462786085, -496.67522044102327]                                      |24790.5351562500000000|     16.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[-491.19157555406935, -484.60770792881624]                                      |23805.6894531250000000|     32.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[-461.3981108934248, -481.0074853412308]                                        |22213.0703125000000000|     64.00000000|[20, 6, 1, 7]                                                              | | GPS sucess | actual_k=1
       7|[-426.2049308091963, -507.17525954167024]                                       |21944.1445312500000000|    128.00000000|[23, 7, 1, 8]                                                              | | GPS sucess | actual_k=1
       8|[-443.0311389238203, -385.118443440596]                                         |17230.1406250000000000|    256.00000000|[26, 8, 1, 9]                                                              | | GPS sucess | actual_k=1
       9|[-268.82870056932813, -355.25293250004427]                                      |9924.5009765625000000|    512.00000000|[29, 9, 1, 10]                                                             | | GPS sucess | actual_k=1
      10|[15.500217887703116, 48.50393395503386]                                         |129.9245300292968750|   1024.00000000|[32, 10, 1, 11]                                                            | | GPS sucess | actual_k=1
      11|[15.500217887703116, 48.50393395503386]                                         |129.9245300292968750|    512.00000000|[35, 11, 1, 12]                                                            |  | used linear model with 5 points | actual_k=1
      12|[15.500217887703116, 48.50393395503386]                                         |129.9245300292968750|    256.00000000|[38, 12, 1, 13]                                                            |  | used linear model with 5 points | actual_k=1
      13|[15.500217887703116, 48.50393395503386]                                         |129.9245300292968750|    128.00000000|[41, 13, 1, 14]                                                            |  | used linear model with 5 points | actual_k=1
      14|[15.500217887703116, 48.50393395503386]                                         |129.9245300292968750|     64.00000000|[44, 14, 1, 15]                                                            |  | used linear model with 5 points | actual_k=1
      15|[24.890386077705557, 26.218268442948897]                                        | 65.4217529296875000|    128.00000000|[47, 15, 1, 16]                                                            | | GPS sucess | actual_k=1
      16|[24.890386077705557, 26.218268442948897]                                        | 65.4217529296875000|     64.00000000|[50, 16, 1, 17]                                                            |  | used linear model with 5 points | actual_k=1
      17|[-11.237173584159677, 2.8788576610885457]                                       |  7.4512748718261719|    128.00000000|[53, 17, 1, 18]                                                            | | GPS sucess | actual_k=1
      18|[-11.237173584159677, 2.8788576610885457]                                       |  7.4512748718261719|     64.00000000|[56, 18, 1, 19]                                                            |  | used linear model with 5 points | actual_k=1
      19|[-11.237173584159677, 2.8788576610885457]                                       |  7.4512748718261719|     32.00000000|[59, 19, 1, 20]                                                            |  | used linear model with 5 points | actual_k=1
