k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9413508296012878, -0.9832046031951904]                                      |  5.9899764060974121|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.9413508296012878, -0.9832046031951904]                                      |  5.9899764060974121|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.9413508296012878, -0.9832046031951904]                                      |  5.9899764060974121|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.7976613610982894, -0.5042960941791534]                                      |  3.2326276302337646|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.0831733375787735, -0.030872106552124]                                        |  0.9394655227661133|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[0.0831733375787735, -0.030872106552124]                                        |  0.9394655227661133|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0831733375787735, -0.030872106552124]                                        |  0.9394655227661133|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.0831733375787735, -0.030872106552124]                                        |  0.9394655227661133|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0831733375787735, -0.030872106552124]                                        |  0.9394655227661133|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.1851545751094819, 0.0414108484983444]                                        |  0.7869168519973755|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[0.1851545751094819, 0.0414108484983444]                                        |  0.7869168519973755|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.1851545751094819, 0.0414108484983444]                                        |  0.7869168519973755|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
