k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, -0.4714634656906128]                                       |  0.1656312346458435|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1793725490570068, -0.4714634656906128]                                       |  0.1656312346458435|      1.00000000|[5, 0, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       3|[0.1793725490570068, -0.4714634656906128]                                       |  0.1656312346458435|      0.50000000|[8, 0, 2, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[-0.2959559559822083, -0.316341707110405]                                       |  0.0705898627638817|      1.00000000|[11, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.2959559559822083, -0.316341707110405]                                       |  0.0705898627638817|      0.50000000|[13, 0, 2, 7]                                                              |  | used linear model with 3 points | actual_k=0
       6|[-0.2959559559822083, -0.316341707110405]                                       |  0.0705898627638817|      0.25000000|[15, 0, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       7|[-0.2117181420326233, -0.080961161851883]                                       |  0.0067442441359162|      0.50000000|[18, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-0.2117181420326233, -0.080961161851883]                                       |  0.0067442441359162|      0.25000000|[20, 0, 4, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[0.0344140231609344, -0.1247669771313668]                                       |  0.0007680559065193|      0.50000000|[23, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[0.0344140231609344, -0.1247669771313668]                                       |  0.0007680559065193|      0.25000000|[25, 0, 4, 14]                                                             |  | used linear model with 3 points | actual_k=0
      11|[0.0344140231609344, -0.1247669771313668]                                       |  0.0007680559065193|      0.12500000|[27, 0, 4, 15]                                                             |  | used linear model with 3 points | actual_k=0
      12|[0.1156250834465027, -0.0297419145703316]                                       |  0.0005622030585073|      0.25000000|[29, 0, 4, 16]                                                             | | GPS sucess | actual_k=0
      13|[0.1156250834465027, -0.0297419145703316]                                       |  0.0005622030585073|      0.12500000|[31, 0, 4, 17]                                                             |  | used linear model with 3 points | actual_k=0
      14|[-0.0081748813390732, -0.047021021693945]                                       |  0.0000149741636051|      0.25000000|[33, 0, 4, 18]                                                             | | GPS sucess | actual_k=0
      15|[-0.0081748813390732, -0.047021021693945]                                       |  0.0000149741636051|      0.12500000|[35, 0, 4, 19]                                                             |  | used linear model with 3 points | actual_k=0
      16|[-0.0081748813390732, -0.047021021693945]                                       |  0.0000149741636051|      0.06250000|[37, 0, 4, 20]                                                             |  | used linear model with 3 points | actual_k=0
