k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8039290457963943, 5.259478211402893]                                         |103.6089630126953125|      2.00000000|[4, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8039290457963943, 5.259478211402893]                                         |103.6089630126953125|      1.00000000|[7, 0, 1, 3]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       3|[0.4087880104780197, 6.09125542640686]                                          | 27.9933948516845703|      2.00000000|[11, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[0.4264920093119144, 4.496748924255371]                                         |  7.0208892822265625|      4.00000000|[14, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.4264920093119144, 4.496748924255371]                                         |  7.0208892822265625|      2.00000000|[17, 0, 2, 7]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[0.4264920093119144, 4.496748924255371]                                         |  7.0208892822265625|      1.00000000|[21, 0, 3, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[0.4264920093119144, 4.496748924255371]                                         |  7.0208892822265625|      0.50000000|[25, 0, 4, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[0.4755371361970901, 4.664004623889923]                                         |  1.3938702344894409|      1.00000000|[29, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.4755371361970901, 4.664004623889923]                                         |  1.3938702344894409|      0.50000000|[32, 0, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[0.6662376523017883, 4.364756464958191]                                         |  0.9801227450370789|      1.00000000|[36, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.6662376523017883, 4.364756464958191]                                         |  0.9801227450370789|      0.50000000|[39, 0, 6, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[0.6662376523017883, 4.364756464958191]                                         |  0.9801227450370789|      0.25000000|[43, 0, 7, 19]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      13|[0.6662376523017883, 4.364756464958191]                                         |  0.9801227450370789|      0.12500000|[47, 0, 8, 21]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
