k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.3, 0.4]                                                                      |4171.3061619604923180|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3, 0.4]                                                                      |4171.3061619604923180|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.3385939441621303, -0.027518755197525]                                        |218.2799224853515625|      1.00000000|[10, 0, 1, 3]                                                              | | GPS sucess | actual_k=0
       3|[0.3385939441621303, -0.027518755197525]                                        |218.2799224853515625|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0106232605874538, 0.3130313396453858]                                        |206.6421813964843750|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.0106232605874538, 0.3130313396453858]                                        |206.6421813964843750|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.0106232605874538, 0.3130313396453858]                                        |206.6421813964843750|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.1218796662986278, 0.3018671363592148]                                        |171.2701416015625000|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.1218796662986278, 0.3018671363592148]                                        |171.2701416015625000|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.2266372658312321, 0.275069746747613]                                         |129.3121337890625000|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.2266372658312321, 0.275069746747613]                                         |129.3121337890625000|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.2266372658312321, 0.275069746747613]                                         |129.3121337890625000|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.2266372658312321, 0.275069746747613]                                         |129.3121337890625000|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
