k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4272534549236298, 0.5677556097507477, 1.5532841682434082, 1.2752405405044556, 0.9633917212486267, 0.2503688335418701, 0.303758442401886, 0.9339114725589752, 1.3692213892936707, 0.5432913601398468, 1.1700949519872665, -0.1104781627655029, 1.456023246049881, 0.9951625731773674, 1.1010776534676552, 0.7825811505317688, 0.6683529913425446, 1.0905855745077133, 0.860474556684494, 0.6097612380981445, 0.9051846489310265, 0.8421298861503601]|  1.2570390701293945|      2.00000000|[276, 0, 0, 5]                                                             | | GPS sucess | actual_k=0
       2|[0.8726474940776825, 0.0373158752918243, 0.72488933801651, 2.023545742034912, 0.9943506717681885, 0.8290196061134338, -0.2446029782295227, 1.6833730041980743, -0.0099754929542542, -0.8463247716426849, 0.9934537708759308, -1.7042192220687866, -0.3936453759670258, 0.9089400661177933, 1.2833625301718712, 1.6124234199523926, 1.7122043669223785, 1.1837574169039726, 1.457393854856491, 0.4909478724002838, -0.0247645154595375, 1.1216150522232056]|  0.9508936405181885|      4.00000000|[551, 0, 0, 10]                                                            | | GPS sucess | actual_k=0
       3|[-0.1512341797351837, 0.66824671626091, 3.5351136326789856, 0.046708345413208, 0.0510817170143127, 0.0444509387016296, -3.0481908917427063, 0.1705084145069122, 1.4059277176856995, -1.636164516210556, 0.6019559800624847, -3.697464942932129, -0.4581896662712097, 1.03885890962556, 1.2598630283027887, 2.9589468240737915, -2.424283593893051, -1.5391455963253975, 0.8478526175022125, 0.6216713339090347, 0.1127273663878441, 3.482178568840027]|  0.7034663558006287|      8.00000000|[826, 0, 0, 15]                                                            | | GPS sucess | actual_k=0
       4|[-1.193822294473648, 2.127993196249008, 0.3622716069221497, -2.2969586849212646, -0.0782186388969421, -1.0453532338142395, -1.5145416855812073, -2.009040802717209, -0.4654528498649597, 0.3270306885242462, 0.0047954618930817, -4.55098682641983, 2.517742693424225, 3.021511454600841, 1.521510312333703, 1.3884234428405762, -1.1828391253948212, -3.795585997402668, 2.4236283600330353, -0.4092966169118881, 0.0335326865315437, 5.204739212989807]|  0.5133602023124695|     16.00000000|[1101, 0, 0, 20]                                                           | | GPS sucess | actual_k=0
       5|[-1.193822294473648, 2.127993196249008, 0.3622716069221497, -2.2969586849212646, -0.0782186388969421, -1.0453532338142395, -1.5145416855812073, -2.009040802717209, -0.4654528498649597, 0.3270306885242462, 0.0047954618930817, -4.55098682641983, 2.517742693424225, 3.021511454600841, 1.521510312333703, 1.3884234428405762, -1.1828391253948212, -3.795585997402668, 2.4236283600330353, -0.4092966169118881, 0.0335326865315437, 5.204739212989807]|  0.5133602023124695|      8.00000000|[1376, 0, 0, 25]                                                           |  | used quadratic model with 276 points | actual_k=0
       6|[-1.1117475852370262, 0.5943423211574554, -0.543782651424408, -0.6689794063568115, -1.7927936911582947, -3.4157784581184387, -2.3636717200279236, -2.1978543251752853, 1.0252204537391663, -1.7568854987621307, -0.0290035270154476, -6.8019967675209045, 0.2910700440406799, 1.1531036091037095, 1.9973138961941004, 0.7352649569511414, -0.6514070928096771, -7.073239453136921, -0.084187239408493, 1.4248962551355362, 0.9078642204403877, 2.620895266532898]|  0.4306174814701080|     16.00000000|[1651, 0, 0, 30]                                                           | | GPS sucess | actual_k=0
       7|[-1.1117475852370262, 0.5943423211574554, -0.543782651424408, -0.6689794063568115, -1.7927936911582947, -3.4157784581184387, -2.3636717200279236, -2.1978543251752853, 1.0252204537391663, -1.7568854987621307, -0.0290035270154476, -6.8019967675209045, 0.2910700440406799, 1.1531036091037095, 1.9973138961941004, 0.7352649569511414, -0.6514070928096771, -7.073239453136921, -0.084187239408493, 1.4248962551355362, 0.9078642204403877, 2.620895266532898]|  0.4306174814701080|      8.00000000|[1926, 0, 0, 35]                                                           |  | used quadratic model with 276 points | actual_k=0
       8|[-0.7669714316725731, -0.1296626627445221, -0.3617409020662308, -0.5312058180570602, -2.2391256392002106, -1.5188369154930115, -1.37911856174469, -1.6621544808149338, 0.9226255640387535, -2.1228600442409515, 0.0750389732420444, -6.737115353345871, -0.132799506187439, 0.365218420047313, 1.215247431769967, 1.3766709566116333, -0.7559547945857048, -8.244808919727802, 1.3771351873874664, 1.7304862588644028, 1.5186662152409554, 0.5514699220657349]|  0.4023450613021851|     16.00000000|[2201, 0, 0, 40]                                                           | | GPS sucess | actual_k=0
       9|[-0.7669714316725731, -0.1296626627445221, -0.3617409020662308, -0.5312058180570602, -2.2391256392002106, -1.5188369154930115, -1.37911856174469, -1.6621544808149338, 0.9226255640387535, -2.1228600442409515, 0.0750389732420444, -6.737115353345871, -0.132799506187439, 0.365218420047313, 1.215247431769967, 1.3766709566116333, -0.7559547945857048, -8.244808919727802, 1.3771351873874664, 1.7304862588644028, 1.5186662152409554, 0.5514699220657349]|  0.4023450613021851|      8.00000000|[2476, 0, 0, 45]                                                           |  | used quadratic model with 276 points | actual_k=0
      10|[-0.0620730742812157, 0.4510870277881622, 0.1501489728689194, 0.1198273450136185, -2.1461873650550842, -0.8918602466583252, -2.2763872146606445, -1.6867505814880133, 0.0359212979674339, -1.449736326932907, 0.746323648840189, -7.74454590678215, 0.0032604783773422, -1.9043354797177017, 0.6923830304294825, 1.2748005986213684, -1.3582738563418388, -8.293029054999352, -0.2109820544719696, 0.7813503593206406, 0.5652689412236214, -0.0946327447891235]|  0.3914100825786591|     16.00000000|[2751, 0, 0, 50]                                                           | | GPS sucess | actual_k=0
      11|[-0.0620730742812157, 0.4510870277881622, 0.1501489728689194, 0.1198273450136185, -2.1461873650550842, -0.8918602466583252, -2.2763872146606445, -1.6867505814880133, 0.0359212979674339, -1.449736326932907, 0.746323648840189, -7.74454590678215, 0.0032604783773422, -1.9043354797177017, 0.6923830304294825, 1.2748005986213684, -1.3582738563418388, -8.293029054999352, -0.2109820544719696, 0.7813503593206406, 0.5652689412236214, -0.0946327447891235]|  0.3914100825786591|      8.00000000|[3026, 0, 0, 55]                                                           |  | used quadratic model with 276 points | actual_k=0
