k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.5714635252952576, 2.179372549057007]                                         |260.9653320312500000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[2.5540489554405212, 0.1794484853744507]                                        | 28.2390632629394531|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[2.5540489554405212, 0.1794484853744507]                                        | 28.2390632629394531|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[2.5540489554405212, 0.1794484853744507]                                        | 28.2390632629394531|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.9024792909622192, -0.579140305519104]                                        |  3.8950562477111816|      2.00000000|[18, 5, 2, 7]                                                              | | GPS sucess | actual_k=1
       6|[1.9024792909622192, -0.579140305519104]                                        |  3.8950562477111816|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9609572291374207, -0.2421890795230865]                                       |  2.1438801288604736|      2.00000000|[25, 7, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[0.9609572291374207, -0.2421890795230865]                                       |  2.1438801288604736|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.1361804902553558, 0.7423396408557892]                                        |  0.2230252474546432|      2.00000000|[32, 9, 4, 13]                                                             | | GPS sucess | actual_k=1
      10|[1.1361804902553558, 0.7423396408557892]                                        |  0.2230252474546432|      1.00000000|[35, 10, 5, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.1361804902553558, 0.7423396408557892]                                        |  0.2230252474546432|      0.50000000|[39, 11, 6, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.7560802400112152, 1.0671839118003845]                                        |  0.0837888792157173|      1.00000000|[43, 12, 6, 18]                                                            | | GPS sucess | actual_k=1
      13|[0.7560802400112152, 1.0671839118003845]                                        |  0.0837888792157173|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
