k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-12.0, 10.0]                                                                   |100.9885487881180239|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-11.03920567035675, 9.722737789154053]                                         |100.9851989746093750|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-9.204070210456848, 10.5178964138031]                                          |100.9723281860351562|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-5.6527146100997925, 12.358514308929443]                                       |100.7181320190429688|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[0.6041027307510376, 7.373312473297119]                                         | 98.1401748657226562|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[0.6041027307510376, 7.373312473297119]                                         | 98.1401748657226562|      8.00000000|[21, 0, 0, 5]                                                              |  | used linear model with 5 points | actual_k=0
       6|[-0.7213342189788818, -0.5161237716674805]                                      | 52.5368194580078125|     16.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[-0.7213342189788818, -0.5161237716674805]                                      | 52.5368194580078125|      8.00000000|[29, 0, 0, 7]                                                              |  | used linear model with 5 points | actual_k=0
       8|[-0.7213342189788818, -0.5161237716674805]                                      | 52.5368194580078125|      4.00000000|[33, 0, 0, 8]                                                              |  | used linear model with 5 points | actual_k=0
       9|[1.7514150142669678, 2.628000020980835]                                         | 16.5470237731933594|      8.00000000|[37, 0, 0, 9]                                                              | | GPS sucess | actual_k=0
      10|[1.7514150142669678, 2.628000020980835]                                         | 16.5470237731933594|      4.00000000|[41, 0, 1, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.7514150142669678, 2.628000020980835]                                         | 16.5470237731933594|      2.00000000|[46, 0, 2, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[1.7514150142669678, 2.628000020980835]                                         | 16.5470237731933594|      1.00000000|[51, 0, 3, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[1.7514150142669678, 2.628000020980835]                                         | 16.5470237731933594|      0.50000000|[56, 0, 4, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[1.7514150142669678, 2.628000020980835]                                         | 16.5470237731933594|      0.25000000|[61, 0, 5, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[1.7755643427371979, 2.876830905675888]                                         |  7.4443483352661133|      0.50000000|[66, 0, 5, 20]                                                             | | GPS sucess | actual_k=0
