k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.06065360456705, 0.141142725944519, 0.3152836665511131, 0.0630746282637119, 99.9563411436975, -0.1260201632976532, 0.3875491052865982, 0.7669709265232086, 99.93010731041431, 0.0509007966518402, 0.2271030649542808, 0.8853482721373439, 99.87858522683382, 0.0988254365324974, 0.2377721309661865, 0.8024117752909661, 100.02450371719897, -0.0378272652626038, 0.4477386899292469, 0.7804579485207797, 100.05224119499326, -0.0009559693932533, 0.4383539387956262, 0.6855379074811936, 100.03863359615207, 0.0770673399418592, 0.517146859318018, 0.6992933040484786, 100.0491371229291, 0.0041806682944298, 0.4377317242324352, 0.7088399406522512, 99.9714538846165, 0.1038187384605408, 0.5162660907953978, 0.4795090988278389, 99.86199663579464, 0.2874010249972344, 0.4551873169839382, 0.6269425362348556, 99.73041859269142, 0.276733597740531, 0.468880957365036, 0.6034491211175919, 100.13035157322884, 0.3771448314189911, 0.5602130427956581, 0.2890739440917969, 100.04437776654959, 0.4457680717110634, 0.4813665211200714, 0.5404125899076462, 99.98161460086703, 0.4484991632401943, 0.836206367611885, 0.3897023923695088, 100.15033906698227, 0.5271156966686249, 0.6282448664307594, 0.4043359794653952, 99.94826363772154, 0.3337479141354561, 0.8300150901079177, 0.4434963047504425, 99.94157231599092, 0.5402941450476646, 0.6204037666320801, 0.5006750106811524, 100.09000287950039, 0.5078244514763355, 0.8436826691031456, 0.1574100188910961, 99.71648836135864, 0.42385184019804, 0.750092438608408, 0.1222546141594648, 100.08766947686672, 0.4199778735637665, 0.7298420324921608, 0.1138114854693413, 299.9424313493073, 299.91546177119017, 299.9824857842177, 299.94454734027386, 300.09482626616955, 299.883414901793, 300.0317653492093, 300.02153777331114, 300.14373821020126, 300.07670506089926, 300.1112082526088, 299.9580616168678, 300.06641188263893, 299.98661058954895, 299.89672788232565, 299.6980223953724, 300.13343457877636, 299.9689184445888, 300.1131489574909]|1201.3857421875000000|      2.00000000|[86, 12, 1, 7]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       2|[100.06065360456705, 0.141142725944519, 0.3152836665511131, 0.0630746282637119, 99.9563411436975, -0.1260201632976532, 0.3875491052865982, 0.7669709265232086, 99.93010731041431, 0.0509007966518402, 0.2271030649542808, 0.8853482721373439, 99.87858522683382, 0.0988254365324974, 0.2377721309661865, 0.8024117752909661, 100.02450371719897, -0.0378272652626038, 0.4477386899292469, 0.7804579485207797, 100.05224119499326, -0.0009559693932533, 0.4383539387956262, 0.6855379074811936, 100.03863359615207, 0.0770673399418592, 0.517146859318018, 0.6992933040484786, 100.0491371229291, 0.0041806682944298, 0.4377317242324352, 0.7088399406522512, 99.9714538846165, 0.1038187384605408, 0.5162660907953978, 0.4795090988278389, 99.86199663579464, 0.2874010249972344, 0.4551873169839382, 0.6269425362348556, 99.73041859269142, 0.276733597740531, 0.468880957365036, 0.6034491211175919, 100.13035157322884, 0.3771448314189911, 0.5602130427956581, 0.2890739440917969, 100.04437776654959, 0.4457680717110634, 0.4813665211200714, 0.5404125899076462, 99.98161460086703, 0.4484991632401943, 0.836206367611885, 0.3897023923695088, 100.15033906698227, 0.5271156966686249, 0.6282448664307594, 0.4043359794653952, 99.94826363772154, 0.3337479141354561, 0.8300150901079177, 0.4434963047504425, 99.94157231599092, 0.5402941450476646, 0.6204037666320801, 0.5006750106811524, 100.09000287950039, 0.5078244514763355, 0.8436826691031456, 0.1574100188910961, 99.71648836135864, 0.42385184019804, 0.750092438608408, 0.1222546141594648, 100.08766947686672, 0.4199778735637665, 0.7298420324921608, 0.1138114854693413, 299.9424313493073, 299.91546177119017, 299.9824857842177, 299.94454734027386, 300.09482626616955, 299.883414901793, 300.0317653492093, 300.02153777331114, 300.14373821020126, 300.07670506089926, 300.1112082526088, 299.9580616168678, 300.06641188263893, 299.98661058954895, 299.89672788232565, 299.6980223953724, 300.13343457877636, 299.9689184445888, 300.1131489574909]|1201.3857421875000000|      1.00000000|[201, 28, 4, 18]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[100.01507780556588, 0.1265578884174115, 0.3602721973959342, 0.0502322772476396, 100.0217499770765, -0.1151842038969354, 0.4160054413289733, 0.7400843118928854, 99.91981632501914, 0.0974231206628287, 0.1802821458467423, 0.858283786096591, 99.84177638772864, 0.1132138750059962, 0.2469987258442829, 0.8413486813367679, 99.99142747812552, -0.0201655747950681, 0.4700927084800922, 0.7957702196859698, 100.01785292909489, 0.0003303237420828, 0.4601563499902602, 0.6761651722799951, 99.95881887504767, 0.0778411502237842, 0.4648390367859023, 0.6799589703689773, 100.09205477126534, 0.0087430494190294, 0.4072059392501499, 0.6724626376823667, 100.04670927151474, 0.1941007363671291, 0.4878643896346865, 0.4555145117486195, 99.8957118444703, 0.3322999500577894, 0.449486600884501, 0.6077580316788358, 99.74907724116092, 0.2720899000993042, 0.4578308625156702, 0.5954791979350087, 100.10976968951586, 0.3735611872448962, 0.5017584726081988, 0.311554904344289, 100.12019546217861, 0.4836522751135679, 0.4468778127189111, 0.5346468313276211, 99.95175256379163, 0.4000485597235512, 0.8353899276639786, 0.3926116963879216, 100.09053157532824, 0.5281894928289701, 0.6327648032219996, 0.43982048595096, 99.99784030785679, 0.3551242981925213, 0.8366468443474712, 0.428266983083666, 99.98666293338232, 0.5536257728848083, 0.6034078332538185, 0.5001068764700284, 100.12368836763751, 0.5326033709611705, 0.8211931199077164, 0.1749529637942326, 99.69639471824061, 0.4337607251463251, 0.7669200369546562, 0.11641079240913, 100.06768521176943, 0.4175843167243308, 0.6532550663512685, 0.1224492940272423, 300.1893370902547, 299.9721525785922, 299.6936156905463, 299.730617489145, 299.8806140212383, 300.08408778166154, 299.9834750611053, 299.73439419311956, 300.34183582073166, 300.2258368575124, 300.0577396597347, 300.24538670721364, 299.6878149610562, 300.2057503090102, 300.006519200843, 299.38385798786385, 300.3967999709671, 300.12729877412863, 300.1324416298188]|1052.3592529296875000|      2.00000000|[243, 34, 4, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       4|[100.01507780556588, 0.1265578884174115, 0.3602721973959342, 0.0502322772476396, 100.0217499770765, -0.1151842038969354, 0.4160054413289733, 0.7400843118928854, 99.91981632501914, 0.0974231206628287, 0.1802821458467423, 0.858283786096591, 99.84177638772864, 0.1132138750059962, 0.2469987258442829, 0.8413486813367679, 99.99142747812552, -0.0201655747950681, 0.4700927084800922, 0.7957702196859698, 100.01785292909489, 0.0003303237420828, 0.4601563499902602, 0.6761651722799951, 99.95881887504767, 0.0778411502237842, 0.4648390367859023, 0.6799589703689773, 100.09205477126534, 0.0087430494190294, 0.4072059392501499, 0.6724626376823667, 100.04670927151474, 0.1941007363671291, 0.4878643896346865, 0.4555145117486195, 99.8957118444703, 0.3322999500577894, 0.449486600884501, 0.6077580316788358, 99.74907724116092, 0.2720899000993042, 0.4578308625156702, 0.5954791979350087, 100.10976968951586, 0.3735611872448962, 0.5017584726081988, 0.311554904344289, 100.12019546217861, 0.4836522751135679, 0.4468778127189111, 0.5346468313276211, 99.95175256379163, 0.4000485597235512, 0.8353899276639786, 0.3926116963879216, 100.09053157532824, 0.5281894928289701, 0.6327648032219996, 0.43982048595096, 99.99784030785679, 0.3551242981925213, 0.8366468443474712, 0.428266983083666, 99.98666293338232, 0.5536257728848083, 0.6034078332538185, 0.5001068764700284, 100.12368836763751, 0.5326033709611705, 0.8211931199077164, 0.1749529637942326, 99.69639471824061, 0.4337607251463251, 0.7669200369546562, 0.11641079240913, 100.06768521176943, 0.4175843167243308, 0.6532550663512685, 0.1224492940272423, 300.1893370902547, 299.9721525785922, 299.6936156905463, 299.730617489145, 299.8806140212383, 300.08408778166154, 299.9834750611053, 299.73439419311956, 300.34183582073166, 300.2258368575124, 300.0577396597347, 300.24538670721364, 299.6878149610562, 300.2057503090102, 300.006519200843, 299.38385798786385, 300.3967999709671, 300.12729877412863, 300.1324416298188]|1052.3592529296875000|      1.00000000|[357, 50, 6, 31]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[99.92491294826596, 0.1420937596958588, 0.3602311160811582, 0.0242383230625996, 100.05005873806428, -0.1252509791886225, 0.4957776084529169, 0.8215069547198002, 99.89323810982076, 0.1052694204511854, 0.1844239398727709, 0.8910819500156397, 99.80293148922287, 0.1688533903652824, 0.1913538643021286, 0.8259090803359215, 100.05124760622793, 0.00012793893762, 0.4706359582472563, 0.7771271749429735, 100.05151955945163, 0.0290526982597471, 0.4173106606054506, 0.7108768413906235, 99.88290925204976, 0.0313648464829771, 0.4403426298608741, 0.7024858569285688, 100.09666800479765, -0.0221170563916079, 0.4284986854361258, 0.7126135393029299, 100.07005774740362, 0.1837372630991728, 0.4599265278130744, 0.4892258466344093, 99.96396568454072, 0.3797189336553737, 0.3285360329886953, 0.6064058514064816, 99.77064150024047, 0.2527191278264143, 0.4492306618649205, 0.6143401693996925, 100.21225600971991, 0.4013799534564848, 0.4981337252759332, 0.4054422716040808, 100.20360924705244, 0.4635442120641037, 0.4815467999476177, 0.5899404673195662, 99.90491761097874, 0.3475000105675882, 0.7705673676580423, 0.4138039138047701, 100.15244344287619, 0.5077182960769568, 0.6036300375642772, 0.4682049018224276, 100.02414505449045, 0.3706025631888491, 0.8909508009699036, 0.379196107122309, 100.0333606568407, 0.6050661334332668, 0.5586964547418579, 0.4858563890965543, 100.28680697964509, 0.5566412076953694, 0.8017972837502646, 0.1165576158654556, 99.84976245663788, 0.4382031925151426, 0.7524256616934614, 0.140307112148922, 100.12755928035372, 0.394117510405203, 0.6355353332929009, 0.1213507462948, 300.19442843274913, 300.34080958060093, 300.0950564421702, 299.70200120895015, 299.668767231831, 300.1385224262304, 299.94552183044095, 299.52569263940524, 300.6215853963422, 299.951250692099, 299.8955569241845, 299.9558498489613, 299.6114451103931, 300.4457488579749, 299.9071840457354, 299.54547241396006, 300.2772874891013, 300.01491050078533, 299.9935165222002]|1048.3658447265625000|      2.00000000|[399, 56, 6, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       6|[99.92491294826596, 0.1420937596958588, 0.3602311160811582, 0.0242383230625996, 100.05005873806428, -0.1252509791886225, 0.4957776084529169, 0.8215069547198002, 99.89323810982076, 0.1052694204511854, 0.1844239398727709, 0.8910819500156397, 99.80293148922287, 0.1688533903652824, 0.1913538643021286, 0.8259090803359215, 100.05124760622793, 0.00012793893762, 0.4706359582472563, 0.7771271749429735, 100.05151955945163, 0.0290526982597471, 0.4173106606054506, 0.7108768413906235, 99.88290925204976, 0.0313648464829771, 0.4403426298608741, 0.7024858569285688, 100.09666800479765, -0.0221170563916079, 0.4284986854361258, 0.7126135393029299, 100.07005774740362, 0.1837372630991728, 0.4599265278130744, 0.4892258466344093, 99.96396568454072, 0.3797189336553737, 0.3285360329886953, 0.6064058514064816, 99.77064150024047, 0.2527191278264143, 0.4492306618649205, 0.6143401693996925, 100.21225600971991, 0.4013799534564848, 0.4981337252759332, 0.4054422716040808, 100.20360924705244, 0.4635442120641037, 0.4815467999476177, 0.5899404673195662, 99.90491761097874, 0.3475000105675882, 0.7705673676580423, 0.4138039138047701, 100.15244344287619, 0.5077182960769568, 0.6036300375642772, 0.4682049018224276, 100.02414505449045, 0.3706025631888491, 0.8909508009699036, 0.379196107122309, 100.0333606568407, 0.6050661334332668, 0.5586964547418579, 0.4858563890965543, 100.28680697964509, 0.5566412076953694, 0.8017972837502646, 0.1165576158654556, 99.84976245663788, 0.4382031925151426, 0.7524256616934614, 0.140307112148922, 100.12755928035372, 0.394117510405203, 0.6355353332929009, 0.1213507462948, 300.19442843274913, 300.34080958060093, 300.0950564421702, 299.70200120895015, 299.668767231831, 300.1385224262304, 299.94552183044095, 299.52569263940524, 300.6215853963422, 299.951250692099, 299.8955569241845, 299.9558498489613, 299.6114451103931, 300.4457488579749, 299.9071840457354, 299.54547241396006, 300.2772874891013, 300.01491050078533, 299.9935165222002]|1048.3658447265625000|      1.00000000|[511, 72, 6, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[99.92491294826596, 0.1420937596958588, 0.3602311160811582, 0.0242383230625996, 100.05005873806428, -0.1252509791886225, 0.4957776084529169, 0.8215069547198002, 99.89323810982076, 0.1052694204511854, 0.1844239398727709, 0.8910819500156397, 99.80293148922287, 0.1688533903652824, 0.1913538643021286, 0.8259090803359215, 100.05124760622793, 0.00012793893762, 0.4706359582472563, 0.7771271749429735, 100.05151955945163, 0.0290526982597471, 0.4173106606054506, 0.7108768413906235, 99.88290925204976, 0.0313648464829771, 0.4403426298608741, 0.7024858569285688, 100.09666800479765, -0.0221170563916079, 0.4284986854361258, 0.7126135393029299, 100.07005774740362, 0.1837372630991728, 0.4599265278130744, 0.4892258466344093, 99.96396568454072, 0.3797189336553737, 0.3285360329886953, 0.6064058514064816, 99.77064150024047, 0.2527191278264143, 0.4492306618649205, 0.6143401693996925, 100.21225600971991, 0.4013799534564848, 0.4981337252759332, 0.4054422716040808, 100.20360924705244, 0.4635442120641037, 0.4815467999476177, 0.5899404673195662, 99.90491761097874, 0.3475000105675882, 0.7705673676580423, 0.4138039138047701, 100.15244344287619, 0.5077182960769568, 0.6036300375642772, 0.4682049018224276, 100.02414505449045, 0.3706025631888491, 0.8909508009699036, 0.379196107122309, 100.0333606568407, 0.6050661334332668, 0.5586964547418579, 0.4858563890965543, 100.28680697964509, 0.5566412076953694, 0.8017972837502646, 0.1165576158654556, 99.84976245663788, 0.4382031925151426, 0.7524256616934614, 0.140307112148922, 100.12755928035372, 0.394117510405203, 0.6355353332929009, 0.1213507462948, 300.19442843274913, 300.34080958060093, 300.0950564421702, 299.70200120895015, 299.668767231831, 300.1385224262304, 299.94552183044095, 299.52569263940524, 300.6215853963422, 299.951250692099, 299.8955569241845, 299.9558498489613, 299.6114451103931, 300.4457488579749, 299.9071840457354, 299.54547241396006, 300.2772874891013, 300.01491050078533, 299.9935165222002]|1048.3658447265625000|      0.50000000|[624, 88, 7, 51]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[99.92722419421771, 0.1953900867008508, 0.3766503906688676, 0.0001915928408699, 100.03258579868934, -0.0985985814406934, 0.4935960582442439, 0.7953373577200141, 99.94694895181809, 0.136753447610911, 0.1487241915822053, 0.8774982776235349, 99.80264066029657, 0.174768674532264, 0.161245468278314, 0.8471962723525414, 100.02128333007033, -0.0148892866375992, 0.4745829780986658, 0.7926247388748295, 100.04125759346698, 0.0125913324437304, 0.4248470190463008, 0.7580742134708498, 99.95834576180793, 0.0333770041881646, 0.4432365275652642, 0.7520117910580911, 100.01374728753376, -0.0315195344932365, 0.407719230259786, 0.7071264997311161, 100.09020950562785, 0.1775374663737714, 0.4580408491103796, 0.4644919328947523, 99.94832305533008, 0.3784090579138101, 0.318983732536069, 0.6036326718116185, 99.75311423747395, 0.2566637254824633, 0.4103501891904108, 0.6295483738708029, 100.21594547968522, 0.3957651750768013, 0.5094527823909815, 0.4205286985106567, 100.1775706002601, 0.4861428679238891, 0.4930979824183684, 0.6092294595768027, 99.89188269360162, 0.3090562065752837, 0.7744200529538373, 0.4234491997589241, 100.17176453912866, 0.49910826772174, 0.6421338061517732, 0.4434150220900864, 99.95376003913445, 0.4030510021635489, 0.9168761035607729, 0.3667227638686343, 100.00011328894581, 0.6113934732897965, 0.5638424399658992, 0.4907144765075005, 100.23989776137995, 0.5354919367160671, 0.8151090141739583, 0.1186752539646654, 99.89600533062989, 0.4087530320552689, 0.78419209332045, 0.1766573053052728, 100.1085288073806, 0.3680995460149692, 0.6455014251210376, 0.0993853322286939, 300.09139422526107, 300.41892309832747, 300.04511177842704, 299.86483155835793, 299.49995434599435, 300.1120077027252, 299.8480918321665, 299.5910386732119, 300.71608943168366, 299.845043715041, 299.8645811590997, 299.8964778864387, 299.74860438525724, 300.46717796577286, 299.8045522264616, 299.70132865997675, 300.336141140041, 300.0866033820614, 300.11385592923875]|990.0087280273437500|      1.00000000|[666, 94, 7, 54]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
       9|[99.92722419421771, 0.1953900867008508, 0.3766503906688676, 0.0001915928408699, 100.03258579868934, -0.0985985814406934, 0.4935960582442439, 0.7953373577200141, 99.94694895181809, 0.136753447610911, 0.1487241915822053, 0.8774982776235349, 99.80264066029657, 0.174768674532264, 0.161245468278314, 0.8471962723525414, 100.02128333007033, -0.0148892866375992, 0.4745829780986658, 0.7926247388748295, 100.04125759346698, 0.0125913324437304, 0.4248470190463008, 0.7580742134708498, 99.95834576180793, 0.0333770041881646, 0.4432365275652642, 0.7520117910580911, 100.01374728753376, -0.0315195344932365, 0.407719230259786, 0.7071264997311161, 100.09020950562785, 0.1775374663737714, 0.4580408491103796, 0.4644919328947523, 99.94832305533008, 0.3784090579138101, 0.318983732536069, 0.6036326718116185, 99.75311423747395, 0.2566637254824633, 0.4103501891904108, 0.6295483738708029, 100.21594547968522, 0.3957651750768013, 0.5094527823909815, 0.4205286985106567, 100.1775706002601, 0.4861428679238891, 0.4930979824183684, 0.6092294595768027, 99.89188269360162, 0.3090562065752837, 0.7744200529538373, 0.4234491997589241, 100.17176453912866, 0.49910826772174, 0.6421338061517732, 0.4434150220900864, 99.95376003913445, 0.4030510021635489, 0.9168761035607729, 0.3667227638686343, 100.00011328894581, 0.6113934732897965, 0.5638424399658992, 0.4907144765075005, 100.23989776137995, 0.5354919367160671, 0.8151090141739583, 0.1186752539646654, 99.89600533062989, 0.4087530320552689, 0.78419209332045, 0.1766573053052728, 100.1085288073806, 0.3680995460149692, 0.6455014251210376, 0.0993853322286939, 300.09139422526107, 300.41892309832747, 300.04511177842704, 299.86483155835793, 299.49995434599435, 300.1120077027252, 299.8480918321665, 299.5910386732119, 300.71608943168366, 299.845043715041, 299.8645811590997, 299.8964778864387, 299.74860438525724, 300.46717796577286, 299.8045522264616, 299.70132865997675, 300.336141140041, 300.0866033820614, 300.11385592923875]|990.0087280273437500|      0.50000000|[779, 110, 9, 64]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[99.91096243779758, 0.2002533749543966, 0.4267016663095937, -0.0527564201071663, 100.05852576989791, -0.0533134384825292, 0.4644778220899261, 0.7967766403906312, 99.96321639303122, 0.1379163044281564, 0.1792812503337884, 0.8443617235611685, 99.81480110679139, 0.1550460600949223, 0.1642433360413565, 0.867562663519586, 100.05373149518903, 0.0102480782267502, 0.5255804290464274, 0.818421159747041, 100.0506599207065, 0.0520694481811686, 0.4398603003022613, 0.7079425199884508, 99.94978578603484, 0.0378575821934784, 0.4230818576843972, 0.7728237753736057, 100.00961616317886, -0.0454603400625276, 0.5156125034941534, 0.6477086708136127, 100.1063848204119, 0.1528635741886795, 0.4501103170125631, 0.4771332547624567, 99.97178433944599, 0.3284064122126402, 0.2073848385360156, 0.610782069672831, 99.75908306709086, 0.297502905832767, 0.3676822936349146, 0.6770339787530432, 100.11203836392775, 0.3638415084803887, 0.517098362842917, 0.499660145289431, 100.1999613253512, 0.376911954702053, 0.4740886288253766, 0.5868530936171584, 99.94841072170234, 0.3078319936447459, 0.7625282688074092, 0.4015905820955406, 100.1423419691087, 0.4803699196847355, 0.6182884203917043, 0.5094055743962616, 99.97710107646746, 0.5046059398242431, 0.9080045268119845, 0.3872791765058681, 100.08832126397576, 0.6072897088638334, 0.5483835581108882, 0.404473030072049, 100.33843043062615, 0.4680688314761989, 0.8271673905085659, 0.1158960230235784, 99.98205901498372, 0.3934196626809937, 0.6768565854507296, 0.031690211241514, 100.0643120888559, 0.3617774433937715, 0.5658622510769054, 0.1051495507416165, 300.15083722223983, 300.4657803175169, 300.103169265438, 299.8544175102599, 299.4711964683465, 300.1511380402615, 299.77315350509247, 299.5194030320543, 300.71607660153194, 299.95283408830676, 299.8044345926193, 299.94291329845817, 299.792858524323, 300.40453758193325, 299.8524539872484, 299.69134887083146, 300.40294520634137, 300.0840199661154, 300.0372855375838]|842.1339111328125000|      1.00000000|[808, 114, 9, 66]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=2
