k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6475326418876648, 1.3014289140701294]                                        | 34.4393653869628906|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.7509538158774376, -0.2381752729415894]                                       | 13.6518030166625977|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.7509538158774376, -0.2381752729415894]                                       | 13.6518030166625977|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0571070536971092, -0.3843617737293243]                                       |  3.7474536895751953|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.0571070536971092, -0.3843617737293243]                                       |  3.7474536895751953|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.0571070536971092, -0.3843617737293243]                                       |  3.7474536895751953|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.0571070536971092, -0.3843617737293243]                                       |  3.7474536895751953|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.1869611516594887, 0.011065810918808]                                        |  0.9018654227256775|      1.00000000|[29, 8, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[-0.1869611516594887, 0.011065810918808]                                        |  0.9018654227256775|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.1869611516594887, 0.011065810918808]                                        |  0.9018654227256775|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0360944494605064, -0.0697043985128403]                                      |  0.1599885821342468|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[-0.0360944494605064, -0.0697043985128403]                                      |  0.1599885821342468|      0.25000000|[43, 12, 7, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.0360944494605064, -0.0697043985128403]                                      |  0.1599885821342468|      0.12500000|[47, 13, 8, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
