k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8969269022345543, 1.208053171634674, 1.1004058420658112, 0.6727614402770996, 0.678124725818634, 0.9361066445708275, 0.7178049981594086, 0.5233972072601318, 0.9981455655070022, 0.8754940330982208, 0.9813568461686373, 0.9496435038745403, 1.2809330224990845, 0.9908912805840373, 1.1385962665081024, 0.6913785040378571, 0.8754393756389618, 0.7661173939704895, 1.1508614420890808, 0.9121994972229004, 1.1241447106003761, 0.7153143882751465]|  1.4164735078811646|      2.00000000|[49, 16, 0, 1]                                                             | | GPS sucess | actual_k=16
       2|[0.8703811410814524, 1.4566030502319336, 1.0953727727755904, 0.524055153131485, 0.1698660850524902, 0.939402183284983, 0.4987086653709412, 0.7651980817317963, 0.6726089270086959, 0.9386364817619324, 1.3687549997121096, 0.0225370042026043, 0.3227055072784424, 0.5705311624333262, 0.9354347884654999, 0.50159652531147, 0.6327586323022842, 0.8728916347026825, 1.8916152715682983, 0.9099037731066346, 0.8754024431109428, 1.0248057544231415]|  1.1850210428237915|      4.00000000|[97, 32, 0, 2]                                                             | | GPS sucess | actual_k=16
       3|[0.7416871730238199, 1.2919713705778122, 1.3185947155579925, 1.564645916223526, -1.2542020082473755, 0.8613328689243644, 0.2632246166467667, 0.8476031422615051, -0.9498563258675858, 0.6444983780384064, 2.1311042476445436, -1.3457983620464802, 1.0666354894638062, 0.3103868989273906, 1.3819817304611206, 0.5964629948139191, 0.5923138298094273, 1.200523555278778, 2.0372296422719955, 0.4918330395594239, 0.290071539580822, -0.2061876356601715]|  0.9836378097534180|      8.00000000|[145, 48, 0, 3]                                                            | | GPS sucess | actual_k=16
       4|[-0.5294154938310385, -2.272480085492134, -0.8619758868589997, 0.1084593832492828, -0.3730167746543884, 2.628041242947802, 1.6421466022729874, 0.1578538417816162, -0.059388920548372, 1.622204452753067, 1.2891364265233278, -4.075501788407564, 0.2637072205543518, 1.6444100169464946, 0.2847719192504883, 1.0450494885444641, -0.3327146731317043, 2.52792090177536, 0.6650467962026596, -1.707061461172998, 1.7904830500483513, -2.559487968683243]|  0.7352367043495178|     16.00000000|[193, 64, 0, 4]                                                            | | GPS sucess | actual_k=16
       5|[-0.5294154938310385, -2.272480085492134, -0.8619758868589997, 0.1084593832492828, -0.3730167746543884, 2.628041242947802, 1.6421466022729874, 0.1578538417816162, -0.059388920548372, 1.622204452753067, 1.2891364265233278, -4.075501788407564, 0.2637072205543518, 1.6444100169464946, 0.2847719192504883, 1.0450494885444641, -0.3327146731317043, 2.52792090177536, 0.6650467962026596, -1.707061461172998, 1.7904830500483513, -2.559487968683243]|  0.7352367043495178|      8.00000000|[241, 80, 0, 5]                                                            |  | used linear model with 65 points | actual_k=16
       6|[0.3540502730756998, -3.185202494263649, 0.0499754762277007, 0.0904567874968052, -1.9525707364082336, 0.2668785804416984, 0.650613084435463, 0.9355388283729553, 0.880309417960234, -0.114814966917038, -0.2179099153727293, -5.805137027055025, 2.203242599964142, -1.5292726727202535, 2.324497938156128, 0.1161269545555115, 1.8592900075018406, 4.613618552684784, -2.0334347635507584, -1.5242921924218535, 2.260705791413784, -3.637279897928238]|  0.6584635972976685|     16.00000000|[289, 96, 0, 6]                                                            | | GPS sucess | actual_k=16
       7|[0.3540502730756998, -3.185202494263649, 0.0499754762277007, 0.0904567874968052, -1.9525707364082336, 0.2668785804416984, 0.650613084435463, 0.9355388283729553, 0.880309417960234, -0.114814966917038, -0.2179099153727293, -5.805137027055025, 2.203242599964142, -1.5292726727202535, 2.324497938156128, 0.1161269545555115, 1.8592900075018406, 4.613618552684784, -2.0334347635507584, -1.5242921924218535, 2.260705791413784, -3.637279897928238]|  0.6584635972976685|      8.00000000|[337, 112, 0, 7]                                                           |  | used linear model with 65 points | actual_k=16
       8|[0.3540502730756998, -3.185202494263649, 0.0499754762277007, 0.0904567874968052, -1.9525707364082336, 0.2668785804416984, 0.650613084435463, 0.9355388283729553, 0.880309417960234, -0.114814966917038, -0.2179099153727293, -5.805137027055025, 2.203242599964142, -1.5292726727202535, 2.324497938156128, 0.1161269545555115, 1.8592900075018406, 4.613618552684784, -2.0334347635507584, -1.5242921924218535, 2.260705791413784, -3.637279897928238]|  0.6584635972976685|      4.00000000|[385, 128, 0, 8]                                                           |  | used linear model with 65 points | actual_k=16
       9|[0.8703662101179361, -1.2822537571191788, 0.1829404151067138, 0.0743494406342506, -2.658318042755127, 0.1512276360299438, -0.3458092659711838, -0.3625929951667786, 0.3875156791182235, -0.3140393048524857, -0.5776985716074705, -7.343113172799349, 3.136251211166382, -1.246461329050362, 1.4933985471725464, -0.0593421459197998, 2.3356513418257236, 3.948889136314392, -1.6533551961183548, -0.701245448552072, 2.8579753264784813, -3.7554470002651215]|  0.6027315258979797|      8.00000000|[433, 144, 0, 9]                                                           | | GPS sucess | actual_k=16
      10|[0.8703662101179361, -1.2822537571191788, 0.1829404151067138, 0.0743494406342506, -2.658318042755127, 0.1512276360299438, -0.3458092659711838, -0.3625929951667786, 0.3875156791182235, -0.3140393048524857, -0.5776985716074705, -7.343113172799349, 3.136251211166382, -1.246461329050362, 1.4933985471725464, -0.0593421459197998, 2.3356513418257236, 3.948889136314392, -1.6533551961183548, -0.701245448552072, 2.8579753264784813, -3.7554470002651215]|  0.6027315258979797|      4.00000000|[481, 160, 0, 10]                                                          |  | used linear model with 65 points | actual_k=16
