k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-500.0, -700.0]                                                                |  6.5525197919342713|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-499.3769702911377, -699.3444542884827]                                        |  6.5517077445983887|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-500.7574979066849, -698.4523237943649]                                        |  6.5503783226013184|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-502.9768751859665, -696.9219142198563]                                        |  6.5483188629150391|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-508.01526629924774, -691.8521467447281]                                       |  6.5408172607421875|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[-497.6992005109787, -690.5100063085556]                                        |  6.5388779640197754|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[-511.87490355968475, -678.3169091939926]                                       |  6.5211253166198730|     64.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       7|[-512.2127723395824, -662.8506301641464]                                        |  6.4983391761779785|    128.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       8|[-546.1647147834301, -608.0479797124863]                                        |  6.4119071960449219|    256.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       9|[-475.1621818244457, -499.5156692266464]                                        |  6.2159543037414551|    512.00000000|[28, 9, 0, 9]                                                              | | GPS sucess | actual_k=1
      10|[-475.1621818244457, -499.5156692266464]                                        |  6.2159543037414551|    256.00000000|[31, 10, 0, 10]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-475.1621818244457, -499.5156692266464]                                        |  6.2159543037414551|    128.00000000|[34, 11, 0, 11]                                                            |  | used linear model with 5 points | actual_k=1
      12|[-475.1621818244457, -499.5156692266464]                                        |  6.2159543037414551|     64.00000000|[37, 12, 0, 12]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-475.1621818244457, -499.5156692266464]                                        |  6.2159543037414551|     32.00000000|[40, 13, 0, 13]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-489.65899083018303, -496.27822983264923]                                      |  6.2091579437255859|     64.00000000|[43, 14, 0, 14]                                                            | | GPS sucess | actual_k=1
      15|[-489.65899083018303, -496.27822983264923]                                      |  6.2091579437255859|     32.00000000|[46, 15, 0, 15]                                                            |  | used linear model with 5 points | actual_k=1
      16|[-489.65899083018303, -496.27822983264923]                                      |  6.2091579437255859|     16.00000000|[49, 16, 0, 16]                                                            |  | used linear model with 5 points | actual_k=1
      17|[-493.09117981791496, -495.2153924703598]                                       |  6.2070379257202148|     32.00000000|[52, 17, 0, 17]                                                            | | GPS sucess | actual_k=1
      18|[-476.24698159098625, -490.0378431081772]                                       |  6.1966452598571777|     64.00000000|[55, 18, 0, 18]                                                            | | GPS sucess | actual_k=1
      19|[-476.24698159098625, -490.0378431081772]                                       |  6.1966452598571777|     32.00000000|[58, 19, 0, 19]                                                            |  | used linear model with 5 points | actual_k=1
      20|[-457.9934148490429, -464.0390352010727]                                        |  6.1427555084228516|     64.00000000|[61, 20, 0, 20]                                                            | | GPS sucess | actual_k=1
