k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4285364747047424, 5.820627450942993]                                         | 16.8633384704589844|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.4285364747047424, 5.820627450942993]                                         | 16.8633384704589844|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.4285364747047424, 5.820627450942993]                                         | 16.8633384704589844|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.2734147310256958, 5.345298886299133]                                         |  9.6201229095458984|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[0.2734147310256958, 5.345298886299133]                                         |  9.6201229095458984|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.2734147310256958, 5.345298886299133]                                         |  9.6201229095458984|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.3576525151729584, 5.580679401755333]                                         |  1.1893922090530396|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.4656603336334229, 5.092484459280968]                                         |  1.0807864665985107|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.4656603336334229, 5.092484459280968]                                         |  1.0807864665985107|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.5869235172867775, 4.607412055134773]                                         |  0.8197874426841736|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.5869235172867775, 4.607412055134773]                                         |  0.8197874426841736|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.5869235172867775, 4.607412055134773]                                         |  0.8197874426841736|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.6232160441577435, 4.360060378909111]                                         |  0.1403492838144302|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
