k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.8206274509429932, 1.5714635252952576]                                        |999996391424.0000000000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[3.8205515146255493, 1.554048778489232]                                         |999992328192.0000000000000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[7.411408543586731, -0.2082635145634413]                                        |999985184768.0000000000000000|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[15.016664624214172, -2.6902114134281874]                                       |999969980416.0000000000000000|     16.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       5|[27.154085278511047, -13.11532604508102]                                        |999945797632.0000000000000000|     32.00000000|[16, 5, 0, 5]                                                              | | GPS sucess | actual_k=1
       6|[57.45131504535675, -23.414729235693812]                                        |999886946304.0000000000000000|     64.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       7|[79.01618778705597, 36.8426827210933]                                           |999850442752.0000000000000000|    128.00000000|[22, 7, 0, 7]                                                              | | GPS sucess | actual_k=1
       8|[203.99410831928253, 64.4926842469722]                                          |999765114880.0000000000000000|    256.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       9|[203.99410831928253, 64.4926842469722]                                          |999765114880.0000000000000000|    128.00000000|[28, 9, 1, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[235.03748333454132, -59.68585121445358]                                        |999726841856.0000000000000000|    256.00000000|[32, 10, 1, 11]                                                            | | GPS sucess | actual_k=1
      11|[235.03748333454132, -59.68585121445358]                                        |999726841856.0000000000000000|    128.00000000|[35, 11, 2, 13]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[235.03748333454132, -59.68585121445358]                                        |999726841856.0000000000000000|     64.00000000|[39, 12, 3, 15]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[225.74659645557404, 3.6361778993159533]                                        |999549239296.0000000000000000|    128.00000000|[43, 13, 3, 16]                                                            | | GPS sucess | actual_k=1
      14|[352.5177603960037, 21.329985501244664]                                         |999351582720.0000000000000000|    256.00000000|[46, 14, 3, 17]                                                            | | GPS sucess | actual_k=1
      15|[352.5177603960037, 21.329985501244664]                                         |999351582720.0000000000000000|    128.00000000|[49, 15, 4, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      16|[467.77096474170685, -34.35392105393112]                                        |999323009024.0000000000000000|    256.00000000|[53, 16, 4, 20]                                                            | | GPS sucess | actual_k=1
