k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |186382.3816574575030245|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9832313656806946, 0.8176373541355133]                                        |184595.0312500000000000|      2.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       2|[3.983107626438141, 0.839865118265152]                                          |180859.7500000000000000|      4.00000000|[13, 4, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[6.6205156445503235, 8.392618089914322]                                         |174867.8281250000000000|      8.00000000|[19, 6, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[21.764154255390167, 3.228294759988785]                                         |146259.5156250000000000|     16.00000000|[25, 8, 0, 8]                                                              | | GPS sucess | actual_k=1
       5|[39.887904942035675, 29.601192861795425]                                        |115287.3046875000000000|     32.00000000|[31, 10, 0, 10]                                                            | | GPS sucess | actual_k=1
       6|[102.51180249452591, 42.801475912332535]                                        |39161.5859375000000000|     64.00000000|[37, 12, 0, 12]                                                            | | GPS sucess | actual_k=1
       7|[159.5186613202095, 71.89129295945168]                                          |10782.5908203125000000|    128.00000000|[43, 14, 0, 14]                                                            | | GPS sucess | actual_k=1
       8|[159.5186613202095, 71.89129295945168]                                          |10782.5908203125000000|     64.00000000|[49, 16, 1, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[182.28135854005814, 94.38261643052101]                                         |10345.5498046875000000|    128.00000000|[56, 18, 1, 19]                                                            | | GPS sucess | actual_k=1
      10|[182.28135854005814, 94.38261643052101]                                         |10345.5498046875000000|     64.00000000|[62, 20, 2, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
