k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 14.5560907917588516|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 14.5560907917588516|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.0, 0.0]                                                                      | 14.5560907917588516|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-0.1186184734106064, 0.1615488082170486]                                       |  8.8911027908325195|      0.50000000|[12, 3, 2, 5]                                                              | | GPS sucess | actual_k=1
       4|[-0.0718084014952183, 0.0209079682826996]                                       |  6.5768270492553711|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.0718084014952183, 0.0209079682826996]                                       |  6.5768270492553711|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0718084014952183, 0.0209079682826996]                                       |  6.5768270492553711|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.0718084014952183, 0.0209079682826996]                                       |  6.5768270492553711|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0598764438182116, 0.1393066942691803]                                       |  6.3520231246948242|      0.25000000|[30, 8, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[-0.0598764438182116, 0.1393066942691803]                                       |  6.3520231246948242|      0.12500000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0598764438182116, 0.1393066942691803]                                       |  6.3520231246948242|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0510652624070644, 0.0811760053038597]                                       |  6.2608547210693359|      0.12500000|[41, 11, 7, 18]                                                            | | GPS sucess | actual_k=1
      12|[-0.0510652624070644, 0.0811760053038597]                                       |  6.2608547210693359|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
