k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-5.0, -7.0]                                                                    |700.8468104237188072|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-5.607668042182922, -6.472991585731506]                                        |649.6887817382812500|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-5.607668042182922, -6.472991585731506]                                        |649.6887817382812500|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[-5.726059816777706, -5.874269783496857]                                        |603.6820678710937500|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[-4.660035513341427, -5.641410157084465]                                        |566.0013427734375000|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[-1.9951180443167686, -4.88366125524044]                                        |514.0713500976562500|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[-1.9951180443167686, -4.88366125524044]                                        |514.0713500976562500|      4.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.7071265205740929, -2.359903797507286]                                       |250.4304199218750000|      8.00000000|[24, 7, 2, 9]                                                              | | GPS sucess | actual_k=1
       8|[-0.8416820392012596, -0.3603062480688095]                                      |136.8198394775390625|     16.00000000|[27, 8, 2, 10]                                                             | | GPS sucess | actual_k=1
       9|[-0.8416820392012596, -0.3603062480688095]                                      |136.8198394775390625|      8.00000000|[30, 9, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.8416820392012596, -0.3603062480688095]                                      |136.8198394775390625|      4.00000000|[34, 10, 4, 14]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.5275099650025368, -0.2371397167444229]                                       |130.8717956542968750|      8.00000000|[38, 11, 4, 15]                                                            | | GPS sucess | actual_k=1
      12|[0.5275099650025368, -0.2371397167444229]                                       |130.8717956542968750|      4.00000000|[41, 12, 5, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.4930280260741711, 0.7638906091451645]                                        | 80.1594772338867188|      8.00000000|[45, 13, 5, 18]                                                            | | GPS sucess | actual_k=1
      14|[0.4930280260741711, 0.7638906091451645]                                        | 80.1594772338867188|      4.00000000|[48, 14, 6, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
